,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Clayton Oliver,MID,132,14.9,0,31,5,10,11,21,10,0,2023,Finals Week 1
1,2,Scott Lycett,RUC,102,12.5,0,11,1,9,5,3,8,38,2023,Finals Week 1
2,3,Lachie Fogarty,FWD,68,7.1,0,12,2,8,1,6,6,0,2023,Finals Week 1
3,4,Zak Butters,MID,124,13.4,0,29,6,7,3,19,10,0,2023,Finals Week 1
4,4,Adam Cerra,MID,104,12.1,1,24,3,7,3,14,10,0,2023,Finals Week 1
5,4,Josh Dunkley,MID,95,13.1,0,21,5,7,2,9,12,0,2023,Finals Week 1
6,4,Jade Gresham,FWD,80,6.4,0,17,4,7,3,6,11,0,2023,Finals Week 1
7,8,Brent Daniels,FWD,89,10.4,1,19,3,6,2,13,6,0,2023,Finals Week 1
8,8,Willem Drew,MID,76,17.6,0,20,1,6,8,9,11,0,2023,Finals Week 1
9,8,Mitch Owens,KEYF,69,11.4,1,12,2,6,2,6,6,0,2023,Finals Week 1
10,8,Harry Perryman,DEF,72,10.8,0,16,3,6,0,7,9,0,2023,Finals Week 1
11,8,Steele Sidebottom,MID,101,9.3,0,22,5,6,4,18,4,0,2023,Finals Week 1
12,8,Jack Sinclair,DEF,100,11.5,0,25,4,6,4,14,11,0,2023,Finals Week 1
13,8,Brandon Starcevich,DEF,80,3.4,0,15,7,6,0,12,3,0,2023,Finals Week 1
14,8,Sam Walsh,MID,99,10.6,0,28,2,6,6,13,15,0,2023,Finals Week 1
15,8,Sam Wicks,FWD,67,6,0,14,2,6,3,9,5,0,2023,Finals Week 1
16,17,Zac Bailey,FWD,58,10.4,1,10,2,5,3,8,2,0,2023,Finals Week 1
17,17,Kieren Briggs,RUC,102,15.2,0,17,4,5,9,10,7,28,2023,Finals Week 1
18,17,Dan Butler,FWD,47,7.3,0,7,2,5,0,5,2,0,2023,Finals Week 1
19,17,Patrick Cripps,MID,76,14.2,1,21,1,5,3,9,12,0,2023,Finals Week 1
20,17,Tom Green,MID,112,18.2,0,35,1,5,5,21,14,0,2023,Finals Week 1
21,17,George Hewett,MID,86,8.5,0,25,4,5,5,12,13,0,2023,Finals Week 1
22,17,Will Hoskin-Elliott,FWD,94,10.3,0,20,5,5,0,19,1,0,2023,Finals Week 1
23,17,Oleg Markov,DEF,68,7.1,0,13,5,5,0,7,6,0,2023,Finals Week 1
24,17,Callum Mills,MID,88,8.9,0,21,3,5,2,13,8,0,2023,Finals Week 1
25,17,Alex Neal-Bullen,FWD,76,10.1,1,17,1,5,3,11,6,0,2023,Finals Week 1
26,17,Lachie Neale,MID,67,11.4,0,19,2,5,5,11,8,0,2023,Finals Week 1
27,17,Matthew Owies,FWD,41,10,1,5,1,5,0,2,3,0,2023,Finals Week 1
28,17,Willie Rioli,FWD,47,11.1,1,10,0,5,0,6,4,0,2023,Finals Week 1
29,17,James Rowbottom,MID,50,4.9,0,12,0,5,3,6,6,0,2023,Finals Week 1
30,17,Christian Salem,DEF,53,6.6,0,11,2,5,1,8,3,0,2023,Finals Week 1
31,17,Tom Sparrow,MID,64,12.6,1,14,1,5,6,10,4,0,2023,Finals Week 1
32,17,Chad Warner,MID,89,10.8,0,22,4,5,4,17,5,0,2023,Finals Week 1
33,34,Taylor Adams,FWD,56,7.6,0,15,3,4,3,7,8,0,2023,Finals Week 1
34,34,Toby Bedford,FWD,80,12.8,2,16,2,4,3,10,6,0,2023,Finals Week 1
35,34,Harry Cunningham,DEF,55,7.3,0,11,3,4,1,8,3,0,2023,Finals Week 1
36,34,Xavier Duursma,MID,78,2.2,0,16,6,4,1,11,5,0,2023,Finals Week 1
37,34,Bayley Fritsch,FWD,63,5.9,2,7,4,4,0,6,1,0,2023,Finals Week 1
38,34,Will Hayward,FWD,70,4.1,1,12,6,4,0,5,7,0,2023,Finals Week 1
39,34,Isaac Heeney,FWD,67,2.6,0,16,6,4,3,9,7,0,2023,Finals Week 1
40,34,Bobby Hill,FWD,85,18.3,3,13,5,4,0,11,2,0,2023,Finals Week 1
41,34,Eric Hipwood,KEYF,79,-0.6,1,13,7,4,0,10,3,0,2023,Finals Week 1
42,34,Jeremy Howe,KEYD,69,9.4,0,17,3,4,0,10,7,0,2023,Finals Week 1
43,34,Ollie Lord,KEYF,65,15.5,4,7,2,4,2,6,1,1,2023,Finals Week 1
44,34,Caleb Marchbank,KEYD,74,3.8,0,16,6,4,0,10,6,0,2023,Finals Week 1
45,34,Rowan Marshall,RUC,138,23.4,1,31,5,4,9,21,10,18,2023,Finals Week 1
46,34,Todd Marshall,KEYF,67,2.5,2,8,4,4,1,7,1,0,2023,Finals Week 1
47,34,Beau McCreery,FWD,50,0.4,0,10,3,4,1,9,1,0,2023,Finals Week 1
48,34,Logan McDonald,KEYF,59,6.9,2,10,3,4,0,7,3,0,2023,Finals Week 1
49,34,Jed McEntee,FWD,58,1.8,0,11,5,4,1,7,4,0,2023,Finals Week 1
50,34,Oscar McInerney,RUC,70,10.8,0,11,0,4,5,3,8,34,2023,Finals Week 1
51,34,Hayden McLean,RUC,110,12.4,1,17,12,4,1,12,5,11,2023,Finals Week 1
52,34,Brody Mihocek,KEYF,77,8.7,1,15,6,4,1,10,5,0,2023,Finals Week 1
53,34,Tom Mitchell,MID,73,7.2,0,21,2,4,4,8,13,0,2023,Finals Week 1
54,34,Luke Parker,MID,102,6.4,2,19,8,4,1,14,5,0,2023,Finals Week 1
55,34,Scott Pendlebury,MID,60,11.5,0,15,1,4,4,9,6,0,2023,Finals Week 1
56,34,Christian Petracca,MID,94,16.7,0,29,2,4,6,13,16,0,2023,Finals Week 1
