,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Hugh McCluggage,MID,141,33.1,4,26,4,10,3,14,12,0,2022,Round 8
1,2,Sam Berry,MID,103,7.3,0,21,5,9,1,9,12,0,2022,Round 8
2,2,Brad Crouch,MID,115,8.1,0,27,4,9,3,12,15,0,2022,Round 8
3,2,Tom Green,MID,98,8.6,0,26,2,9,8,9,17,0,2022,Round 8
4,2,Caleb Serong,MID,112,15.4,0,27,3,9,6,12,15,0,2022,Round 8
5,6,Noah Answerth,DEF,99,7.8,0,17,7,8,1,12,5,0,2022,Round 8
6,6,Mark Blicavs,RUC,133,12.9,0,25,7,8,8,12,13,21,2022,Round 8
7,6,Luke Parker,MID,84,11.3,1,16,3,8,5,10,6,0,2022,Round 8
8,6,Dayne Zorko,FWD,132,23.6,0,26,10,8,4,21,5,0,2022,Round 8
9,10,Andrew Brayshaw,MID,134,17.2,0,34,6,7,10,20,14,0,2022,Round 8
10,10,Jye Caldwell,MID,94,10.8,1,20,5,7,3,10,10,0,2022,Round 8
11,10,Adam Cerra,MID,106,16.9,0,27,4,7,6,17,10,0,2022,Round 8
12,10,Patrick Cripps,MID,130,20.5,2,35,5,7,10,9,26,1,2022,Round 8
13,10,Jake Florenca,MID,83,6,0,19,3,7,4,9,10,0,2022,Round 8
14,10,James Harmes,FWD,100,16.4,2,16,7,7,2,13,3,0,2022,Round 8
15,10,Jamaine Jones,DEF,97,6.8,0,21,6,7,2,12,9,0,2022,Round 8
16,10,Rory Laird,MID,122,14.5,0,33,5,7,8,14,19,0,2022,Round 8
17,10,Darcy Parish,MID,131,17.3,1,32,6,7,6,16,16,0,2022,Round 8
18,10,Tom Sparrow,FWD,95,10.1,0,23,3,7,2,13,10,0,2022,Round 8
19,10,David Swallow,MID,120,15.8,1,24,7,7,6,15,9,0,2022,Round 8
20,10,Tarryn Thomas,FWD,90,5.9,0,18,3,7,4,16,2,0,2022,Round 8
21,10,Chad Warner,MID,102,11.4,1,19,6,7,1,11,8,0,2022,Round 8
22,23,Zac Bailey,FWD,97,9.2,1,21,4,6,3,14,7,0,2022,Round 8
23,23,Travis Boak,MID,110,18,1,30,3,6,6,13,17,0,2022,Round 8
24,23,Tyler Brown,FWD,62,11.2,0,14,2,6,3,5,9,0,2022,Round 8
25,23,Darcy Cameron,RUC,112,7.7,0,21,6,6,2,11,10,14,2022,Round 8
26,23,Jack Crisp,MID,111,23.4,1,30,4,6,1,12,18,0,2022,Round 8
27,23,Jack Graham,FWD,117,14.6,0,30,7,6,5,15,15,0,2022,Round 8
28,23,Cameron Guthrie,MID,107,1.5,0,25,7,6,1,13,12,0,2022,Round 8
