,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Ryan O'Keefe,MID,154,18.7,1,34,5,11,9,20,14,0,2012,Preliminary Finals
1,2,Scott Pendlebury,MID,125,17.4,0,30,4,10,10,17,13,0,2012,Preliminary Finals
2,3,Mitch Morton,FWD,52,-0.6,0,8,2,7,0,6,2,0,2012,Preliminary Finals
3,3,Steele Sidebottom,MID,89,5.7,0,16,6,7,1,12,4,1,2012,Preliminary Finals
4,5,Kieren Jack,MID,84,10.5,0,25,0,6,7,11,14,0,2012,Preliminary Finals
5,5,Jordan Lewis,FWD,111,4.6,0,23,8,6,5,11,12,3,2012,Preliminary Finals
6,5,Sam Mitchell,MID,91,20.2,0,29,1,6,7,15,14,0,2012,Preliminary Finals
7,5,Andy Otten,DEF,83,11.1,0,16,8,6,0,9,7,0,2012,Preliminary Finals
8,5,Liam Shiels,MID,88,10.6,1,18,4,6,2,10,8,1,2012,Preliminary Finals
9,5,Isaac Smith,MID,90,11.5,0,19,8,6,0,7,12,0,2012,Preliminary Finals
10,11,Travis Cloke,KEYF,93,13.9,3,11,7,5,0,10,1,0,2012,Preliminary Finals
11,11,Richard Douglas,MID,73,10.6,0,19,2,5,1,9,10,0,2012,Preliminary Finals
12,11,Dan Hannebery,MID,109,15.6,0,34,3,5,5,12,22,0,2012,Preliminary Finals
13,11,Josh P. Kennedy,MID,115,19.8,2,30,4,5,10,13,17,0,2012,Preliminary Finals
14,11,David Mackay,MID,90,7.3,0,19,6,5,1,12,7,0,2012,Preliminary Finals
15,11,Cyril Rioli,FWD,130,24,2,26,8,5,4,17,9,0,2012,Preliminary Finals
16,11,Lewis Roberts-Thomson,KEYF,72,12.6,2,10,4,5,0,6,4,0,2012,Preliminary Finals
17,11,Jarryd Roughead,KEYF,82,8.2,0,15,4,5,3,7,8,11,2012,Preliminary Finals
18,19,Dayne Beams,MID,99,11.4,1,27,3,4,4,12,15,0,2012,Preliminary Finals
19,19,Craig Bird,FWD,88,10.7,1,18,5,4,0,12,6,0,2012,Preliminary Finals
20,19,Lance Franklin,KEYF,89,14,3,20,4,4,0,11,9,0,2012,Preliminary Finals
21,19,Adam Goodes,FWD,126,12.3,1,26,9,4,6,22,4,0,2012,Preliminary Finals
22,19,Darren Jolly,RUC,76,13.4,0,7,2,4,2,5,2,34,2012,Preliminary Finals
23,19,Shane Mumford,RUC,91,15.6,1,14,3,4,0,3,11,32,2012,Preliminary Finals
24,19,Ryan Schoenmakers,KEYD,42,1.3,0,6,4,4,0,5,1,0,2012,Preliminary Finals
25,19,Nick Smith,DEF,49,9.7,0,10,3,4,0,5,5,0,2012,Preliminary Finals
26,19,Chris Tarrant,KEYF,93,11,1,16,9,4,1,12,4,0,2012,Preliminary Finals
27,19,Sharrod Wellingham,FWD,78,5.3,0,16,7,4,4,12,4,0,2012,Preliminary Finals
28,19,Clinton Young,MID,85,8.2,1,19,5,4,0,15,4,0,2012,Preliminary Finals
29,30,Jude Bolton,FWD,75,8.2,2,18,3,3,1,5,13,0,2012,Preliminary Finals
30,30,Tyson Goldsack,FWD,52,7.7,1,9,4,3,1,5,4,0,2012,Preliminary Finals
31,30,Heritier Lumumba,DEF,94,14.7,0,21,9,3,0,16,5,0,2012,Preliminary Finals
32,30,Nick Malceski,DEF,59,11,0,14,3,3,0,10,4,0,2012,Preliminary Finals
33,30,Ben Stratton,KEYD,49,9.5,0,10,3,3,0,8,2,0,2012,Preliminary Finals
34,30,Scott Thompson,MID,99,-0.4,0,31,7,3,3,14,17,1,2012,Preliminary Finals
35,30,Alan Toovey,DEF,40,8.6,0,7,3,3,0,4,3,0,2012,Preliminary Finals
36,37,Jarryd Blair,FWD,74,17.3,0,24,3,2,4,8,16,0,2012,Preliminary Finals
37,37,Luke Breust,FWD,92,12,2,23,5,2,2,12,11,0,2012,Preliminary Finals
38,37,Nathan Brown,KEYD,43,5.8,0,12,3,2,0,5,7,0,2012,Preliminary Finals
