,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Luke Parker,MID,108,12.7,1,24,1,12,6,12,12,5,2016,Semi Finals
1,1,Liam Shiels,MID,110,9.4,2,20,2,12,1,12,8,0,2016,Semi Finals
2,3,Paul Puopolo,FWD,101,5,1,17,3,10,1,9,8,0,2016,Semi Finals
3,3,Clay Smith,FWD,93,17.2,2,16,3,10,2,8,8,0,2016,Semi Finals
4,5,Rory Sloane,MID,109,19.1,0,23,2,9,7,12,11,6,2016,Semi Finals
5,5,Scott Thompson,MID,114,9.3,1,21,4,9,9,15,6,0,2016,Semi Finals
6,7,Luke Dahlhaus,FWD,78,4,0,23,1,7,3,7,16,0,2016,Semi Finals
7,8,Brad Crouch,MID,72,7,0,18,3,6,3,8,10,0,2016,Semi Finals
8,8,Josh Dunkley,FWD,116,12.9,1,23,6,6,2,17,6,1,2016,Semi Finals
9,8,James Frawley,KEYD,53,10.8,0,9,3,6,1,5,4,0,2016,Semi Finals
10,8,Dan Hannebery,MID,114,15.8,1,31,2,6,2,18,13,0,2016,Semi Finals
11,8,Luke Hodge,DEF,114,17.2,2,20,8,6,2,12,8,2,2016,Semi Finals
12,8,Kieren Jack,MID,103,13,0,25,5,6,3,11,14,0,2016,Semi Finals
13,8,Jordan Lewis,MID,50,1.3,0,10,2,6,2,3,7,3,2016,Semi Finals
14,8,James Sicily,FWD,75,3.4,1,11,6,6,0,6,5,0,2016,Semi Finals
15,8,Isaac Smith,FWD,87,8.3,0,21,3,6,4,15,6,1,2016,Semi Finals
16,17,Tom Boyd,KEYF,79,10.3,0,18,4,5,3,3,15,7,2016,Semi Finals
17,17,Luke Brown,DEF,55,11,0,11,2,5,1,6,5,0,2016,Semi Finals
18,17,Charles Cameron,FWD,83,19.6,2,17,1,5,2,12,5,0,2016,Semi Finals
19,17,Matt Crouch,MID,108,8.5,0,34,5,5,3,16,18,0,2016,Semi Finals
20,17,Richard Douglas,FWD,77,-3.3,0,17,4,5,0,8,9,0,2016,Semi Finals
21,17,Jack Fitzpatrick,RUC,79,7.4,1,14,3,5,3,6,8,8,2016,Semi Finals
22,17,Ben McEvoy,RUC,96,14.9,0,11,3,5,2,6,5,38,2016,Semi Finals
23,17,Ben McGlynn,FWD,102,19.2,3,19,5,5,2,11,8,0,2016,Semi Finals
24,17,Sam Mitchell,MID,83,12.2,0,24,0,5,4,13,11,0,2016,Semi Finals
25,17,Cyril Rioli,FWD,69,9.8,1,13,5,5,3,9,4,0,2016,Semi Finals
26,17,Ben Stratton,DEF,54,7.1,0,10,4,5,0,2,8,0,2016,Semi Finals
27,28,Eddie Betts,FWD,63,11.2,3,8,2,4,0,8,0,0,2016,Semi Finals
