,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Clayton Oliver,MID,128,25.6,1,33,3,12,12,6,27,0,2017,Round 19
1,1,Adam Treloar,MID,119,15,1,27,2,12,3,11,16,0,2017,Round 19
2,3,Matt Crouch,MID,127,14,0,36,0,10,9,13,23,0,2017,Round 19
3,3,Levi Greenwood,FWD,66,4.1,0,12,1,10,2,2,10,0,2017,Round 19
4,3,Luke McDonald,MID,105,16.2,1,21,3,10,4,14,7,0,2017,Round 19
5,3,Sam Petrevski-Seton,FWD,105,13.5,0,20,3,10,4,11,9,0,2017,Round 19
6,7,Sam Powell-Pepper,MID,54,2,0,10,1,9,1,7,3,0,2017,Round 19
7,7,Tom Rockliff,MID,93,8.1,1,18,2,9,5,9,9,0,2017,Round 19
8,7,Scott Selwood,MID,106,9.4,0,26,4,9,4,9,17,0,2017,Round 19
9,10,Luke Breust,FWD,65,8.3,0,13,2,8,3,5,8,0,2017,Round 19
10,10,Charles Cameron,FWD,62,4.5,1,9,1,8,0,6,3,0,2017,Round 19
11,10,Luke Dunstan,MID,116,16.3,1,27,4,8,6,18,9,0,2017,Round 19
12,10,Riley Knight,FWD,93,14.7,1,17,5,8,2,5,12,0,2017,Round 19
13,10,Billy Longer,RUC,74,9.3,0,5,0,8,2,0,5,32,2017,Round 19
14,10,Anthony Miles,MID,95,12.4,0,23,5,8,8,7,16,0,2017,Round 19
15,10,Tom Mitchell,MID,94,12.2,0,26,1,8,3,12,14,0,2017,Round 19
16,10,Luke Parker,MID,105,11.3,0,24,6,8,9,13,11,0,2017,Round 19
17,10,Drew Petrie,KEYF,89,14.1,0,13,2,8,4,8,5,25,2017,Round 19
18,10,Dean Towers,FWD,78,3.3,0,14,3,8,0,7,7,1,2017,Round 19
19,10,Jack Viney,MID,80,7.4,0,17,3,8,6,8,9,0,2017,Round 19
20,21,Ryan Bastinac,MID,120,9.3,1,28,6,7,5,13,15,0,2017,Round 19
21,21,Charlie Curnow,KEYF,81,14,1,14,4,7,2,10,4,4,2017,Round 19
22,21,Majak Daw,KEYF,62,5.2,0,4,2,7,0,2,2,18,2017,Round 19
23,21,Shaun Grigg,MID,84,7.8,1,17,2,7,4,9,8,0,2017,Round 19
24,21,Mark Hutchings,FWD,69,4.7,0,13,5,7,0,4,9,0,2017,Round 19
25,21,Brandan Parfitt,FWD,77,7.3,0,17,2,7,1,8,9,0,2017,Round 19
26,21,Jack Steele,MID,79,6.2,0,22,2,7,2,9,13,0,2017,Round 19
27,21,Andrew Swallow,MID,105,15.8,1,27,2,7,3,10,17,0,2017,Round 19
28,21,Robbie Tarrant,KEYD,52,3.8,0,9,1,7,0,6,3,0,2017,Round 19
29,21,Lewis Taylor,FWD,109,11,0,26,5,7,1,13,13,0,2017,Round 19
30,31,Taylor Adams,MID,151,28,3,34,7,6,7,22,12,0,2017,Round 19
31,31,Dayne Beams,MID,144,7.3,0,41,5,6,9,23,18,0,2017,Round 19
32,31,Jack Billings,FWD,82,5.3,0,19,2,6,1,9,10,0,2017,Round 19
33,31,Stephen Coniglio,MID,104,4.4,0,27,5,6,9,15,12,0,2017,Round 19
34,31,Cedric Cox,DEF,82,7.5,0,16,5,6,0,10,6,0,2017,Round 19
35,31,Jordan De Goey,FWD,67,8.3,0,18,0,6,5,9,9,0,2017,Round 19
36,31,Shane Edwards,FWD,72,18.1,0,19,2,6,3,4,15,0,2017,Round 19
37,31,Brodie Grundy,RUC,108,14.9,0,21,2,6,6,5,16,40,2017,Round 19
38,31,Aaron Hall,MID,152,15,0,40,8,6,3,22,18,0,2017,Round 19
39,31,Daniel Howe,MID,82,11.1,0,19,3,6,4,8,11,0,2017,Round 19
40,31,Sam Kerridge,MID,92,9.5,0,23,4,6,6,10,13,0,2017,Round 19
41,31,Rory Lobb,KEYF,97,15.3,2,11,7,6,0,7,4,14,2017,Round 19
42,31,Marc Murphy,MID,93,13.8,0,24,2,6,8,13,11,0,2017,Round 19
43,31,Lachie Plowman,DEF,47,4.9,0,7,1,6,0,4,3,0,2017,Round 19
44,31,Alex Rance,KEYD,91,8.7,0,17,8,6,0,11,6,0,2017,Round 19
45,31,Jack Redden,MID,104,14.7,0,27,5,6,6,12,15,0,2017,Round 19
