,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Joel Corey,MID,116,15.3,1,22,4,11,3,8,14,0,2013,Finals Week 1
1,1,Kieren Jack,MID,128,24,0,32,0,11,9,18,14,0,2013,Finals Week 1
2,3,Ed Curnow,MID,79,8.1,0,17,0,10,5,6,11,0,2013,Finals Week 1
3,4,Jarryd Blair,FWD,73,7.6,0,13,2,9,0,4,9,0,2013,Finals Week 1
4,4,Brad Ebert,MID,112,18.9,0,24,5,9,4,18,6,0,2013,Finals Week 1
5,4,James Kelly,MID,89,6.6,0,18,3,9,2,11,7,0,2013,Finals Week 1
6,4,Josh P. Kennedy,MID,108,13.5,0,29,1,9,10,10,19,0,2013,Finals Week 1
7,8,Dayne Beams,MID,125,13.9,1,29,6,8,12,11,18,0,2013,Finals Week 1
8,8,Paul Duffield,DEF,79,0.5,0,17,0,8,0,15,2,0,2013,Finals Week 1
9,8,David Mundy,MID,92,10.9,0,18,4,8,7,13,5,1,2013,Finals Week 1
10,11,Luke Breust,FWD,81,5.5,1,13,4,7,0,8,5,0,2013,Finals Week 1
11,11,Tyson Goldsack,DEF,56,5.9,0,12,2,7,1,6,6,0,2013,Finals Week 1
12,11,Nick Maxwell,DEF,81,5.9,0,15,4,7,1,9,6,0,2013,Finals Week 1
13,14,Luke Ball,MID,79,9.7,0,19,3,6,7,8,11,0,2013,Finals Week 1
14,14,Craig Bird,FWD,91,13.6,0,27,1,6,7,13,14,0,2013,Finals Week 1
15,14,Jude Bolton,FWD,37,3.9,0,9,0,6,0,1,8,0,2013,Finals Week 1
16,14,Dom Cassisi,MID,54,5,0,12,2,6,2,6,6,1,2013,Finals Week 1
17,14,Zac Clarke,RUC,65,7.8,0,6,2,6,0,3,3,19,2013,Finals Week 1
18,14,Matthew Lobbe,RUC,99,9.9,0,14,5,6,4,8,6,29,2013,Finals Week 1
19,14,Jarrad Waite,KEYF,92,17.8,4,11,6,6,1,8,3,0,2013,Finals Week 1
20,21,Paul Chapman,FWD,54,3,0,11,3,5,0,6,5,0,2013,Finals Week 1
21,21,Kane Cornes,MID,108,16.5,0,28,5,5,1,17,11,0,2013,Finals Week 1
22,21,Brandon Ellis,MID,69,2.5,1,12,5,5,1,7,5,0,2013,Finals Week 1
23,21,Nat Fyfe,MID,84,13.8,0,25,3,5,7,12,13,1,2013,Finals Week 1
24,21,Bryce Gibbs,MID,102,14.2,0,27,2,5,12,21,6,0,2013,Finals Week 1
25,21,Brent Macaffer,FWD,54,13.3,1,11,1,5,3,9,2,0,2013,Finals Week 1
26,21,Scott Pendlebury,MID,95,12,0,24,3,5,6,17,7,0,2013,Finals Week 1
27,21,Paul Puopolo,FWD,75,15.6,1,20,0,5,5,9,11,0,2013,Finals Week 1
28,21,Brendan Whitecross,DEF,103,12.1,0,21,9,5,1,13,8,0,2013,Finals Week 1
29,21,Matt de Boer,FWD,44,8.2,0,10,0,5,1,3,7,0,2013,Finals Week 1
30,31,Hayden Ballantyne,FWD,51,5.6,1,8,2,4,1,6,2,0,2013,Finals Week 1
31,31,Tom Bell,MID,68,0.4,0,17,3,4,3,11,6,0,2013,Finals Week 1
32,31,Eddie Betts,FWD,93,11.5,3,12,7,4,0,12,0,0,2013,Finals Week 1
33,31,Mark Blicavs,RUC,61,10.9,0,15,2,4,1,4,11,7,2013,Finals Week 1
34,31,Trent Cotchin,MID,109,16.5,2,26,4,4,5,22,4,0,2013,Finals Week 1
35,31,Brett Deledio,MID,91,8.4,0,24,3,4,3,16,8,0,2013,Finals Week 1
36,31,Shaun Grigg,MID,68,7.4,0,14,6,4,3,10,4,1,2013,Finals Week 1
37,31,Brodie Grundy,RUC,51,5.1,0,6,2,4,0,2,4,25,2013,Finals Week 1
38,31,Brent Guerra,DEF,118,10.3,0,27,10,4,0,21,6,0,2013,Finals Week 1
39,31,Cameron Guthrie,DEF,83,12.8,0,17,8,4,1,9,8,0,2013,Finals Week 1
40,31,David Hale,RUC,95,15.6,2,16,6,4,2,8,8,14,2013,Finals Week 1
41,31,Bachar Houli,DEF,96,7.3,0,20,9,4,1,15,5,0,2013,Finals Week 1
42,31,Daniel Jackson,MID,73,9.7,0,21,3,4,4,12,9,0,2013,Finals Week 1
43,31,Lewis Jetta,FWD,43,5.6,1,4,3,4,0,4,0,0,2013,Finals Week 1
44,31,Jake King,FWD,48,10.8,0,10,1,4,0,8,2,0,2013,Finals Week 1
45,31,Matthew Kreuzer,RUC,50,14.4,0,4,0,4,1,3,1,22,2013,Finals Week 1
46,31,Tom Lonergan,KEYD,21,1.7,0,5,1,4,0,3,2,0,2013,Finals Week 1
47,31,Marc Murphy,MID,111,17.4,0,26,8,4,7,19,7,0,2013,Finals Week 1
48,31,Mitch Robinson,FWD,92,13.9,2,21,3,4,7,15,6,0,2013,Finals Week 1
49,31,Gary Rohan,FWD,36,5.2,1,3,2,4,0,2,1,0,2013,Finals Week 1
50,31,Jay Schulz,KEYF,99,13.2,3,15,8,4,1,10,5,0,2013,Finals Week 1
51,31,Joel Selwood,MID,79,14.2,0,21,4,4,5,9,12,1,2013,Finals Week 1
52,31,Brad Sewell,MID,92,7.6,0,30,1,4,3,15,15,0,2013,Finals Week 1
53,31,Steele Sidebottom,MID,107,8.9,0,29,6,4,1,20,9,0,2013,Finals Week 1
54,31,Kade Simpson,DEF,82,6.6,0,18,6,4,0,14,4,0,2013,Finals Week 1
55,31,Nick Smith,DEF,45,0.9,0,10,2,4,0,2,8,0,2013,Finals Week 1
56,31,Ty Vickery,KEYF,88,12.5,2,14,6,4,2,9,5,9,2013,Finals Week 1
57,31,Justin Westhoff,KEYF,62,10.9,1,10,6,4,1,7,3,0,2013,Finals Week 1
58,31,Marley Williams,DEF,75,10.6,1,14,4,4,0,11,3,0,2013,Finals Week 1
59,60,Travis Boak,MID,72,9.5,2,14,3,3,2,9,5,0,2013,Finals Week 1
60,60,Shaun Burgoyne,MID,87,12.8,0,26,3,3,1,12,14,0,2013,Finals Week 1
61,60,Ryan Crowley,MID,44,3.1,0,11,2,3,2,6,5,0,2013,Finals Week 1
62,60,Mitch Duncan,MID,104,11.1,1,22,9,3,1,15,7,1,2013,Finals Week 1
63,60,Shane Edwards,FWD,43,4.1,0,11,1,3,0,4,7,0,2013,Finals Week 1
64,60,Jeff Garlett,FWD,53,11,2,10,1,3,1,6,4,0,2013,Finals Week 1
65,60,Josh Gibson,KEYD,103,8.8,0,27,9,3,1,13,14,0,2013,Finals Week 1
66,60,Dylan Grimes,KEYD,37,1,0,8,3,3,0,3,5,0,2013,Finals Week 1
67,60,Jack Gunston,FWD,106,13.1,3,16,10,3,0,13,3,0,2013,Finals Week 1
68,60,Bradley Hill,MID,84,5.4,1,17,7,3,1,10,7,0,2013,Finals Week 1
69,60,Luke Hodge,DEF,100,7.7,0,24,8,3,1,17,7,0,2013,Finals Week 1
70,60,Michael Jamison,KEYD,34,7.7,0,7,2,3,0,2,5,0,2013,Finals Week 1
71,60,Chris Judd,MID,95,13.8,1,25,4,3,4,14,11,0,2013,Finals Week 1
72,60,Jordan Lewis,MID,70,10.9,0,19,3,3,7,10,9,0,2013,Finals Week 1
73,60,Tom Logan,DEF,104,14.8,0,24,10,3,2,14,10,0,2013,Finals Week 1
74,60,Nick Malceski,DEF,61,6.9,0,18,1,3,0,12,6,0,2013,Finals Week 1
75,60,Ivan Maric,RUC,88,18.8,2,16,2,3,6,5,11,26,2013,Finals Week 1
76,60,Chris Mayne,FWD,56,5.4,1,13,3,3,1,6,7,0,2013,Finals Week 1
77,60,Tendai Mzungu,MID,51,11,0,11,4,3,0,8,3,0,2013,Finals Week 1
78,60,Chris Newman,DEF,78,9.2,1,15,6,3,0,11,4,0,2013,Finals Week 1
79,60,Ryan O'Keefe,MID,80,11.2,1,21,4,3,6,10,11,0,2013,Finals Week 1
80,60,Danyle Pearce,MID,70,10.2,0,20,2,3,4,13,7,0,2013,Finals Week 1
81,60,Jasper Pittard,DEF,72,12.3,0,15,6,3,1,12,3,0,2013,Finals Week 1
82,60,Jack Riewoldt,KEYF,64,11.3,1,11,6,3,0,8,3,0,2013,Finals Week 1
83,60,Heath Scotland,DEF,64,7.1,1,15,4,3,2,7,8,0,2013,Finals Week 1
84,60,Heath Shaw,DEF,44,7.2,0,11,3,3,0,7,4,0,2013,Finals Week 1
