,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Sam Mitchell,MID,146,16.6,0,33,9,9,7,15,18,0,2014,Grand Final
1,2,Will Langford,MID,103,21.7,3,21,3,6,2,16,5,0,2014,Grand Final
2,3,Luke Breust,FWD,98,20.4,3,17,4,5,4,11,6,0,2014,Grand Final
3,3,Harry Cunningham,FWD,47,7,0,9,2,5,0,3,6,0,2014,Grand Final
4,3,Dan Hannebery,MID,82,10,0,20,4,5,4,12,8,0,2014,Grand Final
5,3,Ben McGlynn,MID,58,14.5,1,11,1,5,4,7,4,0,2014,Grand Final
6,3,Dane Rampe,DEF,39,2.7,0,8,1,5,0,5,3,0,2014,Grand Final
7,3,Liam Shiels,MID,81,9.8,0,22,2,5,4,12,10,0,2014,Grand Final
8,9,Adam Goodes,FWD,84,10.8,2,13,7,4,1,8,5,0,2014,Grand Final
9,9,David Hale,RUC,51,6.8,1,7,3,4,0,2,5,10,2014,Grand Final
10,9,Luke Hodge,MID,157,18.4,2,35,12,4,4,21,14,3,2014,Grand Final
11,9,Kieren Jack,MID,70,19.6,2,18,2,4,3,5,13,0,2014,Grand Final
12,9,Josh P. Kennedy,MID,100,18.4,1,29,5,4,5,11,18,0,2014,Grand Final
13,9,Jake Lloyd,FWD,51,8.2,0,11,2,4,0,6,5,0,2014,Grand Final
14,9,Paul Puopolo,FWD,51,7.4,1,10,1,4,0,5,5,0,2014,Grand Final
15,9,Nick Smith,DEF,47,11.1,0,9,2,4,0,5,4,0,2014,Grand Final
16,17,Craig Bird,MID,34,5,0,8,1,3,3,5,3,0,2014,Grand Final
17,17,Bradley Hill,FWD,95,15.7,1,23,6,3,1,13,10,0,2014,Grand Final
18,17,Brian Lake,KEYD,78,16.3,0,20,7,3,0,10,10,0,2014,Grand Final
19,17,Jordan Lewis,MID,139,16.3,0,37,8,3,7,21,16,8,2014,Grand Final
20,17,Ben McEvoy,RUC,74,12.7,0,15,5,3,1,4,11,14,2014,Grand Final
21,17,Luke Parker,FWD,56,9.4,0,20,1,3,5,7,13,2,2014,Grand Final
22,23,Nick Malceski,DEF,93,15.9,0,26,5,2,3,19,7,0,2014,Grand Final
23,23,Sam Reid,KEYF,34,4.7,0,8,2,2,1,3,5,1,2014,Grand Final
24,23,Cyril Rioli,FWD,29,7.4,0,9,0,2,1,5,4,0,2014,Grand Final
25,23,Jarryd Roughead,KEYF,80,14.8,5,13,5,2,0,11,2,0,2014,Grand Final
26,23,Ben Stratton,KEYD,78,21.1,0,22,5,2,0,13,9,0,2014,Grand Final
27,23,Matthew Suckling,DEF,71,12.3,1,18,3,2,0,12,6,0,2014,Grand Final
28,23,Kurt Tippett,KEYF,76,10.2,1,16,5,2,3,9,7,6,2014,Grand Final
29,30,Shaun Burgoyne,DEF,87,17.4,2,24,4,1,3,11,13,0,2014,Grand Final
30,30,Taylor Duryea,DEF,37,4.5,0,9,3,1,0,5,4,0,2014,Grand Final
31,30,Lance Franklin,KEYF,79,16.2,4,14,5,1,1,11,3,1,2014,Grand Final
32,30,Josh Gibson,KEYD,96,14,0,32,6,1,1,13,19,0,2014,Grand Final
33,30,Heath Grundy,KEYD,51,11,0,11,5,1,0,8,3,1,2014,Grand Final
34,30,Jack Gunston,FWD,82,12.5,2,18,5,1,0,11,7,0,2014,Grand Final
35,30,Jarrad McVeigh,MID,49,7.6,0,11,5,1,0,8,3,0,2014,Grand Final
36,30,Ted Richards,KEYD,45,10.1,0,11,4,1,0,6,5,0,2014,Grand Final
37,30,Gary Rohan,DEF,32,4.5,0,7,3,1,2,4,3,0,2014,Grand Final
38,30,Isaac Smith,FWD,61,10.8,0,17,5,1,1,10,7,0,2014,Grand Final
39,30,Matt Spangher,KEYD,48,6.4,0,15,2,1,1,6,9,0,2014,Grand Final
40,41,Grant Birchall,DEF,89,12.4,0,25,7,0,1,18,7,0,2014,Grand Final
41,41,Lewis Jetta,FWD,15,0,0,4,1,0,0,4,0,0,2014,Grand Final
42,41,Mike Pyke,RUC,61,8.5,0,9,2,0,1,4,5,32,2014,Grand Final
43,41,Rhyce Shaw,DEF,68,5.8,0,25,2,0,0,17,8,0,2014,Grand Final
