,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Rory Sloane,MID,139,19.8,0,30,2,13,7,16,14,1,2016,Round 14
1,2,Levi Greenwood,FWD,87,12.7,1,16,0,12,5,9,7,0,2016,Round 14
2,3,Nicholas Suban,MID,52,4.4,0,8,0,10,0,7,1,0,2016,Round 14
3,4,Brad Crouch,MID,87,4.3,0,20,1,9,3,11,9,0,2016,Round 14
4,4,Bryce Gibbs,MID,126,12.5,0,29,3,9,10,19,10,1,2016,Round 14
5,4,Tom Rockliff,MID,101,11.3,0,30,0,9,7,10,20,0,2016,Round 14
6,4,Scott Thompson,MID,98,14.5,0,24,2,9,9,10,14,0,2016,Round 14
7,4,Corey Wagner,FWD,60,7.2,0,9,1,9,0,6,3,0,2016,Round 14
8,4,Matthew Wright,FWD,101,11.8,2,16,5,9,0,10,6,0,2016,Round 14
9,4,Jack Ziebell,MID,108,12.4,1,24,1,9,4,19,5,0,2016,Round 14
10,11,Ciaran Byrne,DEF,82,3.1,0,15,3,8,0,9,6,0,2016,Round 14
11,11,Charles Cameron,FWD,60,7.2,0,9,2,8,0,5,4,0,2016,Round 14
12,11,Liam Shiels,MID,82,7.3,0,18,2,8,1,10,8,1,2016,Round 14
13,14,Jarryd Blair,FWD,83,6.3,0,19,2,7,0,8,11,0,2016,Round 14
14,14,Matt Crouch,MID,126,20.9,2,32,3,7,8,14,18,0,2016,Round 14
15,14,Josh Green,FWD,80,11.9,1,14,2,7,1,9,5,0,2016,Round 14
16,14,Josh Kelly,MID,103,19.7,2,22,2,7,2,11,11,0,2016,Round 14
17,14,Rhys Mathieson,MID,96,11,0,24,3,7,4,9,15,0,2016,Round 14
18,14,Joel Selwood,MID,113,15.4,0,29,4,7,6,15,14,0,2016,Round 14
19,14,Kade Simpson,DEF,97,8.2,1,18,7,7,0,12,6,0,2016,Round 14
20,14,Andrew Swallow,MID,75,13.2,0,20,2,7,7,10,10,0,2016,Round 14
21,14,Adam Treloar,MID,127,11.7,1,33,3,7,6,17,16,0,2016,Round 14
22,23,Michael Barlow,MID,107,14,0,31,4,6,2,11,20,1,2016,Round 14
23,23,Reece Conca,MID,46,1.4,0,10,0,6,3,6,4,0,2016,Round 14
24,23,Stephen Coniglio,MID,109,15.5,1,31,2,6,3,14,17,0,2016,Round 14
25,23,Trent Cotchin,MID,93,11.4,1,23,2,6,4,11,12,0,2016,Round 14
26,23,Nick Dal Santo,MID,86,1.9,0,22,3,6,4,12,10,0,2016,Round 14
27,23,Todd Goldstein,RUC,101,12,0,12,4,6,2,4,8,42,2016,Round 14
28,23,Jordan Lewis,MID,113,15.1,1,27,6,6,3,12,15,2,2016,Round 14
29,23,Jamie Macmillan,DEF,67,10.8,0,12,4,6,1,7,5,0,2016,Round 14
30,23,Nick Malceski,MID,71,9.5,0,14,3,6,1,9,5,0,2016,Round 14
31,23,Brayden Maynard,DEF,123,11.1,0,22,12,6,0,18,4,0,2016,Round 14
