,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Jack Steele,MID,106,8.2,0,18,5,13,5,11,7,0,2021,Round 19
1,2,Touk Miller,MID,127,7,0,32,5,9,6,16,16,0,2021,Round 19
2,2,Tom Mitchell,MID,110,10.7,1,28,2,9,4,11,17,0,2021,Round 19
3,2,Bailey Smith,MID,125,21.4,1,26,4,9,4,18,8,0,2021,Round 19
4,2,Jack Viney,MID,94,12.9,1,19,3,9,1,13,6,0,2021,Round 19
5,6,Taylor Adams,MID,97,10.4,0,24,2,8,3,11,13,0,2021,Round 19
6,6,James Harmes,MID,62,2.3,0,15,2,8,5,6,9,0,2021,Round 19
7,6,Nic Newman,DEF,90,12.1,0,17,4,8,0,9,8,0,2021,Round 19
8,6,Jaeger O'Meara,MID,104,14.2,0,24,3,8,8,11,13,0,2021,Round 19
9,6,Matthew Parker,FWD,80,10.3,0,19,2,8,3,10,9,0,2021,Round 19
10,6,Kysaiah Pickett,FWD,78,7.5,2,13,2,8,0,9,4,0,2021,Round 19
11,12,Patrick Dangerfield,MID,118,24.2,1,28,6,7,6,14,14,0,2021,Round 19
12,12,Oliver Florent,MID,95,10.8,0,18,7,7,1,10,8,0,2021,Round 19
13,12,Ben Keays,MID,114,9.7,1,23,6,7,5,15,8,0,2021,Round 19
14,12,Josh P. Kennedy,MID,125,20.4,0,34,6,7,7,10,24,0,2021,Round 19
15,12,Jack Macrae,MID,138,13.5,0,38,5,7,9,19,19,0,2021,Round 19
16,12,Zach Merrett,MID,67,9.4,0,20,1,7,4,7,13,0,2021,Round 19
17,12,Toby Nankervis,RUC,80,11,0,15,1,7,5,2,13,19,2021,Round 19
18,12,Alex Neal-Bullen,FWD,100,10.8,0,25,2,7,7,16,9,0,2021,Round 19
19,12,Christian Petracca,MID,126,6,1,31,4,7,6,18,13,0,2021,Round 19
20,12,Daniel Rioli,FWD,83,10.5,0,19,1,7,1,10,9,0,2021,Round 19
21,22,Karl Amon,MID,94,8,1,24,3,6,1,9,15,0,2021,Round 19
22,22,Marcus Bontempelli,MID,123,16.3,2,31,3,6,9,24,7,0,2021,Round 19
23,22,Zaine Cordy,KEYD,72,10.3,0,14,4,6,0,7,7,0,2021,Round 19
24,22,Jack Crisp,DEF,141,14.7,0,30,13,6,3,17,13,0,2021,Round 19
25,22,Jarryd Lyons,MID,136,11.3,0,33,6,6,4,24,9,0,2021,Round 19
26,22,Darcy Parish,MID,69,2.1,1,15,2,6,2,6,9,0,2021,Round 19
27,22,Matt Rowell,MID,73,10.4,1,14,3,6,2,8,6,0,2021,Round 19
28,22,Harry Schoenberg,MID,96,7.2,0,24,5,6,1,14,10,0,2021,Round 19
29,22,Will Snelling,FWD,92,8.8,0,20,6,6,2,10,10,0,2021,Round 19
30,22,Charlie Spargo,FWD,45,2.8,0,8,1,6,1,6,2,0,2021,Round 19
31,32,Callum Ah Chee,DEF,57,8,2,7,3,5,0,2,5,0,2021,Round 19
32,32,Sam Berry,FWD,30,4.5,0,3,1,5,0,1,2,0,2021,Round 19
33,32,Angus Brayshaw,MID,70,4.6,0,19,2,5,1,12,7,0,2021,Round 19
34,32,Andrew Brayshaw,MID,118,9.2,0,34,6,5,4,14,20,0,2021,Round 19
35,32,James Cousins,FWD,64,4.8,0,18,2,5,2,7,11,0,2021,Round 19
36,32,Brent Daniels,FWD,79,12.4,1,17,3,5,2,10,7,0,2021,Round 19
37,32,Willem Drew,MID,91,19.5,0,32,1,5,6,9,23,0,2021,Round 19
38,32,Tim English,RUC,86,11.5,1,17,2,5,3,6,11,14,2021,Round 19
39,32,Lance Franklin,KEYF,56,12.9,2,9,3,5,0,7,2,0,2021,Round 19
40,32,Riley Garcia,FWD,45,2.2,0,11,0,5,1,5,6,0,2021,Round 19
41,32,Errol Gulden,FWD,105,14.1,1,23,5,5,4,15,8,0,2021,Round 19
42,32,Will Hayward,FWD,72,3.2,1,12,5,5,0,6,6,0,2021,Round 19
43,32,Paul Hunter,RUC,41,7.4,1,7,0,5,3,2,5,8,2021,Round 19
44,32,Lachie Hunter,MID,100,11.2,0,26,4,5,3,14,12,0,2021,Round 19
45,32,Josh Kelly,MID,96,5,0,23,6,5,2,13,10,0,2021,Round 19
46,32,Rory Laird,MID,142,26.1,2,36,6,5,10,22,14,0,2021,Round 19
47,32,Clayton Oliver,MID,126,19.3,0,38,4,5,8,19,19,0,2021,Round 19
48,32,Brandan Parfitt,MID,61,9.5,1,15,0,5,2,7,8,0,2021,Round 19
49,32,Sam Petrevski-Seton,DEF,73,8.5,0,14,5,5,1,9,5,0,2021,Round 19
50,32,Sam Powell-Pepper,FWD,61,5,0,15,2,5,1,7,8,0,2021,Round 19
51,32,Sam Reid,KEYF,52,6.1,0,8,4,5,2,4,4,3,2021,Round 19
52,32,James Rowbottom,MID,65,4.1,1,12,2,5,1,8,4,0,2021,Round 19
53,32,Jy Simpkin,MID,125,8.7,0,31,8,5,8,15,16,0,2021,Round 19
54,32,Rory Sloane,MID,72,9.6,0,15,4,5,5,10,5,0,2021,Round 19
55,32,Curtis Taylor,FWD,68,6.6,0,15,4,5,0,8,7,0,2021,Round 19
56,32,Tarryn Thomas,FWD,115,23.6,4,23,4,5,4,13,10,0,2021,Round 19
57,32,Chad Wingard,FWD,86,13.7,0,24,3,5,8,14,10,0,2021,Round 19
58,32,Elliot Yeo,MID,86,15.8,0,24,3,5,9,11,13,0,2021,Round 19
59,32,Dayne Zorko,MID,98,13.2,1,21,7,5,6,15,6,0,2021,Round 19
60,61,Jake Aarts,FWD,56,2.1,2,10,1,4,0,7,3,0,2021,Round 19
61,61,Noah Anderson,MID,64,-1.3,0,15,4,4,0,8,7,0,2021,Round 19
62,61,Lachie Ash,DEF,72,10.1,1,13,6,4,1,9,4,0,2021,Round 19
63,61,Will Brodie,FWD,67,6.6,0,20,2,4,1,6,14,0,2021,Round 19
64,61,Ryan Burton,DEF,74,7.8,0,16,5,4,0,11,5,0,2021,Round 19
65,61,Dan Butler,FWD,90,20.2,2,20,4,4,0,11,9,0,2021,Round 19
66,61,Darcy Byrne-Jones,DEF,70,3.7,0,20,1,4,1,11,9,0,2021,Round 19
67,61,Trent Cotchin,MID,87,16.1,1,19,5,4,6,15,4,0,2021,Round 19
68,61,Matthew Cottrell,MID,47,6.5,0,10,1,4,0,7,3,0,2021,Round 19
69,61,Luke Dahlhaus,FWD,61,4.8,0,15,3,4,2,5,10,0,2021,Round 19
70,61,Caleb Daniel,DEF,128,22.2,1,34,6,4,5,17,17,0,2021,Round 19
71,61,Jack Darling,KEYF,61,12.9,3,6,4,4,1,5,1,0,2021,Round 19
72,61,Jordan De Goey,FWD,93,3.3,1,25,4,4,3,11,14,0,2021,Round 19
73,61,Brayden Fiorini,MID,142,12.1,0,41,8,4,4,19,22,0,2021,Round 19
74,61,Jack Graham,FWD,62,8.8,0,15,3,4,0,7,8,0,2021,Round 19
75,61,Aaron Hall,DEF,112,14.5,0,25,9,4,1,19,6,0,2021,Round 19
76,61,Brayden Ham,FWD,37,5.6,0,9,1,4,0,2,7,0,2021,Round 19
77,61,Dyson Heppell,DEF,103,3,0,28,6,4,0,17,11,0,2021,Round 19
78,61,Tom Liberatore,MID,92,14.1,0,27,2,4,6,12,15,0,2021,Round 19
79,61,Daniel Lloyd,FWD,59,8,1,9,4,4,1,8,1,0,2021,Round 19
