,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Mark Hutchings,MID,72,9.4,0,15,3,7,3,7,8,0,2015,Preliminary Finals
1,1,Matthew Priddis,MID,98,14.8,1,26,1,7,6,9,17,0,2015,Preliminary Finals
2,1,Jarryd Roughead,KEYF,108,16.5,2,22,5,7,1,12,10,0,2015,Preliminary Finals
3,1,Andrew Swallow,MID,99,10.1,0,25,2,7,9,14,11,0,2015,Preliminary Finals
4,1,Elliot Yeo,MID,61,3.7,0,16,1,7,1,8,8,2,2015,Preliminary Finals
5,6,Ben Cunnington,MID,82,9.5,0,20,4,6,8,8,12,0,2015,Preliminary Finals
6,6,Nat Fyfe,MID,85,12.1,0,24,3,6,9,7,17,3,2015,Preliminary Finals
7,6,Luke Hodge,MID,112,10.6,0,25,7,6,3,20,5,0,2015,Preliminary Finals
8,6,Tendai Mzungu,MID,90,8.9,0,23,4,6,2,9,14,0,2015,Preliminary Finals
9,6,Paul Puopolo,FWD,59,8.8,0,14,1,6,0,6,8,0,2015,Preliminary Finals
10,6,Sam Wright,DEF,107,1.6,0,23,7,6,1,17,6,0,2015,Preliminary Finals
11,6,Matt de Boer,FWD,75,8.5,0,20,3,6,3,10,10,0,2015,Preliminary Finals
12,13,Michael Barlow,FWD,83,4.6,1,17,4,5,2,7,10,1,2015,Preliminary Finals
13,13,Nick Dal Santo,MID,75,14.3,0,24,0,5,11,11,13,2,2015,Preliminary Finals
14,13,Jack Darling,KEYF,79,-1,1,11,6,5,0,10,1,0,2015,Preliminary Finals
15,13,Shaun Higgins,FWD,81,9.7,2,17,2,5,4,10,7,0,2015,Preliminary Finals
16,13,Josh Hill,FWD,55,9.8,1,10,3,5,1,5,5,0,2015,Preliminary Finals
17,13,Shannon Hurn,DEF,58,9.7,0,13,2,5,1,6,7,0,2015,Preliminary Finals
18,13,Mark LeCras,FWD,110,5.2,1,18,10,5,0,15,3,0,2015,Preliminary Finals
19,13,Matthew Pavlich,KEYF,69,8.7,1,11,4,5,0,8,3,0,2015,Preliminary Finals
20,21,Sam Butler,DEF,71,6.2,0,16,5,4,1,8,8,0,2015,Preliminary Finals
21,21,Michael Firrito,KEYD,38,4.7,0,10,1,4,1,5,5,0,2015,Preliminary Finals
22,21,Sam Gibson,MID,82,10.4,1,21,2,4,2,11,10,0,2015,Preliminary Finals
23,21,Josh J. Kennedy,KEYF,122,18.7,2,20,9,4,2,18,2,0,2015,Preliminary Finals
24,21,Jamie Macmillan,DEF,58,2.5,0,11,4,4,0,6,5,0,2015,Preliminary Finals
25,21,Chris Masten,MID,38,6,0,10,0,4,0,5,5,0,2015,Preliminary Finals
26,21,Drew Petrie,KEYF,65,3.1,0,12,6,4,0,11,1,0,2015,Preliminary Finals
27,21,Cyril Rioli,FWD,105,23.3,3,19,8,4,2,12,7,0,2015,Preliminary Finals
28,21,Liam Shiels,MID,93,10.1,0,23,6,4,0,12,11,0,2015,Preliminary Finals
29,21,Luke Shuey,MID,57,12.4,2,11,1,4,6,7,4,0,2015,Preliminary Finals
30,21,Jack Ziebell,MID,75,6,1,16,4,4,0,9,7,3,2015,Preliminary Finals
31,32,Hayden Ballantyne,FWD,61,10.9,1,11,5,3,1,10,1,0,2015,Preliminary Finals
32,32,Shaun Burgoyne,DEF,91,3.6,0,20,8,3,1,12,8,0,2015,Preliminary Finals
33,32,Andrew Gaff,MID,66,4.8,0,20,1,3,2,9,11,0,2015,Preliminary Finals
34,32,Todd Goldstein,RUC,93,17.7,0,12,4,3,1,5,7,41,2015,Preliminary Finals
35,32,Ben Jacobs,MID,25,2.7,0,7,0,3,2,3,4,0,2015,Preliminary Finals
36,32,Jordan Lewis,MID,72,11.6,0,20,4,3,3,10,10,0,2015,Preliminary Finals
37,32,Sam Mitchell,MID,117,9.8,0,35,6,3,5,19,16,0,2015,Preliminary Finals
38,32,David Mundy,MID,79,13.7,0,27,2,3,5,10,17,0,2015,Preliminary Finals
39,32,Nic Naitanui,RUC,73,16.7,0,11,2,3,6,6,5,29,2015,Preliminary Finals
40,32,Tommy Sheridan,DEF,84,4.4,0,22,6,3,0,15,7,0,2015,Preliminary Finals
41,32,Isaac Smith,MID,112,1.1,1,24,10,3,2,19,5,0,2015,Preliminary Finals
42,43,Grant Birchall,DEF,86,6.4,0,22,9,2,2,13,9,0,2015,Preliminary Finals
43,43,Luke Breust,FWD,56,8.9,1,15,4,2,0,5,10,1,2015,Preliminary Finals
44,43,Jamie Cripps,FWD,63,5.9,0,13,5,2,1,9,4,0,2015,Preliminary Finals
45,43,Xavier Ellis,DEF,85,9,0,21,5,2,1,16,5,0,2015,Preliminary Finals
46,43,James Frawley,KEYD,83,9.9,0,18,8,2,0,15,3,0,2015,Preliminary Finals
47,43,Taylor Garner,FWD,42,6.1,1,7,3,2,0,5,2,0,2015,Preliminary Finals
