,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,George Hewett,DEF,106,15.3,0,19,4,13,6,6,13,0,2021,Finals Week 1
1,2,Willem Drew,MID,80,4.4,0,12,3,11,1,7,5,0,2021,Finals Week 1
2,3,Jacob Hopper,MID,98,9.8,0,23,2,9,3,11,12,0,2021,Finals Week 1
3,3,Zach Merrett,MID,114,10.2,0,31,3,9,4,16,15,0,2021,Finals Week 1
4,3,James Rowbottom,MID,79,11.9,0,15,1,9,2,9,6,0,2021,Finals Week 1
5,6,Brandan Parfitt,MID,86,9.1,0,21,0,8,5,11,10,0,2021,Finals Week 1
6,6,Jake Stringer,FWD,76,14.7,2,9,2,8,2,9,0,0,2021,Finals Week 1
7,8,Travis Boak,MID,119,9.4,0,32,5,7,7,17,15,0,2021,Finals Week 1
8,8,Max Gawn,RUC,135,8.1,0,19,6,7,5,17,2,37,2021,Finals Week 1
9,8,Tom Liberatore,MID,130,15.2,0,35,5,7,7,16,19,0,2021,Finals Week 1
10,8,Will Snelling,FWD,68,2.3,0,15,1,7,2,5,10,0,2021,Finals Week 1
11,12,Jarrod Berry,MID,75,1.7,1,11,5,6,0,7,4,0,2021,Finals Week 1
12,12,Marcus Bontempelli,MID,97,16.8,0,23,4,6,6,16,7,1,2021,Finals Week 1
13,12,Zak Butters,FWD,72,10.3,1,11,4,6,1,7,4,0,2021,Finals Week 1
14,12,Stephen Coniglio,FWD,56,2.3,0,11,2,6,2,9,2,0,2021,Finals Week 1
15,12,Jordan Dawson,DEF,90,11.2,0,18,8,6,1,12,6,0,2021,Finals Week 1
16,12,Josh Kelly,MID,97,13,0,28,1,6,9,15,13,0,2021,Finals Week 1
17,12,Jarryd Lyons,MID,104,9.9,0,27,3,6,10,18,9,0,2021,Finals Week 1
18,12,Dane Rampe,KEYD,84,13.3,0,21,3,6,0,11,10,0,2021,Finals Week 1
19,12,Devon Smith,FWD,68,4.6,1,13,2,6,0,8,5,0,2021,Finals Week 1
20,12,Jack Viney,MID,111,10.3,0,28,3,6,7,17,11,0,2021,Finals Week 1
21,22,Zac Bailey,FWD,68,12.3,1,14,1,5,1,10,4,0,2021,Finals Week 1
22,22,Patrick Dangerfield,MID,90,14.7,0,23,3,5,8,17,6,0,2021,Finals Week 1
23,22,Bayley Fritsch,FWD,82,13.7,4,7,5,5,0,7,0,0,2021,Finals Week 1
24,22,Lachie Hunter,MID,91,9.6,0,24,3,5,4,12,12,0,2021,Finals Week 1
25,22,Rhys Mathieson,MID,58,5.5,0,13,3,5,1,9,4,0,2021,Finals Week 1
26,22,Hugh McCluggage,MID,90,17.8,1,24,3,5,4,15,9,0,2021,Finals Week 1
27,22,Oscar McInerney,RUC,91,21.9,0,17,0,5,9,8,9,30,2021,Finals Week 1
28,22,Alex Neal-Bullen,FWD,108,8.1,0,27,6,5,1,14,13,0,2021,Finals Week 1
29,22,Luke Parker,MID,115,8.8,0,34,5,5,8,17,17,0,2021,Finals Week 1
30,22,Tim Taranto,FWD,109,11.4,1,25,5,5,5,16,9,0,2021,Finals Week 1
