,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Todd Goldstein,RUC,59,1,2,3,8,50.4,13.6,117,2013,Round 11
1,2,Trent West,RUC,42,1,0,1,9,51.2,21.4,82,2013,Round 11
2,3,Jonathan Giles,RUC,41,2,5,7,8,38.3,19.5,107,2013,Round 11
3,4,Matthew Kreuzer,RUC,35,0,1,1,7,43.2,20,81,2013,Round 11
4,5,Paddy Ryder,RUC,34,2,3,5,8,38.2,23.5,89,2013,Round 11
5,6,Tom Nicholls,RUC,33,3,2,5,7,41.3,21.2,80,2013,Round 11
6,7,Nic Naitanui,RUC,31,1,3,4,5,58.5,16.1,53,2013,Round 11
7,8,Mark Jamar,RUC,27,2,0,2,6,55.1,22.2,49,2013,Round 11
8,9,Dean Cox,RUC,26,1,2,3,8,57.8,30.8,45,2013,Round 11
9,10,Sam Jacobs,RUC,24,1,0,1,8,41.4,33.3,58,2013,Round 11
10,11,Shane Mumford,RUC,21,1,0,1,6,61.8,28.6,34,2013,Round 11
11,12,Mike Pyke,RUC,16,1,0,1,6,40,37.5,40,2013,Round 11
12,13,Darren Jolly,RUC,14,1,1,2,2,29.8,14.3,47,2013,Round 11
13,14,Ben McEvoy,RUC,11,0,4,4,3,15.5,27.3,71,2013,Round 11
14,15,Charlie Dixon,KEYF,7,4,2,6,1,18.9,14.3,37,2013,Round 11
15,15,Jack Fitzpatrick,RUC,7,1,0,1,1,46.7,14.3,15,2013,Round 11
16,17,Quinten Lynch,KEYF,6,0,0,0,3,31.6,50,19,2013,Round 11
17,17,Shaun McKernan,KEYF,6,0,0,0,2,31.6,33.3,19,2013,Round 11
18,17,Rhys Stanley,KEYD,6,0,0,0,0,22.2,0,27,2013,Round 11
19,17,Nathan Vardy,RUC,6,0,2,2,1,17.1,16.7,35,2013,Round 11
20,21,Levi Casboult,KEYF,5,0,0,0,4,33.3,80,15,2013,Round 11
21,22,Beau Maister,KEYF,3,0,1,1,0,0,0,0,2013,Round 11
22,23,Patrick Dangerfield,MID,2,3,1,4,1,0,50,0,2013,Round 11
23,23,Jeremy Howe,FWD,2,0,1,1,0,0,0,0,2013,Round 11
24,23,James Podsiadly,KEYF,2,0,0,0,0,20,0,10,2013,Round 11
25,23,Nick Riewoldt,KEYF,2,0,0,0,0,0,0,0,2013,Round 11
26,23,Joel Selwood,MID,2,2,3,5,0,0,0,0,2013,Round 11
27,23,Callan Ward,MID,2,0,0,0,1,0,50,0,2013,Round 11
28,29,Jimmy Bartel,DEF,1,1,1,2,1,0,100,0,2013,Round 11
29,29,Stephen Coniglio,MID,1,3,2,5,0,0,0,0,2013,Round 11
30,29,Joe Daniher,KEYF,1,0,0,0,0,16.7,0,6,2013,Round 11
31,29,Sean Dempster,DEF,1,0,0,0,0,0,0,0,2013,Round 11
32,29,Dyson Heppell,MID,1,1,2,3,0,0,0,0,2013,Round 11
33,29,Michael Hibberd,DEF,1,0,0,0,0,0,0,0,2013,Round 11
34,29,Rhys Palmer,FWD,1,0,0,0,0,0,0,0,2013,Round 11
35,29,Drew Petrie,KEYF,1,0,2,2,0,12.5,0,8,2013,Round 11
36,29,Jason Porplyzia,FWD,1,0,2,2,0,0,0,0,2013,Round 11
37,29,Devon Smith,FWD,1,2,2,4,0,0,0,0,2013,Round 11
38,29,Timmy Sumner,FWD,1,0,0,0,0,0,0,0,2013,Round 11
39,29,Colin Sylvia,FWD,1,2,1,3,1,0,100,0,2013,Round 11
40,29,Adam Tomlinson,KEYF,1,0,0,0,0,5,0,20,2013,Round 11
41,29,Adam Treloar,MID,1,1,3,4,0,0,0,0,2013,Round 11
42,29,Jack Trengove,MID,1,1,0,1,0,0,0,0,2013,Round 11
43,29,Daniel Wells,MID,1,2,2,4,1,0,100,0,2013,Round 11
44,45,Gary Ablett,MID,0,2,5,7,0,0,0,0,2013,Round 11
45,45,Taylor Adams,MID,0,4,4,8,0,0,0,0,2013,Round 11
46,45,Leigh Adams,FWD,0,0,2,2,0,0,0,0,2013,Round 11
47,45,Dennis Armfield,FWD,0,0,1,1,0,0,0,0,2013,Round 11
48,45,David Armitage,MID,0,0,1,1,0,0,0,0,2013,Round 11
49,45,Shaun Atley,DEF,0,0,0,0,0,0,0,0,2013,Round 11
50,45,Mark Baguley,DEF,0,0,0,0,0,0,0,0,2013,Round 11
51,45,Luke Ball,MID,0,4,4,8,0,0,0,0,2013,Round 11
52,45,Ryan Bastinac,MID,0,0,2,2,0,0,0,0,2013,Round 11
53,45,Eddie Betts,FWD,0,1,1,2,0,0,0,0,2013,Round 11
54,45,Craig Bird,FWD,0,2,1,3,0,0,0,0,2013,Round 11
55,45,Aaron Black,KEYF,0,0,1,1,0,0,0,0,2013,Round 11
56,45,Jarryd Blair,FWD,0,1,1,2,0,0,0,0,2013,Round 11
57,45,Sam Blease,FWD,0,0,1,1,0,0,0,0,2013,Round 11
58,45,Jude Bolton,FWD,0,0,1,1,0,0,0,0,2013,Round 11
59,45,Jacob Brennan,DEF,0,0,0,0,0,0,0,0,2013,Round 11
60,45,Dean Brogan,RUC,0,0,0,0,0,0,0,0,2013,Round 11
61,45,Mitch Brown,KEYD,0,0,0,0,0,0,0,0,2013,Round 11
62,45,Nathan Brown,KEYD,0,0,0,0,0,0,0,0,2013,Round 11
63,45,Mitchell Brown,KEYD,0,0,0,0,0,0,0,0,2013,Round 11
64,45,Campbell Brown,FWD,0,0,3,3,0,0,0,0,2013,Round 11
65,45,Josh Bruce,DEF,0,0,1,1,0,0,0,0,2013,Round 11
66,45,Sam Butler,DEF,0,0,0,0,0,0,0,0,2013,Round 11
67,45,Jaryd Cachia,MID,0,3,1,4,0,0,0,0,2013,Round 11
68,45,Ian Callinan,FWD,0,0,1,1,0,0,0,0,2013,Round 11
69,45,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,1,2013,Round 11
70,45,Jake Carlisle,KEYD,0,0,0,0,0,0,0,0,2013,Round 11
71,45,Allen Christensen,FWD,0,3,3,6,0,0,0,0,2013,Round 11
72,45,Travis Cloke,KEYF,0,0,0,0,0,0,0,0,2013,Round 11
73,45,Joel Corey,MID,0,2,5,7,0,0,0,2,2013,Round 11
74,45,Aidan Corr,KEYD,0,1,0,1,0,0,0,0,2013,Round 11
