,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Shane Mumford,RUC,35,1,2,3,7,44.3,20,79,2012,Round 1
1,2,Paddy Ryder,RUC,33,1,1,2,10,64.7,30.3,51,2012,Round 1
2,3,Aaron Sandilands,RUC,32,2,6,8,5,44.4,15.6,72,2012,Round 1
3,4,Sam Jacobs,RUC,28,0,1,1,8,47.5,28.6,59,2012,Round 1
4,4,Darren Jolly,RUC,28,1,1,2,9,37.8,32.1,74,2012,Round 1
5,6,Mark Jamar,RUC,27,0,1,1,8,39.1,29.6,69,2012,Round 1
6,7,Jonathan Giles,RUC,26,2,0,2,5,39.4,19.2,66,2012,Round 1
7,8,Ivan Maric,RUC,25,2,3,5,6,44.6,24,56,2012,Round 1
8,8,Ben McEvoy,RUC,25,0,0,0,6,35.7,24,70,2012,Round 1
9,10,Nic Naitanui,RUC,23,0,2,2,9,50,39.1,46,2012,Round 1
10,11,Dean Cox,RUC,22,0,1,1,6,45.8,27.3,48,2012,Round 1
11,11,Matthew Leuenberger,RUC,22,1,1,2,6,55,27.3,40,2012,Round 1
12,13,Broc McCauley,RUC,21,2,2,4,5,42.9,23.8,49,2012,Round 1
13,13,Jarrad Redden,RUC,21,1,3,4,2,45.7,9.5,46,2012,Round 1
14,15,Ben Hudson,RUC,19,2,3,5,6,34.5,31.6,55,2012,Round 1
15,16,Todd Goldstein,RUC,18,2,0,2,5,38.3,27.8,47,2012,Round 1
16,16,David Hale,RUC,18,0,0,0,7,52.9,38.9,34,2012,Round 1
17,18,Will Minson,RUC,16,0,1,1,5,32.7,31.3,49,2012,Round 1
18,19,Matthew Kreuzer,RUC,15,2,2,4,5,34.1,33.3,44,2012,Round 1
19,19,Zac Smith,RUC,15,1,3,4,4,31.3,26.7,48,2012,Round 1
20,21,Daniel Stewart,KEYF,14,0,0,0,5,29.2,35.7,48,2012,Round 1
21,21,Trent West,RUC,14,0,1,1,2,26.4,14.3,53,2012,Round 1
22,23,Kurt Tippett,KEYF,13,0,1,1,4,68.4,30.8,19,2012,Round 1
23,24,Stefan Martin,RUC,11,1,0,1,2,42.3,18.2,26,2012,Round 1
24,24,Jordan Roughead,KEYD,11,0,3,3,1,25,9.1,44,2012,Round 1
25,24,Rhys Stanley,KEYF,11,0,1,1,2,34.4,18.2,32,2012,Round 1
26,27,Shaun Hampson,KEYF,10,0,0,0,0,29.4,0,34,2012,Round 1
27,27,David Hille,KEYF,10,1,0,1,3,33.3,30,30,2012,Round 1
28,27,Hamish McIntosh,RUC,10,3,0,3,2,31.3,20,32,2012,Round 1
29,27,Orren Stephenson,RUC,10,0,0,0,0,32.3,0,31,2012,Round 1
30,31,Ty Vickery,KEYF,9,0,0,0,2,50,22.2,18,2012,Round 1
31,32,Israel Folau,KEYF,7,0,2,2,0,28,0,25,2012,Round 1
32,33,Zac Clarke,RUC,6,0,0,0,2,40,33.3,15,2012,Round 1
33,33,Lewis Roberts-Thomson,KEYF,6,0,1,1,1,42.9,16.7,14,2012,Round 1
34,35,Kepler Bradley,KEYF,4,0,1,1,0,50,0,8,2012,Round 1
35,35,Tom Hickey,RUC,4,0,0,0,0,16,0,25,2012,Round 1
36,37,Jimmy Bartel,MID,3,1,2,3,1,0,33.3,0,2012,Round 1
37,37,Daniel Cross,MID,3,1,3,4,2,0,66.7,0,2012,Round 1
38,37,Chris Dawes,KEYF,3,0,0,0,1,37.5,33.3,8,2012,Round 1
39,37,Callan Ward,MID,3,1,5,6,1,0,33.3,0,2012,Round 1
40,37,Justin Westhoff,KEYF,3,0,0,0,1,37.5,33.3,8,2012,Round 1
41,42,Tom Hawkins,KEYF,2,0,0,0,1,40,50,5,2012,Round 1
42,42,Justin Koschitzke,KEYF,2,0,0,0,0,100,0,2,2012,Round 1
43,42,Jordan Lewis,FWD,2,1,1,2,0,0,0,0,2012,Round 1
44,42,Joel Selwood,MID,2,3,5,8,0,0,0,0,2012,Round 1
45,46,Jude Bolton,FWD,1,1,4,5,0,0,0,0,2012,Round 1
46,46,Matthew Boyd,MID,1,2,8,10,0,0,0,0,2012,Round 1
47,46,Jared Brennan,DEF,1,0,0,0,1,0,100,0,2012,Round 1
48,46,Alipate Carlile,KEYD,1,0,0,0,0,0,0,0,2012,Round 1
49,46,Joel Corey,MID,1,2,2,4,0,20,0,5,2012,Round 1
50,46,Trent Cotchin,MID,1,3,4,7,0,0,0,0,2012,Round 1
