,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Aaron Sandilands,RUC,48,1,1,2,20,71.6,41.7,67,2016,Round 2
1,2,Nic Naitanui,RUC,42,2,2,4,10,63.6,23.8,66,2016,Round 2
2,3,Sam Jacobs,RUC,41,0,2,2,8,44.1,19.5,93,2016,Round 2
3,4,Matthew Lobbe,RUC,38,2,1,3,7,40.9,18.4,93,2016,Round 2
4,5,Shane Mumford,RUC,33,2,1,3,11,46.5,33.3,71,2016,Round 2
5,6,Max Gawn,RUC,31,0,1,1,14,51.7,45.2,60,2016,Round 2
6,7,Todd Goldstein,RUC,29,3,0,3,8,48.3,27.6,60,2016,Round 2
7,8,Shaun Hampson,RUC,28,2,1,3,9,49.1,32.1,57,2016,Round 2
8,8,Stefan Martin,RUC,28,2,0,2,8,42.4,28.6,66,2016,Round 2
9,10,Jordan Roughead,RUC,26,1,1,2,8,52,30.8,50,2016,Round 2
10,11,Matthew Kreuzer,RUC,25,1,2,3,5,51,20,49,2016,Round 2
11,12,Tom Hickey,RUC,22,0,2,2,7,41.5,31.8,53,2016,Round 2
12,13,Kurt Tippett,RUC,21,2,1,3,3,37.5,14.3,56,2016,Round 2
13,14,Andrew Phillips,RUC,18,0,0,0,5,51.4,27.8,35,2016,Round 2
14,15,Brodie Grundy,RUC,16,2,1,3,3,29.1,18.8,55,2016,Round 2
15,15,Matthew Leuenberger,RUC,16,2,1,3,5,29.1,31.3,55,2016,Round 2
16,15,Scott Lycett,RUC,16,1,1,2,5,45.7,31.3,35,2016,Round 2
17,15,Tom Nicholls,RUC,16,1,0,1,3,22.9,18.8,70,2016,Round 2
18,19,Jonathon Ceglar,RUC,15,1,1,2,3,41.7,20,36,2016,Round 2
19,19,Ben McEvoy,RUC,15,2,1,3,4,22.7,26.7,66,2016,Round 2
20,21,Rhys Stanley,RUC,12,0,0,0,3,30.8,25,39,2016,Round 2
21,22,Zac Smith,RUC,9,0,3,3,2,21.4,22.2,42,2016,Round 2
22,23,Ben Griffiths,KEYF,7,0,3,3,2,38.9,28.6,18,2016,Round 2
23,23,Alex Pearce,KEYD,7,0,1,1,1,41.2,14.3,17,2016,Round 2
24,23,Cameron Pedersen,KEYF,7,0,1,1,2,50,28.6,14,2016,Round 2
25,26,Ben Brown,KEYF,6,0,0,0,3,46.2,50,13,2016,Round 2
26,26,Corey Gault,KEYF,6,0,1,1,0,25,0,24,2016,Round 2
27,26,Callum Sinclair,RUC,6,1,2,3,2,21.4,33.3,28,2016,Round 2
28,29,Mark Blicavs,MID,5,0,3,3,1,100,20,2,2016,Round 2
29,29,Josh Jenkins,KEYF,5,0,1,1,1,29.4,20,17,2016,Round 2
30,31,Tom Boyd,KEYF,4,0,0,0,1,20,25,20,2016,Round 2
31,31,Sam Day,KEYF,4,0,0,0,1,36.4,25,11,2016,Round 2
32,31,Sam Gilbert,KEYD,4,1,0,1,1,100,25,4,2016,Round 2
33,31,Dougal Howard,KEYF,4,0,0,0,1,28.6,25,14,2016,Round 2
34,31,Jordan Lewis,MID,4,0,2,2,2,0,50,0,2016,Round 2
35,31,Ollie Wines,MID,4,2,4,6,3,0,75,0,2016,Round 2
36,37,Brendon Ah Chee,FWD,3,2,2,4,1,100,33.3,2,2016,Round 2
37,37,Patrick Ambrose,KEYD,3,1,0,1,2,15.8,66.7,19,2016,Round 2
38,37,Brad Ebert,MID,3,2,0,2,2,0,66.7,0,2016,Round 2
39,37,Rory Lobb,KEYF,3,0,0,0,2,25,66.7,12,2016,Round 2
40,41,Trent Cotchin,MID,2,4,4,8,1,0,50,0,2016,Round 2
41,41,Patrick Cripps,MID,2,6,2,8,2,0,100,0,2016,Round 2
42,41,Nat Fyfe,MID,2,6,5,11,2,0,100,0,2016,Round 2
43,41,Brendon Goddard,MID,2,0,3,3,0,0,0,0,2016,Round 2
44,41,Shaun Grigg,MID,2,2,1,3,1,0,50,0,2016,Round 2
