,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Max Gawn,RUC,30,3,3,6,13,62.5,43.3,48,2021,Grand Final
1,2,Stefan Martin,RUC,18,1,1,2,8,27.3,44.4,66,2021,Grand Final
2,3,Luke Jackson,RUC,16,1,0,1,6,43.2,37.5,37,2021,Grand Final
3,4,Tim English,RUC,12,0,0,0,2,46.2,16.7,26,2021,Grand Final
4,5,Ben Brown,KEYF,1,0,0,0,0,20,0,5,2021,Grand Final
5,6,Marcus Bontempelli,MID,0,2,3,5,0,0,0,0,2021,Grand Final
6,6,Jake Bowey,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
7,6,Angus Brayshaw,MID,0,0,3,3,0,0,0,0,2021,Grand Final
8,6,Zaine Cordy,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
9,6,Bailey Dale,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
10,6,Caleb Daniel,DEF,0,0,2,2,0,0,0,0,2021,Grand Final
11,6,Josh Dunkley,FWD,0,1,4,5,0,0,0,0,2021,Grand Final
12,6,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
13,6,Bayley Fritsch,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
14,6,Mitch Hannan,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
15,6,James Harmes,MID,0,0,1,1,0,0,0,0,2021,Grand Final
16,6,Michael Hibberd,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
17,6,Lachie Hunter,MID,0,0,2,2,0,0,0,0,2021,Grand Final
18,6,Jason Johannisen,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
19,6,James Jordon,MID,0,0,0,0,0,0,0,0,2021,Grand Final
20,6,Alex Keath,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
21,6,Ed Langdon,MID,0,1,1,2,0,0,0,0,2021,Grand Final
22,6,Jake Lever,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
23,6,Tom Liberatore,MID,0,4,3,7,0,0,0,0,2021,Grand Final
24,6,Jack Macrae,MID,0,1,3,4,0,0,0,0,2021,Grand Final
25,6,Steven May,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
26,6,Tom McDonald,KEYF,0,0,0,0,0,0,0,2,2021,Grand Final
27,6,Aaron Naughton,KEYF,0,0,0,0,0,0,0,0,2021,Grand Final
28,6,Alex Neal-Bullen,FWD,0,0,1,1,0,0,0,0,2021,Grand Final
29,6,Clayton Oliver,MID,0,5,0,5,0,0,0,0,2021,Grand Final
30,6,Christian Petracca,MID,0,3,6,9,0,0,0,0,2021,Grand Final
31,6,Harrison Petty,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
32,6,Kysaiah Pickett,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
33,6,Trent Rivers,DEF,0,0,2,2,0,0,0,0,2021,Grand Final
34,6,Christian Salem,DEF,0,0,1,1,0,0,0,0,2021,Grand Final
35,6,Josh Schache,KEYD,0,0,0,0,0,0,0,0,2021,Grand Final
36,6,Roarke Smith,MID,0,0,2,2,0,0,0,0,2021,Grand Final
37,6,Bailey Smith,MID,0,0,1,1,0,0,0,0,2021,Grand Final
38,6,Charlie Spargo,FWD,0,0,1,1,0,0,0,0,2021,Grand Final
39,6,Tom Sparrow,FWD,0,0,1,1,0,0,0,0,2021,Grand Final
40,6,Adam Treloar,FWD,0,2,0,2,0,0,0,0,2021,Grand Final
41,6,Laitham Vandermeer,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
42,6,Jack Viney,MID,0,6,6,12,0,0,0,0,2021,Grand Final
43,6,Cody Weightman,FWD,0,0,0,0,0,0,0,0,2021,Grand Final
44,6,Bailey Williams,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
45,6,Easton Wood,DEF,0,0,0,0,0,0,0,0,2021,Grand Final
