,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Bailey J. Williams,RUC,37,0,2,2,7,45.1,18.9,82,2023,Round 15
1,2,Tom Hickey,RUC,35,4,3,7,6,43.8,17.1,80,2023,Round 15
2,3,Oscar McInerney,RUC,34,2,4,6,11,51.5,32.4,66,2023,Round 15
3,4,Rowan Marshall,RUC,30,1,2,3,5,38.5,16.7,78,2023,Round 15
4,5,Darcy Cameron,RUC,29,2,4,6,9,43.9,31,66,2023,Round 15
5,5,Reilly O'Brien,RUC,29,1,1,2,9,38.2,31,76,2023,Round 15
6,7,Rhys Stanley,RUC,26,1,1,2,3,30.6,11.5,85,2023,Round 15
7,7,Jarrod Witts,RUC,26,2,3,5,4,50,15.4,52,2023,Round 15
8,9,Sean Darcy,RUC,24,0,0,0,6,42.1,25,57,2023,Round 15
9,10,Max Gawn,RUC,23,3,2,5,8,47.9,34.8,48,2023,Round 15
10,11,Andrew Phillips,RUC,21,0,1,1,11,47.7,52.4,44,2023,Round 15
11,12,Brodie Grundy,RUC,19,0,2,2,5,45.2,26.3,42,2023,Round 15
12,13,Hayden McLean,RUC,17,0,0,0,4,58.6,23.5,29,2023,Round 15
13,14,Ned Reeves,RUC,15,0,3,3,3,31.3,20,48,2023,Round 15
14,15,Nick Bryan,RUC,12,0,1,1,5,54.5,41.7,22,2023,Round 15
15,16,Mason Cox,RUC,11,1,1,2,3,34.4,27.3,32,2023,Round 15
16,16,Lloyd Meek,RUC,11,0,0,0,1,47.8,9.1,23,2023,Round 15
17,18,Levi Casboult,KEYF,10,1,1,2,5,43.5,50,23,2023,Round 15
18,19,Luke Jackson,RUC,6,0,1,1,3,37.5,50,16,2023,Round 15
19,19,Peter Wright,KEYF,6,0,0,0,1,50,16.7,12,2023,Round 15
20,21,Riley Thilthorpe,KEYF,5,0,0,0,1,45.5,20,11,2023,Round 15
21,21,Jacob van Rooyen,KEYF,5,0,0,0,1,33.3,20,15,2023,Round 15
22,23,Mitch Owens,KEYF,4,1,1,2,1,33.3,25,12,2023,Round 15
23,24,Mark Blicavs,RUC,3,4,1,5,1,25,33.3,12,2023,Round 15
24,24,Jack Darling,KEYF,3,1,1,2,0,15,0,20,2023,Round 15
25,26,Joe Daniher,KEYF,2,0,1,1,0,9.5,0,21,2023,Round 15
26,26,Darcy Fort,RUC,2,0,0,0,0,33.3,0,6,2023,Round 15
27,26,Tom Hawkins,KEYF,2,0,0,0,0,22.2,0,9,2023,Round 15
28,29,Joel Amartey,KEYF,1,0,0,0,0,33.3,0,3,2023,Round 15
29,29,Josh Treacy,KEYF,1,0,0,0,1,25,100,4,2023,Round 15
30,29,Taylor Walker,KEYF,1,0,0,0,0,10,0,10,2023,Round 15
31,29,Jack Williams,KEYF,1,0,0,0,1,16.7,100,6,2023,Round 15
32,33,Taylor Adams,FWD,0,1,2,3,0,0,0,0,2023,Round 15
33,33,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2023,Round 15
34,33,Oscar Allen,KEYF,0,0,1,1,0,0,0,5,2023,Round 15
35,33,Jye Amiss,KEYF,0,0,0,0,0,0,0,0,2023,Round 15
36,33,Karl Amon,MID,0,0,1,1,0,0,0,0,2023,Round 15
37,33,Noah Anderson,MID,0,1,5,6,0,0,0,0,2023,Round 15
38,33,Mac Andrew,KEYD,0,0,0,0,0,0,0,0,2023,Round 15
39,33,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2023,Round 15
40,33,Will Ashcroft,MID,0,0,0,0,0,0,0,0,2023,Round 15
41,33,Tom Atkins,MID,0,1,3,4,0,0,0,0,2023,Round 15
42,33,Rory Atkins,DEF,0,0,1,1,0,0,0,0,2023,Round 15
