,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Brodie Grundy,RUC,35,2,2,4,12,61.4,34.3,57,2020,Round 1
1,2,Tom Bellchambers,RUC,29,0,2,2,11,52.7,37.9,55,2020,Round 1
2,3,Jonathon Ceglar,RUC,28,1,1,2,10,53.8,35.7,52,2020,Round 1
3,3,Sam Jacobs,RUC,28,0,5,5,13,52.8,46.4,53,2020,Round 1
4,3,Sam Naismith,RUC,28,2,3,5,10,48.3,35.7,58,2020,Round 1
5,6,Todd Goldstein,RUC,27,1,6,7,15,37,55.6,73,2020,Round 1
6,7,Ivan Soldo,RUC,25,1,4,5,6,59.5,24,42,2020,Round 1
7,8,Darcy Fort,RUC,24,2,1,3,10,45.3,41.7,53,2020,Round 1
8,8,Jarrod Witts,RUC,24,1,1,2,8,47.1,33.3,51,2020,Round 1
9,10,Nic Naitanui,RUC,23,5,1,6,4,60.5,17.4,38,2020,Round 1
10,11,Scott Lycett,RUC,22,0,2,2,11,48.9,50,45,2020,Round 1
11,11,Reilly O'Brien,RUC,22,0,0,0,8,39.3,36.4,56,2020,Round 1
12,13,Sean Darcy,RUC,21,2,0,2,4,61.8,19,34,2020,Round 1
13,14,Max Gawn,RUC,18,1,3,4,6,40.9,33.3,44,2020,Round 1
14,15,Levi Casboult,KEYF,16,0,2,2,5,29.6,31.3,54,2020,Round 1
15,15,Toby Nankervis,RUC,16,1,0,1,3,50,18.8,32,2020,Round 1
16,17,Rowan Marshall,RUC,13,0,1,1,2,29.5,15.4,44,2020,Round 1
17,17,Paddy Ryder,RUC,13,0,0,0,5,50,38.5,26,2020,Round 1
18,19,Tim English,RUC,12,0,1,1,1,24,8.3,50,2020,Round 1
19,19,Stefan Martin,RUC,12,1,4,5,1,36.4,8.3,33,2020,Round 1
20,21,Billy Frampton,KEYF,11,0,1,1,2,64.7,18.2,17,2020,Round 1
21,22,Sam Day,KEYF,10,0,0,0,3,50,30,20,2020,Round 1
22,22,Oscar McInerney,RUC,10,0,0,0,3,29.4,30,34,2020,Round 1
23,24,Rory Lobb,RUC,9,0,1,1,4,31,44.4,29,2020,Round 1
24,25,Mason Cox,KEYF,8,0,0,0,2,80,25,10,2020,Round 1
25,25,Tom Hickey,RUC,8,1,1,2,4,50,50,16,2020,Round 1
26,27,Matthew Kreuzer,RUC,7,0,0,0,4,46.7,57.1,15,2020,Round 1
27,27,Justin Westhoff,KEYF,7,0,2,2,1,31.8,14.3,22,2020,Round 1
28,29,Aliir Aliir,KEYD,4,2,0,2,2,40,50,10,2020,Round 1
29,29,Jeremy Finlayson,KEYF,4,1,1,2,1,22.2,25,18,2020,Round 1
30,31,Ben McEvoy,RUC,3,0,0,0,2,60,66.7,5,2020,Round 1
31,31,Mitch McGovern,KEYF,3,0,0,0,0,42.9,0,7,2020,Round 1
32,31,Esava Ratugolea,KEYF,3,1,0,1,1,42.9,33.3,7,2020,Round 1
33,34,Josh Bruce,KEYF,2,1,1,2,0,33.3,0,6,2020,Round 1
34,34,Todd Marshall,KEYF,2,0,0,0,0,50,0,4,2020,Round 1
35,34,Tom McCartin,KEYF,2,0,1,1,1,20,50,10,2020,Round 1
36,37,Ben Cunnington,MID,1,4,2,6,1,0,100,0,2020,Round 1
37,37,Tom Hawkins,KEYF,1,0,1,1,0,12.5,0,8,2020,Round 1
