,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Jarrod Witts,RUC,55,3,1,4,20,53.9,36.4,102,2022,Round 10
1,2,Oscar McInerney,RUC,45,3,2,5,10,69.2,22.2,65,2022,Round 10
2,3,Sean Darcy,RUC,44,2,8,10,10,53,22.7,83,2022,Round 10
3,4,Matt Flynn,RUC,41,0,2,2,14,60.3,34.1,68,2022,Round 10
4,5,Bailey J. Williams,RUC,36,1,1,2,7,75,19.4,48,2022,Round 10
5,6,Sam Hayes,RUC,35,1,4,5,7,48.6,20,72,2022,Round 10
6,7,Todd Goldstein,RUC,33,0,1,1,7,55.9,21.2,59,2022,Round 10
7,8,Mark Blicavs,RUC,31,2,7,9,10,41.3,32.3,75,2022,Round 10
8,9,Jordon Sweet,RUC,27,1,2,3,10,33.3,37,81,2022,Round 10
9,10,Max Gawn,RUC,24,3,5,8,10,41.4,41.7,58,2022,Round 10
10,10,Paddy Ryder,RUC,24,1,2,3,5,54.5,20.8,44,2022,Round 10
11,12,Tom De Koning,RUC,23,0,2,2,8,45.1,34.8,51,2022,Round 10
12,12,Darcy Fort,RUC,23,1,0,1,8,67.6,34.8,34,2022,Round 10
13,14,Darcy Cameron,RUC,22,0,2,2,10,35.5,45.5,62,2022,Round 10
14,15,Max Lynch,RUC,21,1,1,2,9,26.9,42.9,78,2022,Round 10
15,15,Rowan Marshall,RUC,21,2,0,2,2,55.3,9.5,38,2022,Round 10
16,17,Toby Nankervis,RUC,20,2,1,3,8,46.5,40,43,2022,Round 10
17,18,Kieran Strachan,RUC,19,1,1,2,5,30.6,26.3,62,2022,Round 10
18,19,Ivan Soldo,RUC,16,1,1,2,6,59.3,37.5,27,2022,Round 10
19,20,Rory Lobb,KEYF,15,0,0,0,5,57.7,33.3,26,2022,Round 10
20,20,Tristan Xerri,RUC,15,0,0,0,10,33.3,66.7,45,2022,Round 10
21,22,Sam Draper,RUC,14,1,1,2,7,35.9,50,39,2022,Round 10
22,22,Tom Hickey,RUC,14,1,1,2,5,31.8,35.7,44,2022,Round 10
23,24,Callum Jamieson,RUC,12,4,0,4,1,24,8.3,50,2022,Round 10
24,25,Peter Ladhams,RUC,10,0,1,1,2,27,20,37,2022,Round 10
25,26,Mason Cox,RUC,9,0,0,0,1,33.3,11.1,27,2022,Round 10
26,27,Luke Jackson,RUC,7,3,2,5,2,18.9,28.6,37,2022,Round 10
27,28,Nick Bryan,RUC,6,0,3,3,3,18.2,50,33,2022,Round 10
28,28,Zaine Cordy,KEYD,6,0,2,2,2,23.1,33.3,26,2022,Round 10
29,28,Jacob Koschitzke,KEYF,6,0,1,1,2,21.4,33.3,28,2022,Round 10
30,31,Jack Silvagni,KEYF,5,0,1,1,1,33.3,20,15,2022,Round 10
31,32,Patrick Cripps,MID,3,3,1,4,0,27.3,0,11,2022,Round 10
32,32,Tom Fullarton,KEYF,3,0,1,1,1,37.5,33.3,8,2022,Round 10
33,32,Sam Powell-Pepper,FWD,3,0,2,2,1,30,33.3,10,2022,Round 10
34,32,Riley Thilthorpe,KEYF,3,0,0,0,0,23.1,0,13,2022,Round 10
35,36,Tyler Brown,FWD,2,0,2,2,0,18.2,0,11,2022,Round 10
36,36,Mabior Chol,KEYF,2,1,0,1,1,20,50,10,2022,Round 10
37,36,Sam De Koning,KEYD,2,0,0,0,0,100,0,2,2022,Round 10
38,36,Jeremy Finlayson,RUC,2,0,1,1,2,16.7,100,12,2022,Round 10
39,36,Tom Hawkins,KEYF,2,0,1,1,1,14.3,50,14,2022,Round 10
40,36,Tom McDonald,KEYF,2,0,0,0,1,28.6,50,7,2022,Round 10
41,42,Levi Casboult,KEYF,1,0,1,1,0,33.3,0,3,2022,Round 10
42,42,Buku Khamis,KEYF,1,0,0,0,0,50,0,2,2022,Round 10
43,42,Zach Sproule,KEYF,1,1,1,2,0,3.2,0,31,2022,Round 10
44,42,Tom Stewart,DEF,1,0,0,0,1,50,100,2,2022,Round 10
45,46,Jake Aarts,FWD,0,0,0,0,0,0,0,1,2022,Round 10
46,46,Blake Acres,MID,0,0,4,4,0,0,0,0,2022,Round 10
47,46,Taylor Adams,MID,0,0,5,5,0,0,0,0,2022,Round 10
48,46,Callum Ah Chee,MID,0,1,1,2,0,0,0,0,2022,Round 10
49,46,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2022,Round 10
50,46,James Aish,MID,0,0,0,0,0,0,0,0,2022,Round 10
51,46,Aliir Aliir,KEYD,0,0,0,0,0,0,0,0,2022,Round 10
52,46,Karl Amon,MID,0,0,2,2,0,0,0,0,2022,Round 10
53,46,Jed Anderson,FWD,0,3,1,4,0,0,0,0,2022,Round 10
54,46,Noah Anderson,MID,0,4,2,6,0,0,0,0,2022,Round 10
55,46,Harris Andrews,KEYD,0,0,1,1,0,0,0,0,2022,Round 10
56,46,Noah Answerth,DEF,0,0,0,0,0,0,0,0,2022,Round 10
57,46,Tom Atkins,DEF,0,0,4,4,0,0,0,0,2022,Round 10
58,46,Zac Bailey,FWD,0,0,1,1,0,0,0,0,2022,Round 10
59,46,Liam Baker,DEF,0,0,3,3,0,0,0,0,2022,Round 10
60,46,Charlie Ballard,KEYD,0,0,0,0,0,0,0,0,2022,Round 10
61,46,Bailey Banfield,FWD,0,0,0,0,0,0,0,0,2022,Round 10
62,46,Tom Barrass,KEYD,0,0,0,0,0,0,0,0,2022,Round 10
63,46,Josh Battle,KEYD,0,0,0,0,0,0,0,0,2022,Round 10
64,46,Toby Bedford,FWD,0,0,1,1,0,0,0,0,2022,Round 10
65,46,James Bell,FWD,0,0,0,0,0,0,0,0,2022,Round 10
66,46,Jarrod Berry,MID,0,0,2,2,0,0,0,0,2022,Round 10
67,46,Sam Berry,MID,0,1,2,3,0,0,0,0,2022,Round 10
68,46,Jed Bews,DEF,0,0,2,2,0,0,0,0,2022,Round 10
69,46,Jack Billings,MID,0,0,0,0,0,0,0,0,2022,Round 10
70,46,Nick Blakey,DEF,0,0,0,0,0,0,0,0,2022,Round 10
71,46,Travis Boak,MID,0,3,4,7,0,0,0,0,2022,Round 10
72,46,Shai Bolton,FWD,0,0,1,1,0,0,0,0,2022,Round 10
73,46,Marcus Bontempelli,MID,0,3,4,7,0,0,0,1,2022,Round 10
74,46,Atu Bosenavulagi,DEF,0,0,0,0,0,0,0,0,2022,Round 10
75,46,Jake Bowey,DEF,0,0,2,2,0,0,0,0,2022,Round 10
76,46,Lachlan Bramble,DEF,0,0,0,0,0,0,0,0,2022,Round 10
77,46,Jarrod Brander,FWD,0,1,0,1,0,0,0,0,2022,Round 10
78,46,Angus Brayshaw,DEF,0,0,1,1,0,0,0,0,2022,Round 10
79,46,Andrew Brayshaw,MID,0,0,3,3,0,0,0,0,2022,Round 10
80,46,Luke Breust,FWD,0,1,1,2,0,0,0,0,2022,Round 10
81,46,Nathan Broad,DEF,0,0,1,1,0,0,0,0,2022,Round 10
82,46,Will Brodie,MID,0,4,7,11,0,0,0,0,2022,Round 10
83,46,Luke Brown,DEF,0,0,0,0,0,0,0,0,2022,Round 10
84,46,Ben Brown,KEYF,0,0,0,0,0,0,0,2,2022,Round 10
85,46,Tanner Bruhn,FWD,0,0,3,3,0,0,0,0,2022,Round 10
86,46,Connor Budarick,DEF,0,0,1,1,0,0,0,0,2022,Round 10
87,46,Ryan Burton,DEF,0,0,1,1,0,0,0,0,2022,Round 10
88,46,Sam Butler,FWD,0,0,1,1,0,0,0,0,2022,Round 10
89,46,Zak Butters,FWD,0,1,2,3,0,0,0,0,2022,Round 10
90,46,Darcy Byrne-Jones,DEF,0,0,0,0,0,0,0,0,2022,Round 10
