,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Reilly O'Brien,RUC,37,1,1,2,11,46.8,29.7,79,2020,Round 13
1,2,Ben McEvoy,RUC,33,1,1,2,17,62.3,51.5,53,2020,Round 13
2,3,Braydon Preuss,RUC,31,0,1,1,11,72.1,35.5,43,2020,Round 13
3,4,Nic Naitanui,RUC,29,1,6,7,8,52.7,27.6,55,2020,Round 13
4,5,Callum Sinclair,RUC,26,1,2,3,5,45.6,19.2,57,2020,Round 13
5,6,Rhys Stanley,RUC,25,1,0,1,9,46.3,36,54,2020,Round 13
6,7,Todd Goldstein,RUC,24,1,1,2,6,48,25,50,2020,Round 13
7,8,Shane Mumford,RUC,23,1,3,4,8,38.3,34.8,60,2020,Round 13
8,9,Brodie Grundy,RUC,22,0,1,1,4,45.8,18.2,48,2020,Round 13
9,9,Scott Lycett,RUC,22,1,3,4,11,37.3,50,59,2020,Round 13
10,11,Sean Darcy,RUC,21,1,3,4,10,50,47.6,42,2020,Round 13
11,11,Jarrod Witts,RUC,21,1,2,3,8,41.2,38.1,51,2020,Round 13
12,13,Oscar McInerney,RUC,20,0,2,2,4,44.4,20,45,2020,Round 13
13,14,Ivan Soldo,RUC,19,2,3,5,4,51.4,21.1,37,2020,Round 13
14,15,Paddy Ryder,RUC,18,1,1,2,5,58.1,27.8,31,2020,Round 13
15,16,Sam Draper,RUC,14,0,1,1,8,34.1,57.1,41,2020,Round 13
16,16,Marc Pittonet,RUC,14,1,0,1,4,45.2,28.6,31,2020,Round 13
17,18,Tom McDonald,KEYF,11,0,0,0,4,52.4,36.4,21,2020,Round 13
18,19,Rowan Marshall,RUC,10,0,1,1,2,43.5,20,23,2020,Round 13
19,20,Tom Bellchambers,RUC,9,0,0,0,2,42.9,22.2,21,2020,Round 13
20,21,Mabior Chol,RUC,8,0,0,0,5,57.1,62.5,14,2020,Round 13
21,21,Tom De Koning,RUC,8,1,0,1,1,27.6,12.5,29,2020,Round 13
22,23,Mark Blicavs,KEYD,7,0,2,2,1,43.8,14.3,16,2020,Round 13
23,24,Oscar Allen,KEYF,6,0,1,1,0,35.3,0,17,2020,Round 13
24,24,Tim English,RUC,6,0,1,1,2,26.1,33.3,23,2020,Round 13
25,24,Rory Lobb,RUC,6,0,0,0,0,24,0,25,2020,Round 13
26,24,Sam Reid,KEYF,6,0,0,0,3,50,50,12,2020,Round 13
27,28,Josh Bruce,KEYF,5,0,0,0,1,29.4,20,17,2020,Round 13
28,28,Sam Day,KEYF,5,0,0,0,0,45.5,0,11,2020,Round 13
29,30,Darcy Cameron,KEYF,4,0,1,1,0,44.4,0,9,2020,Round 13
30,30,Esava Ratugolea,KEYF,4,0,1,1,1,25,25,16,2020,Round 13
31,30,Justin Westhoff,KEYF,4,1,0,1,1,26.7,25,15,2020,Round 13
32,33,Harry Himmelberg,KEYF,3,0,2,2,2,21.4,66.7,14,2020,Round 13
33,33,Elliott Himmelberg,KEYF,3,0,1,1,0,23.1,0,13,2020,Round 13
34,33,Tim O'Brien,KEYF,3,0,1,1,0,23.1,0,13,2020,Round 13
35,33,Jonathon Patton,KEYF,3,0,0,0,0,25,0,12,2020,Round 13
36,37,Max King,KEYF,2,0,1,1,0,33.3,0,6,2020,Round 13
37,37,Tristan Xerri,KEYF,2,0,0,0,0,28.6,0,7,2020,Round 13
38,39,Levi Casboult,KEYF,1,0,0,0,0,50,0,2,2020,Round 13
39,39,Jack Darling,KEYF,1,0,0,0,0,50,0,2,2020,Round 13
40,39,Josh Dunkley,FWD,1,0,2,2,0,4.2,0,24,2020,Round 13
41,39,Jack Macrae,MID,1,3,2,5,0,50,0,2,2020,Round 13
42,39,Matt Taberner,KEYF,1,0,0,0,0,50,0,2,2020,Round 13
43,44,Jake Aarts,FWD,0,0,0,0,0,0,0,0,2020,Round 13
44,44,Taylor Adams,MID,0,3,2,5,0,0,0,0,2020,Round 13
45,44,Callum Ah Chee,DEF,0,1,0,1,0,0,0,0,2020,Round 13
46,44,Brendon Ah Chee,FWD,0,0,1,1,0,0,0,0,2020,Round 13
47,44,Paul Ahern,FWD,0,1,1,2,0,0,0,0,2020,Round 13
48,44,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2020,Round 13
49,44,James Aish,MID,0,0,2,2,0,0,0,0,2020,Round 13
50,44,Karl Amon,MID,0,0,1,1,0,0,0,0,2020,Round 13
51,44,Jed Anderson,MID,0,5,4,9,0,0,0,0,2020,Round 13
52,44,Noah Anderson,MID,0,0,0,0,0,0,0,0,2020,Round 13
53,44,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2020,Round 13
54,44,Noah Answerth,DEF,0,0,0,0,0,0,0,0,2020,Round 13
55,44,Flynn Appleby,FWD,0,0,0,0,0,0,0,0,2020,Round 13
56,44,Tom Atkins,FWD,0,0,2,2,0,0,0,0,2020,Round 13
57,44,Shaun Atley,DEF,0,0,0,0,0,0,0,0,2020,Round 13
58,44,Zac Bailey,FWD,0,0,0,0,0,0,0,0,2020,Round 13
59,44,Liam Baker,DEF,0,0,0,0,0,0,0,0,2020,Round 13
