,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Callum Sinclair,RUC,54,0,4,4,18,77.1,33.3,70,2021,Round 6
1,2,Brodie Grundy,RUC,40,1,3,4,16,54.1,40,74,2021,Round 6
2,3,Reilly O'Brien,RUC,39,2,2,4,14,50.6,35.9,77,2021,Round 6
3,4,Oscar McInerney,RUC,35,0,6,6,15,47.9,42.9,73,2021,Round 6
4,5,Marc Pittonet,RUC,31,2,1,3,13,41.3,41.9,75,2021,Round 6
5,6,Max Gawn,RUC,30,1,1,2,17,60,56.7,50,2021,Round 6
6,7,Scott Lycett,RUC,28,1,2,3,8,43.8,28.6,64,2021,Round 6
7,7,Stefan Martin,RUC,28,4,1,5,11,54.9,39.3,51,2021,Round 6
8,9,Sean Darcy,RUC,27,1,3,4,12,54,44.4,50,2021,Round 6
9,10,Ben McEvoy,RUC,25,3,0,3,9,39.1,36,64,2021,Round 6
10,10,Nic Naitanui,RUC,25,2,5,7,7,43.9,28,57,2021,Round 6
11,12,Rowan Marshall,RUC,23,0,2,2,7,37.7,30.4,61,2021,Round 6
12,13,Matt Flynn,RUC,22,1,0,1,6,31,27.3,71,2021,Round 6
13,13,Rhys Stanley,RUC,22,1,3,4,11,32.4,50,68,2021,Round 6
14,15,Andrew Phillips,RUC,19,3,3,6,9,32.8,47.4,58,2021,Round 6
15,16,Todd Goldstein,RUC,18,3,0,3,3,41.9,16.7,43,2021,Round 6
16,16,Sam Reid,KEYF,18,0,0,0,5,69.2,27.8,26,2021,Round 6
17,16,Nathan Vardy,RUC,18,0,0,0,5,66.7,27.8,27,2021,Round 6
18,19,Tim English,RUC,17,0,0,0,8,45.9,47.1,37,2021,Round 6
19,20,Levi Casboult,KEYF,16,0,1,1,6,55.2,37.5,29,2021,Round 6
20,21,Tom Campbell,RUC,15,0,0,0,3,60,20,25,2021,Round 6
21,21,Toby Nankervis,RUC,15,2,5,7,2,29.4,13.3,51,2021,Round 6
22,23,Luke Jackson,RUC,12,1,1,2,4,46.2,33.3,26,2021,Round 6
23,24,Caleb Graham,RUC,11,1,2,3,5,19.6,45.5,56,2021,Round 6
24,24,Peter Wright,RUC,11,0,0,0,2,44,18.2,25,2021,Round 6
25,26,Darcy Cameron,KEYF,9,0,3,3,2,37.5,22.2,24,2021,Round 6
26,27,Chris Burgess,RUC,7,1,2,3,2,17.9,28.6,39,2021,Round 6
27,27,Jake Carlisle,RUC,7,0,0,0,5,41.2,71.4,17,2021,Round 6
28,29,Charlie Dixon,KEYF,6,0,0,0,0,66.7,0,9,2021,Round 6
29,30,Joe Daniher,KEYF,5,1,1,2,2,16.1,40,31,2021,Round 6
30,31,Jeremy Finlayson,KEYF,4,0,2,2,2,22.2,50,18,2021,Round 6
31,31,Tom Hawkins,KEYF,4,0,1,1,1,66.7,25,6,2021,Round 6
32,33,Nick Blakey,DEF,3,0,0,0,0,60,0,5,2021,Round 6
33,33,Rory Lobb,KEYF,3,1,0,1,1,15,33.3,20,2021,Round 6
34,35,Noah Balta,KEYD,2,0,1,1,2,15.4,100,13,2021,Round 6
35,35,Jack Darling,KEYF,2,0,0,0,1,33.3,50,6,2021,Round 6
36,35,Jack Henry,KEYD,2,0,0,0,0,12.5,0,16,2021,Round 6
37,35,Elliott Himmelberg,KEYF,2,0,0,0,1,66.7,50,3,2021,Round 6
38,35,Max King,KEYF,2,0,0,0,0,66.7,0,3,2021,Round 6
39,35,Tom J. Lynch,KEYF,2,0,0,0,1,18.2,50,11,2021,Round 6
40,35,Daniel McStay,KEYF,2,0,0,0,0,66.7,0,3,2021,Round 6
41,35,Tim O'Brien,KEYF,2,1,1,2,0,18.2,0,11,2021,Round 6
42,35,Taylor Walker,KEYF,2,0,1,1,1,40,50,5,2021,Round 6
43,44,Josh Corbett,KEYF,1,0,0,0,1,16.7,100,6,2021,Round 6
44,44,Cale Hooker,KEYF,1,0,0,0,0,12.5,0,8,2021,Round 6
45,44,Ben King,KEYF,1,0,0,0,0,50,0,2,2021,Round 6
46,44,Mitch Lewis,KEYF,1,0,1,1,0,11.1,0,9,2021,Round 6
47,44,Todd Marshall,KEYF,1,0,0,0,1,11.1,100,9,2021,Round 6
48,44,Hayden McLean,KEYF,1,0,0,0,0,33.3,0,3,2021,Round 6
49,44,Marlion Pickett,MID,1,0,2,2,0,25,0,4,2021,Round 6
50,51,Jake Aarts,FWD,0,0,1,1,0,0,0,0,2021,Round 6
51,51,Blake Acres,MID,0,0,1,1,0,0,0,0,2021,Round 6
52,51,Marcus Adams,KEYD,0,0,1,1,0,0,0,0,2021,Round 6
53,51,Callum Ah Chee,DEF,0,0,0,0,0,0,0,0,2021,Round 6
54,51,Ben Ainsworth,FWD,0,1,0,1,0,0,0,0,2021,Round 6
55,51,Brayden Ainsworth,FWD,0,1,0,1,0,0,0,0,2021,Round 6
56,51,James Aish,DEF,0,0,0,0,0,0,0,0,2021,Round 6
57,51,Aliir Aliir,KEYD,0,0,0,0,0,0,0,0,2021,Round 6
58,51,Oscar Allen,KEYF,0,0,1,1,0,0,0,0,2021,Round 6
59,51,Karl Amon,MID,0,0,2,2,0,0,0,0,2021,Round 6
60,51,Noah Anderson,MID,0,0,6,6,0,0,0,0,2021,Round 6
61,51,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2021,Round 6
62,51,Lachie Ash,DEF,0,1,0,1,0,0,0,0,2021,Round 6
63,51,David Astbury,KEYD,0,0,1,1,0,0,0,0,2021,Round 6
64,51,Tom Atkins,DEF,0,0,1,1,0,0,0,0,2021,Round 6
65,51,Shaun Atley,DEF,0,0,0,0,0,0,0,0,2021,Round 6
