,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Dean Cox,RUC,31,1,1,2,7,59.6,22.6,52,2012,Semi Finals
1,2,Aaron Sandilands,RUC,30,0,0,0,10,49.2,33.3,61,2012,Semi Finals
2,3,Darren Jolly,RUC,24,1,2,3,5,32.9,20.8,73,2012,Semi Finals
3,4,Sam Jacobs,RUC,22,0,1,1,3,33.8,13.6,65,2012,Semi Finals
4,5,Nic Naitanui,RUC,18,1,2,3,5,45,27.8,40,2012,Semi Finals
5,6,Zac Clarke,RUC,7,0,0,0,1,50,14.3,14,2012,Semi Finals
6,7,Kurt Tippett,KEYF,5,0,3,3,1,50,20,10,2012,Semi Finals
7,8,Chris Dawes,KEYF,2,0,0,0,1,8.7,50,23,2012,Semi Finals
8,8,Quinten Lynch,KEYF,2,0,0,0,1,33.3,50,6,2012,Semi Finals
9,10,Zac Dawson,KEYD,1,0,1,1,0,0,0,0,2012,Semi Finals
10,10,Darren Glass,KEYD,1,0,0,0,1,0,100,0,2012,Semi Finals
11,10,Dane Swan,MID,1,3,3,6,1,100,100,1,2012,Semi Finals
12,13,Hayden Ballantyne,FWD,0,1,2,3,0,0,0,0,2012,Semi Finals
13,13,Michael Barlow,MID,0,0,1,1,0,0,0,0,2012,Semi Finals
14,13,Dayne Beams,MID,0,2,8,10,0,0,0,0,2012,Semi Finals
15,13,Jarryd Blair,FWD,0,0,2,2,0,0,0,0,2012,Semi Finals
16,13,Jacob Brennan,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
17,13,Nathan Brown,KEYD,0,0,0,0,0,0,0,0,2012,Semi Finals
18,13,Sam Butler,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
19,13,Ian Callinan,FWD,0,1,1,2,0,0,0,0,2012,Semi Finals
20,13,Travis Cloke,KEYF,0,0,0,0,0,0,0,0,2012,Semi Finals
21,13,Ryan Crowley,MID,0,1,0,1,0,0,0,0,2012,Semi Finals
22,13,Patrick Dangerfield,MID,0,2,2,4,0,0,0,0,2012,Semi Finals
23,13,Jack Darling,KEYF,0,0,1,1,0,0,0,0,2012,Semi Finals
24,13,Alan Didak,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
25,13,Michael Doughty,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
26,13,Richard Douglas,MID,0,0,3,3,0,0,0,0,2012,Semi Finals
27,13,Paul Duffield,DEF,0,2,0,2,0,0,0,0,2012,Semi Finals
28,13,Jamie Elliott,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
29,13,Andrew Embley,MID,0,0,2,2,0,0,0,0,2012,Semi Finals
30,13,Alex Fasolo,FWD,0,0,1,1,0,0,0,0,2012,Semi Finals
31,13,Nat Fyfe,MID,0,2,1,3,0,0,0,0,2012,Semi Finals
32,13,Andrew Gaff,MID,0,0,3,3,0,0,0,0,2012,Semi Finals
33,13,Tyson Goldsack,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
34,13,Ricky Henderson,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
35,13,Stephen Hill,MID,0,0,0,0,0,0,0,0,2012,Semi Finals
36,13,Josh Hill,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
37,13,Shannon Hurn,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
38,13,Garrick Ibbotson,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
39,13,Graham Johncock,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
40,13,Michael Johnson,KEYD,0,0,2,2,0,0,0,0,2012,Semi Finals
41,13,Ben Johnson,MID,0,1,1,2,0,0,0,0,2012,Semi Finals
42,13,Josh J. Kennedy,KEYF,0,0,1,1,0,0,0,0,2012,Semi Finals
43,13,Daniel Kerr,MID,0,1,4,5,0,0,0,0,2012,Semi Finals
44,13,Andrew Krakouer,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
45,13,Heritier Lumumba,DEF,0,1,0,1,0,0,0,0,2012,Semi Finals
46,13,David Mackay,MID,0,0,0,0,0,0,0,0,2012,Semi Finals
47,13,Eric Mackenzie,KEYD,0,0,0,0,0,0,0,0,2012,Semi Finals
48,13,Chris Masten,MID,0,1,2,3,0,0,0,0,2012,Semi Finals
49,13,Chris Mayne,FWD,0,0,1,1,0,0,0,0,2012,Semi Finals
50,13,Patrick McGinnity,MID,0,0,1,1,0,0,0,0,2012,Semi Finals
51,13,Adam McPhee,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
52,13,David Mundy,MID,0,7,3,10,0,0,0,0,2012,Semi Finals
53,13,Tendai Mzungu,MID,0,1,2,3,0,0,0,0,2012,Semi Finals
54,13,Matthew Pavlich,KEYF,0,0,0,0,0,0,0,0,2012,Semi Finals
55,13,Clancee Pearce,MID,0,0,3,3,0,0,0,0,2012,Semi Finals
56,13,Scott Pendlebury,MID,0,3,3,6,0,0,0,0,2012,Semi Finals
57,13,Jared Petrenko,FWD,0,0,0,0,0,0,0,0,2012,Semi Finals
58,13,Jason Porplyzia,FWD,0,0,1,1,0,0,0,0,2012,Semi Finals
59,13,Matthew Priddis,MID,0,2,3,5,0,0,0,0,2012,Semi Finals
60,13,Ben Reid,KEYD,0,0,0,0,0,0,0,0,2012,Semi Finals
61,13,Brent Reilly,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
62,13,Matt Rosa,MID,0,0,0,0,0,0,0,0,2012,Semi Finals
63,13,Ben Rutten,KEYD,0,0,1,1,0,0,0,0,2012,Semi Finals
64,13,Will Schofield,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
65,13,Scott Selwood,MID,0,2,0,2,0,0,0,0,2012,Semi Finals
66,13,Adam Selwood,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
67,13,Sam Shaw,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
68,13,Heath Shaw,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
69,13,Luke Shuey,MID,0,2,3,5,0,0,0,0,2012,Semi Finals
70,13,Steele Sidebottom,MID,0,0,2,2,0,0,0,0,2012,Semi Finals
71,13,Alex Silvagni,KEYD,0,0,0,0,0,0,0,0,2012,Semi Finals
72,13,Rory Sloane,MID,0,0,1,1,0,0,0,0,2012,Semi Finals
73,13,Brodie Smith,DEF,0,0,2,2,0,0,0,0,2012,Semi Finals
74,13,Lee Spurr,DEF,0,0,1,1,0,0,0,0,2012,Semi Finals
75,13,Nicholas Suban,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
76,13,Chris Tarrant,KEYF,0,0,1,1,0,0,0,0,2012,Semi Finals
77,13,Dale Thomas,FWD,0,0,5,5,0,0,0,0,2012,Semi Finals
78,13,Luke Thompson,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
79,13,Scott Thompson,MID,0,2,1,3,0,0,0,0,2012,Semi Finals
80,13,Alan Toovey,DEF,0,0,0,0,0,0,0,0,2012,Semi Finals
81,13,Nathan Van Berlo,MID,0,1,0,1,0,0,0,0,2012,Semi Finals
82,13,Bernie Vince,MID,0,0,2,2,0,0,0,0,2012,Semi Finals
83,13,Taylor Walker,KEYF,0,0,1,1,0,0,0,0,2012,Semi Finals
84,13,Michael Walters,FWD,0,1,0,1,0,0,0,0,2012,Semi Finals
85,13,Sharrod Wellingham,FWD,0,0,6,6,0,0,0,0,2012,Semi Finals
86,13,Matthew Wright,FWD,0,0,2,2,0,0,0,0,2012,Semi Finals
87,13,Matt de Boer,FWD,0,1,1,2,0,0,0,0,2012,Semi Finals
