,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Nic Naitanui,RUC,37,2,1,3,10,56.1,27,66,2015,Grand Final
1,2,Ben McEvoy,RUC,20,1,2,3,4,33.3,20,60,2015,Grand Final
2,3,Callum Sinclair,RUC,10,0,0,0,2,37,20,27,2015,Grand Final
3,4,David Hale,RUC,9,0,2,2,2,26.5,22.2,34,2015,Grand Final
4,5,Luke Hodge,MID,2,0,4,4,0,0,0,0,2015,Grand Final
5,6,Jeremy McGovern,KEYD,1,0,0,0,0,25,0,4,2015,Grand Final
6,6,Isaac Smith,MID,1,0,0,0,0,0,0,0,2015,Grand Final
7,6,Elliot Yeo,MID,1,1,0,1,0,0,0,0,2015,Grand Final
8,9,Grant Birchall,DEF,0,1,0,1,0,0,0,0,2015,Grand Final
9,9,Luke Breust,FWD,0,1,1,2,0,0,0,0,2015,Grand Final
10,9,Shaun Burgoyne,DEF,0,0,2,2,0,0,0,0,2015,Grand Final
11,9,Sam Butler,DEF,0,1,1,2,0,0,0,0,2015,Grand Final
12,9,Jamie Cripps,FWD,0,0,1,1,0,0,0,0,2015,Grand Final
13,9,Jack Darling,KEYF,0,0,0,0,0,0,0,0,2015,Grand Final
14,9,Taylor Duryea,DEF,0,0,1,1,0,0,0,0,2015,Grand Final
15,9,Xavier Ellis,DEF,0,0,1,1,0,0,0,0,2015,Grand Final
16,9,James Frawley,KEYD,0,0,0,0,0,0,0,0,2015,Grand Final
17,9,Andrew Gaff,MID,0,0,3,3,0,0,0,0,2015,Grand Final
18,9,Josh Gibson,KEYD,0,0,0,0,0,0,0,0,2015,Grand Final
19,9,Jack Gunston,KEYF,0,0,0,0,0,0,0,0,2015,Grand Final
20,9,Bradley Hill,MID,0,0,0,0,0,0,0,0,2015,Grand Final
21,9,Josh Hill,FWD,0,1,1,2,0,0,0,0,2015,Grand Final
22,9,Shannon Hurn,DEF,0,0,1,1,0,0,0,0,2015,Grand Final
23,9,Mark Hutchings,MID,0,0,3,3,0,0,0,0,2015,Grand Final
24,9,Josh J. Kennedy,KEYF,0,0,0,0,0,0,0,0,2015,Grand Final
25,9,Brian Lake,KEYD,0,0,0,0,0,0,0,0,2015,Grand Final
26,9,Mark LeCras,FWD,0,0,3,3,0,0,0,0,2015,Grand Final
27,9,Jordan Lewis,MID,0,2,3,5,0,0,0,0,2015,Grand Final
28,9,Chris Masten,MID,0,0,2,2,0,0,0,0,2015,Grand Final
29,9,Sam Mitchell,MID,0,3,3,6,0,0,0,0,2015,Grand Final
30,9,Matthew Priddis,MID,0,5,2,7,0,0,0,0,2015,Grand Final
31,9,Paul Puopolo,FWD,0,1,0,1,0,0,0,0,2015,Grand Final
32,9,Cyril Rioli,FWD,0,1,0,1,0,0,0,0,2015,Grand Final
33,9,Matt Rosa,MID,0,1,1,2,0,0,0,0,2015,Grand Final
34,9,Jarryd Roughead,KEYF,0,1,2,3,0,0,0,1,2015,Grand Final
35,9,Ryan Schoenmakers,KEYF,0,0,0,0,0,0,0,2,2015,Grand Final
36,9,Will Schofield,KEYD,0,0,0,0,0,0,0,0,2015,Grand Final
37,9,Dom Sheed,MID,0,0,2,2,0,0,0,0,2015,Grand Final
38,9,Brad Sheppard,DEF,0,0,1,1,0,0,0,0,2015,Grand Final
39,9,Liam Shiels,MID,0,2,2,4,0,0,0,0,2015,Grand Final
40,9,Luke Shuey,MID,0,2,4,6,0,0,0,0,2015,Grand Final
41,9,Ben Stratton,DEF,0,0,0,0,0,0,0,0,2015,Grand Final
42,9,Matthew Suckling,DEF,0,0,0,0,0,0,0,0,2015,Grand Final
43,9,Sharrod Wellingham,DEF,0,0,1,1,0,0,0,0,2015,Grand Final
