,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Nic Naitanui,RUC,39,3,4,7,10,79.6,25.6,49,2020,Round 5
1,2,Brodie Grundy,RUC,37,0,10,10,11,52.9,29.7,70,2020,Round 5
2,3,Max Gawn,RUC,35,1,4,5,12,64.8,34.3,54,2020,Round 5
3,4,Todd Goldstein,RUC,31,2,1,3,5,54.4,16.1,57,2020,Round 5
4,5,Jarrod Witts,RUC,30,3,1,4,8,44.1,26.7,68,2020,Round 5
5,6,Darcy Fort,RUC,25,3,0,3,12,43.1,48,58,2020,Round 5
6,7,Sean Darcy,RUC,24,0,1,1,6,63.2,25,38,2020,Round 5
7,8,Rowan Marshall,RUC,22,2,5,7,3,44.9,13.6,49,2020,Round 5
8,8,Stefan Martin,RUC,22,1,0,1,4,42.3,18.2,52,2020,Round 5
9,10,Jonathon Ceglar,RUC,21,0,3,3,3,60,14.3,35,2020,Round 5
10,10,Scott Lycett,RUC,21,0,2,2,5,35,23.8,60,2020,Round 5
11,10,Oscar McInerney,RUC,21,1,1,2,7,52.5,33.3,40,2020,Round 5
12,10,Marc Pittonet,RUC,21,2,0,2,7,43.8,33.3,48,2020,Round 5
13,14,Shane Mumford,RUC,19,0,3,3,6,32.2,31.6,59,2020,Round 5
14,15,Ben McEvoy,RUC,17,0,2,2,5,63,29.4,27,2020,Round 5
15,15,Reilly O'Brien,RUC,17,1,1,2,6,38.6,35.3,44,2020,Round 5
16,17,Tim English,RUC,15,1,1,2,5,23.4,33.3,64,2020,Round 5
17,18,Andrew Phillips,RUC,13,2,4,6,4,18.1,30.8,72,2020,Round 5
18,19,Toby Nankervis,RUC,8,2,1,3,3,28.6,37.5,28,2020,Round 5
19,20,Oscar Allen,KEYF,7,0,1,1,1,38.9,14.3,18,2020,Round 5
20,20,Rory Lobb,RUC,7,0,0,0,1,46.7,14.3,15,2020,Round 5
21,22,Aliir Aliir,KEYD,5,1,1,2,0,11.6,0,43,2020,Round 5
22,22,Charlie Dixon,KEYF,5,0,1,1,1,31.3,20,16,2020,Round 5
23,22,Hayden McLean,KEYF,5,0,0,0,0,22.7,0,22,2020,Round 5
24,25,Levi Casboult,KEYF,4,0,1,1,2,26.7,50,15,2020,Round 5
25,25,Mason Cox,KEYF,4,0,0,0,2,66.7,50,6,2020,Round 5
26,25,Sam Day,KEYF,4,0,1,1,0,33.3,0,12,2020,Round 5
27,25,Esava Ratugolea,KEYF,4,0,1,1,1,33.3,25,12,2020,Round 5
28,29,Tom Hawkins,KEYF,3,0,1,1,3,33.3,100,9,2020,Round 5
29,29,Justin Westhoff,KEYF,3,0,1,1,2,25,66.7,12,2020,Round 5
30,31,Mabior Chol,RUC,2,1,1,2,2,8,100,25,2020,Round 5
31,31,Jeremy Finlayson,KEYF,2,1,1,2,0,33.3,0,6,2020,Round 5
32,31,Tristan Xerri,KEYF,2,0,1,1,0,22.2,0,9,2020,Round 5
33,34,Josh Battle,FWD,1,0,0,0,0,14.3,0,7,2020,Round 5
34,34,Billy Frampton,KEYF,1,0,0,0,0,11.1,0,9,2020,Round 5
35,34,Mitch Lewis,KEYF,1,0,0,0,0,33.3,0,3,2020,Round 5
36,34,Todd Marshall,KEYF,1,0,0,0,0,25,0,4,2020,Round 5
37,34,Jack Riewoldt,KEYF,1,0,0,0,0,50,0,2,2020,Round 5
38,34,Adam Tomlinson,KEYD,1,0,0,0,0,25,0,4,2020,Round 5
39,40,Jake Aarts,FWD,0,0,0,0,0,0,0,0,2020,Round 5
40,40,Gary Ablett,FWD,0,0,1,1,0,0,0,0,2020,Round 5
41,40,Taylor Adams,MID,0,3,1,4,0,0,0,0,2020,Round 5
42,40,Callum Ah Chee,DEF,0,0,0,0,0,0,0,0,2020,Round 5
43,40,Brendon Ah Chee,FWD,0,0,1,1,0,0,0,0,2020,Round 5
44,40,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2020,Round 5
45,40,James Aish,MID,0,0,0,0,0,0,0,0,2020,Round 5
46,40,Karl Amon,MID,0,0,3,3,0,0,0,0,2020,Round 5
47,40,Jed Anderson,MID,0,2,4,6,0,0,0,0,2020,Round 5
48,40,Noah Anderson,MID,0,0,1,1,0,0,0,0,2020,Round 5
49,40,Harris Andrews,KEYD,0,0,1,1,0,0,0,0,2020,Round 5
50,40,Lachie Ash,DEF,0,0,1,1,0,0,0,0,2020,Round 5
51,40,Shaun Atley,DEF,0,0,0,0,0,0,0,0,2020,Round 5
52,40,Zac Bailey,FWD,0,0,1,1,0,0,0,0,2020,Round 5
53,40,Liam Baker,DEF,0,0,0,0,0,0,0,0,2020,Round 5
54,40,Charlie Ballard,KEYD,0,0,1,1,0,0,0,0,2020,Round 5
55,40,Noah Balta,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
56,40,Tom Barrass,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
57,40,Jarrod Berry,MID,0,3,1,4,0,0,0,0,2020,Round 5
58,40,Thomas Berry,FWD,0,0,0,0,0,0,0,0,2020,Round 5
59,40,Eddie Betts,FWD,0,0,0,0,0,0,0,0,2020,Round 5
60,40,Brett Bewley,MID,0,0,2,2,0,0,0,0,2020,Round 5
61,40,Jed Bews,DEF,0,0,0,0,0,0,0,0,2020,Round 5
62,40,Jack Billings,MID,0,2,2,4,0,0,0,0,2020,Round 5
63,40,Grant Birchall,DEF,0,0,0,0,0,0,0,0,2020,Round 5
64,40,Nick Blakey,FWD,0,0,0,0,0,0,0,0,2020,Round 5
65,40,Mark Blicavs,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
66,40,Travis Boak,MID,0,2,4,6,0,0,0,0,2020,Round 5
67,40,Riley Bonner,DEF,0,0,0,0,0,0,0,0,2020,Round 5
68,40,Marcus Bontempelli,MID,0,1,0,1,0,0,0,0,2020,Round 5
69,40,Jack Bowes,DEF,0,0,1,1,0,0,0,0,2020,Round 5
70,40,Angus Brayshaw,MID,0,0,0,0,0,0,0,0,2020,Round 5
71,40,Andrew Brayshaw,MID,0,0,2,2,0,0,0,0,2020,Round 5
72,40,Nathan Broad,DEF,0,0,0,0,0,0,0,0,2020,Round 5
73,40,Luke Brown,DEF,0,0,0,0,0,0,0,0,2020,Round 5
74,40,Ben Brown,KEYF,0,0,0,0,0,0,0,0,2020,Round 5
75,40,Tyler Brown,MID,0,0,1,1,0,0,0,0,2020,Round 5
76,40,Callum L. Brown,FWD,0,0,1,1,0,0,0,0,2020,Round 5
77,40,Josh Bruce,KEYF,0,0,0,0,0,0,0,0,2020,Round 5
78,40,Connor Budarick,DEF,0,0,0,0,0,0,0,0,2020,Round 5
79,40,Shaun Burgoyne,FWD,0,0,0,0,0,0,0,0,2020,Round 5
80,40,Dan Butler,FWD,0,0,0,0,0,0,0,0,2020,Round 5
81,40,Zak Butters,FWD,0,0,1,1,0,0,0,0,2020,Round 5
82,40,Darcy Byrne-Jones,DEF,0,0,3,3,0,0,0,0,2020,Round 5
83,40,Josh Caddy,MID,0,1,0,1,0,0,0,0,2020,Round 5
84,40,Charlie Cameron,FWD,0,0,1,1,0,0,0,0,2020,Round 5
85,40,Jeremy Cameron,KEYF,0,0,1,1,0,0,0,0,2020,Round 5
86,40,Jake Carlisle,KEYD,0,0,0,0,0,0,0,1,2020,Round 5
87,40,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2020,Round 5
88,40,Adam Cerra,MID,0,0,2,2,0,0,0,0,2020,Round 5
89,40,Hunter Clark,DEF,0,0,0,0,0,0,0,0,2020,Round 5
90,40,Ryan Clarke,MID,0,1,2,3,0,0,0,0,2020,Round 5
91,40,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
92,40,Nick Coffield,DEF,0,0,0,0,0,0,0,0,2020,Round 5
93,40,Tom Cole,DEF,0,0,0,0,0,0,0,0,2020,Round 5
94,40,Sam Collins,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
95,40,Travis Colyer,FWD,0,0,0,0,0,0,0,0,2020,Round 5
96,40,Reece Conca,DEF,0,0,0,0,0,0,0,0,2020,Round 5
97,40,Stephen Coniglio,MID,0,3,4,7,0,0,0,0,2020,Round 5
98,40,Zaine Cordy,KEYD,0,0,0,0,0,0,0,1,2020,Round 5
99,40,Aidan Corr,KEYD,0,0,0,0,0,0,0,0,2020,Round 5
100,40,Trent Cotchin,MID,0,2,1,3,0,0,0,0,2020,Round 5
101,40,Patrick Cripps,MID,0,2,2,4,0,0,0,0,2020,Round 5
102,40,Jamie Cripps,FWD,0,0,3,3,0,0,0,0,2020,Round 5
103,40,Jack Crisp,DEF,0,0,0,0,0,0,0,0,2020,Round 5
104,40,Ben Crocker,FWD,0,0,0,0,0,0,0,0,2020,Round 5
105,40,Matt Crouch,MID,0,0,4,4,0,0,0,0,2020,Round 5
106,40,Brad Crouch,MID,0,3,3,6,0,0,0,0,2020,Round 5
107,40,Hayden Crozier,DEF,0,0,1,1,0,0,0,0,2020,Round 5
108,40,David Cuningham,FWD,0,0,1,1,0,0,0,0,2020,Round 5
109,40,Harry Cunningham,DEF,0,0,0,0,0,0,0,0,2020,Round 5
110,40,Ben Cunnington,MID,0,0,1,1,0,0,0,0,2020,Round 5
111,40,Ed Curnow,MID,0,1,5,6,0,0,0,0,2020,Round 5
112,40,Luke Dahlhaus,FWD,0,0,0,0,0,0,0,0,2020,Round 5
113,40,Josh Daicos,MID,0,0,1,1,0,0,0,0,2020,Round 5
114,40,Bailey Dale,FWD,0,0,1,1,0,0,0,0,2020,Round 5
