,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Max Gawn,RUC,66,1,3,4,16,74.2,24.2,89,2018,Round 4
1,2,Tom Bellchambers,RUC,45,1,3,4,11,54.2,24.4,83,2018,Round 4
2,3,Brodie Grundy,RUC,40,3,9,12,12,48.2,30,83,2018,Round 4
3,3,Aaron Sandilands,RUC,40,1,3,4,15,65.6,37.5,61,2018,Round 4
4,5,Callum Sinclair,RUC,36,2,0,2,13,60,36.1,60,2018,Round 4
5,6,Sam Jacobs,RUC,33,2,2,4,7,41.8,21.2,79,2018,Round 4
6,6,Nic Naitanui,RUC,33,3,1,4,8,70.2,24.2,47,2018,Round 4
7,8,Todd Goldstein,RUC,31,1,1,2,9,41.9,29,74,2018,Round 4
8,8,Dawson Simpson,RUC,31,0,2,2,10,42.5,32.3,73,2018,Round 4
9,8,Rhys Stanley,RUC,31,2,0,2,5,46.3,16.1,67,2018,Round 4
10,11,Ben McEvoy,RUC,27,0,1,1,4,34.2,14.8,79,2018,Round 4
11,12,Tim English,RUC,24,0,1,1,5,44.4,20.8,54,2018,Round 4
12,13,Matthew Kreuzer,RUC,23,1,4,5,3,35.9,13,64,2018,Round 4
13,14,Tom Hickey,RUC,22,2,2,4,9,34.4,40.9,64,2018,Round 4
14,15,Dougal Howard,KEYD,21,0,1,1,8,38.9,38.1,54,2018,Round 4
15,16,Stefan Martin,RUC,20,3,4,7,4,47.6,20,42,2018,Round 4
16,17,Toby Nankervis,RUC,17,2,1,3,6,41.5,35.3,41,2018,Round 4
17,17,Jarrod Witts,RUC,17,3,1,4,5,26.2,29.4,65,2018,Round 4
18,19,Charlie Dixon,KEYF,13,2,1,3,4,54.2,30.8,24,2018,Round 4
19,20,Scott Lycett,RUC,12,1,0,1,3,50,25,24,2018,Round 4
20,21,Levi Casboult,KEYF,10,1,0,1,0,37,0,27,2018,Round 4
21,21,Mason Cox,KEYF,10,0,1,1,2,50,20,20,2018,Round 4
22,21,Majak Daw,KEYD,10,0,1,1,4,58.8,40,17,2018,Round 4
23,24,Matt Taberner,KEYF,8,0,1,1,1,28.6,12.5,28,2018,Round 4
24,25,Tom Hawkins,KEYF,6,0,1,1,0,75,0,8,2018,Round 4
25,25,Rowan Marshall,KEYF,6,0,1,1,0,37.5,0,16,2018,Round 4
26,25,Dean Towers,FWD,6,1,1,2,2,42.9,33.3,14,2018,Round 4
27,28,Justin Westhoff,KEYF,5,1,2,3,1,21.7,20,23,2018,Round 4
28,29,Josh Jenkins,KEYF,4,0,1,1,0,14.8,0,27,2018,Round 4
29,29,Tim O'Brien,KEYF,4,0,0,0,3,19,75,21,2018,Round 4
30,31,Josh Dunkley,FWD,3,0,2,2,0,15,0,20,2018,Round 4
31,31,James Harmes,MID,3,1,0,1,0,21.4,0,14,2018,Round 4
32,31,Jarryd Roughead,KEYF,3,0,0,0,2,42.9,66.7,7,2018,Round 4
33,31,Josh Walker,KEYD,3,0,0,0,1,23.1,33.3,13,2018,Round 4
34,35,Blake Acres,FWD,2,0,4,4,0,20,0,10,2018,Round 4
35,35,Sam Frost,KEYD,2,0,0,0,0,28.6,0,7,2018,Round 4
36,35,Eric Hipwood,KEYF,2,0,0,0,0,66.7,0,3,2018,Round 4
37,35,Esava Ratugolea,KEYF,2,1,0,1,1,12.5,50,16,2018,Round 4
38,39,Aliir Aliir,KEYD,1,0,0,0,0,100,0,1,2018,Round 4
39,39,Marcus Bontempelli,MID,1,2,5,7,0,100,0,1,2018,Round 4
40,39,Jake Carlisle,KEYD,1,0,0,0,0,100,0,1,2018,Round 4
41,39,Joe Daniher,KEYF,1,0,3,3,1,7.7,100,13,2018,Round 4
42,39,Sam Day,KEYF,1,0,0,0,1,16.7,100,6,2018,Round 4
43,39,Jonathon Patton,KEYF,1,0,0,0,0,6.7,0,15,2018,Round 4
44,39,Christian Petracca,FWD,1,2,2,4,0,100,0,1,2018,Round 4
45,46,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2018,Round 4
46,46,James Aish,MID,0,0,0,0,0,0,0,0,2018,Round 4
47,46,Karl Amon,MID,0,0,1,1,0,0,0,0,2018,Round 4
48,46,Jed Anderson,MID,0,2,2,4,0,0,0,0,2018,Round 4
49,46,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
50,46,David Astbury,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
51,46,Rory Atkins,MID,0,1,1,2,0,0,0,0,2018,Round 4
52,46,Shaun Atley,FWD,0,1,2,3,0,0,0,0,2018,Round 4
53,46,Mark Baguley,FWD,0,0,0,0,0,0,0,0,2018,Round 4
54,46,Zac Bailey,FWD,0,0,0,0,0,0,0,0,2018,Round 4
55,46,Hayden Ballantyne,FWD,0,0,1,1,0,0,0,0,2018,Round 4
56,46,Bailey Banfield,FWD,0,0,1,1,0,0,0,0,2018,Round 4
57,46,Tom Barrass,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
58,46,Dayne Beams,MID,0,2,3,5,0,0,0,0,2018,Round 4
59,46,Josh Begley,FWD,0,1,0,1,0,0,0,0,2018,Round 4
60,46,Jarrod Berry,MID,0,1,0,1,0,0,0,0,2018,Round 4
61,46,Eddie Betts,FWD,0,0,0,0,0,0,0,0,2018,Round 4
62,46,Rohan Bewick,MID,0,0,2,2,0,0,0,0,2018,Round 4
63,46,Jed Bews,DEF,0,0,0,0,0,0,0,0,2018,Round 4
64,46,Shane Biggs,DEF,0,0,0,0,0,0,0,0,2018,Round 4
65,46,Jack Billings,FWD,0,0,0,0,0,0,0,0,2018,Round 4
66,46,Connor Blakely,DEF,0,0,0,0,0,0,0,0,2018,Round 4
67,46,Mark Blicavs,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
68,46,Travis Boak,FWD,0,1,2,3,0,0,0,0,2018,Round 4
69,46,Riley Bonner,DEF,0,0,0,0,0,0,0,0,2018,Round 4
70,46,Jack Bowes,MID,0,0,0,0,0,0,0,0,2018,Round 4
71,46,Angus Brayshaw,MID,0,0,3,3,0,0,0,0,2018,Round 4
72,46,Andrew Brayshaw,MID,0,1,0,1,0,0,0,0,2018,Round 4
73,46,Luke Breust,FWD,0,0,3,3,0,0,0,0,2018,Round 4
74,46,Luke Brown,DEF,0,0,0,0,0,0,0,0,2018,Round 4
75,46,Ben Brown,KEYF,0,0,0,0,0,0,0,0,2018,Round 4
76,46,Nathan Brown,KEYD,0,0,1,1,0,0,0,0,2018,Round 4
77,46,Callum L. Brown,FWD,0,0,1,1,0,0,0,0,2018,Round 4
78,46,Tomas Bugg,FWD,0,0,2,2,0,0,0,0,2018,Round 4
79,46,Dan Butler,FWD,0,0,0,0,0,0,0,0,2018,Round 4
80,46,Darcy Byrne-Jones,DEF,0,0,1,1,0,0,0,0,2018,Round 4
81,46,Josh Caddy,FWD,0,1,2,3,0,0,0,0,2018,Round 4
82,46,Charles Cameron,FWD,0,1,0,1,0,0,0,0,2018,Round 4
83,46,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2018,Round 4
84,46,Jason Castagna,FWD,0,0,1,1,0,0,0,0,2018,Round 4
85,46,Adam Cerra,FWD,0,1,2,3,0,0,0,0,2018,Round 4
86,46,Allen Christensen,FWD,0,0,1,1,0,0,0,0,2018,Round 4
87,46,Ryan Clarke,DEF,0,0,0,0,0,0,0,0,2018,Round 4
88,46,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
89,46,Nick Coffield,DEF,0,0,0,0,0,0,0,0,2018,Round 4
90,46,Reece Conca,MID,0,0,1,1,0,0,0,0,2018,Round 4
91,46,Stephen Coniglio,MID,0,1,0,1,0,0,0,0,2018,Round 4
92,46,Aidan Corr,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
93,46,Trent Cotchin,MID,0,3,1,4,0,0,0,4,2018,Round 4
94,46,Patrick Cripps,MID,0,3,4,7,0,0,0,0,2018,Round 4
95,46,Jamie Cripps,FWD,0,2,1,3,0,0,0,0,2018,Round 4
96,46,Jack Crisp,DEF,0,0,2,2,0,0,0,0,2018,Round 4
97,46,Ben Crocker,FWD,0,0,0,0,0,0,0,0,2018,Round 4
98,46,Mitchell Crowden,FWD,0,0,0,0,0,0,0,0,2018,Round 4
99,46,Jordan Cunico,MID,0,0,2,2,0,0,0,0,2018,Round 4
100,46,David Cuningham,DEF,0,0,1,1,0,0,0,0,2018,Round 4
101,46,Harry Cunningham,MID,0,0,1,1,0,0,0,0,2018,Round 4
102,46,Ben Cunnington,MID,0,0,3,3,0,0,0,0,2018,Round 4
103,46,Charlie Curnow,KEYF,0,0,0,0,0,0,0,0,2018,Round 4
104,46,Ed Curnow,MID,0,3,2,5,0,0,0,0,2018,Round 4
105,46,Tom Cutler,MID,0,0,0,0,0,0,0,0,2018,Round 4
106,46,Luke Dahlhaus,FWD,0,1,0,1,0,0,0,0,2018,Round 4
107,46,Bailey Dale,FWD,0,1,0,1,0,0,0,0,2018,Round 4
108,46,Patrick Dangerfield,FWD,0,2,3,5,0,0,0,0,2018,Round 4
109,46,Caleb Daniel,FWD,0,1,0,1,0,0,0,0,2018,Round 4
110,46,Jack Darling,KEYF,0,0,0,0,0,0,0,0,2018,Round 4
111,46,Luke Davies-Uniacke,MID,0,1,0,1,0,0,0,0,2018,Round 4
112,46,Phil Davis,KEYD,0,0,1,1,0,0,0,0,2018,Round 4
113,46,Jordan De Goey,FWD,0,0,2,2,0,0,0,0,2018,Round 4
114,46,Brett Deledio,MID,0,0,1,1,0,0,0,0,2018,Round 4
115,46,Tory Dickson,FWD,0,0,1,1,0,0,0,0,2018,Round 4
116,46,Tom Doedee,DEF,0,0,0,0,0,0,0,0,2018,Round 4
117,46,Richard Douglas,FWD,0,0,2,2,0,0,0,0,2018,Round 4
118,46,Paddy Dow,FWD,0,1,2,3,0,0,0,0,2018,Round 4
119,46,Liam Duggan,DEF,0,1,0,1,0,0,0,0,2018,Round 4
120,46,Trent Dumont,MID,0,1,2,3,0,0,0,0,2018,Round 4
121,46,Mitch Duncan,MID,0,0,3,3,0,0,0,0,2018,Round 4
122,46,Lynden Dunn,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
123,46,Luke Dunstan,MID,0,1,0,1,0,0,0,0,2018,Round 4
124,46,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2018,Round 4
125,46,Brad Ebert,MID,0,0,1,1,0,0,0,0,2018,Round 4
126,46,Shane Edwards,FWD,0,0,0,0,0,0,0,0,2018,Round 4
127,46,Brandon Ellis,DEF,0,0,1,1,0,0,0,0,2018,Round 4
128,46,Cameron Ellis-Yolmen,MID,0,5,1,6,0,0,0,0,2018,Round 4
129,46,Orazio Fantasia,FWD,0,0,2,2,0,0,0,0,2018,Round 4
130,46,Jeremy Finlayson,DEF,0,0,0,0,0,0,0,0,2018,Round 4
131,46,Brayden Fiorini,MID,0,0,2,2,0,0,0,0,2018,Round 4
132,46,Zac Fisher,FWD,0,0,2,2,0,0,0,0,2018,Round 4
133,46,Oliver Florent,MID,0,0,1,1,0,0,0,0,2018,Round 4
134,46,Darcy Fogarty,FWD,0,0,0,0,0,0,0,0,2018,Round 4
135,46,Lachie Fogarty,FWD,0,0,0,0,0,0,0,0,2018,Round 4
136,46,Lance Franklin,KEYF,0,0,0,0,0,0,0,0,2018,Round 4
137,46,James Frawley,KEYD,0,0,0,0,0,0,0,3,2018,Round 4
138,46,Bayley Fritsch,FWD,0,0,1,1,0,0,0,0,2018,Round 4
139,46,Nat Fyfe,MID,0,4,5,9,0,0,0,0,2018,Round 4
140,46,Andrew Gaff,MID,0,0,2,2,0,0,0,0,2018,Round 4
141,46,Darcy Gardiner,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
142,46,Jarrod Garlett,FWD,0,0,1,1,0,0,0,0,2018,Round 4
143,46,Jeff Garlett,FWD,0,0,0,0,0,0,0,0,2018,Round 4
144,46,Jarryn Geary,DEF,0,1,3,4,0,0,0,0,2018,Round 4
145,46,Bryce Gibbs,MID,0,4,2,6,0,0,0,0,2018,Round 4
146,46,Sam Gilbert,KEYD,0,0,1,1,0,0,0,0,2018,Round 4
147,46,Conor Glass,DEF,0,0,1,1,0,0,0,0,2018,Round 4
148,46,Brendon Goddard,DEF,0,0,5,5,0,0,0,0,2018,Round 4
149,46,Billy Gowers,FWD,0,0,0,0,0,0,0,0,2018,Round 4
150,46,Jack Graham,MID,0,0,0,0,0,0,0,0,2018,Round 4
151,46,Nick Graham,FWD,0,1,0,1,0,0,0,0,2018,Round 4
152,46,Sam Gray,FWD,0,0,0,0,0,0,0,0,2018,Round 4
153,46,Robbie Gray,FWD,0,4,6,10,0,0,0,0,2018,Round 4
154,46,Josh Green,FWD,0,1,1,2,0,0,0,0,2018,Round 4
155,46,Toby Greene,FWD,0,0,0,0,0,0,0,0,2018,Round 4
156,46,Hugh Greenwood,MID,0,0,2,2,0,0,0,0,2018,Round 4
157,46,Cory Gregson,FWD,0,0,0,0,0,0,0,0,2018,Round 4
158,46,Jade Gresham,FWD,0,2,2,4,0,0,0,0,2018,Round 4
159,46,Ryan Griffen,FWD,0,0,0,0,0,0,0,0,2018,Round 4
160,46,Shaun Grigg,MID,0,0,0,0,0,0,0,11,2018,Round 4
161,46,Dylan Grimes,DEF,0,0,0,0,0,0,0,0,2018,Round 4
162,46,Heath Grundy,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
163,46,Matt Guelfi,MID,0,0,1,1,0,0,0,0,2018,Round 4
164,46,Jack Gunston,KEYF,0,0,2,2,0,0,0,0,2018,Round 4
165,46,Zach Guthrie,DEF,0,0,0,0,0,0,0,0,2018,Round 4
166,46,Aaron Hall,MID,0,0,1,1,0,0,0,0,2018,Round 4
167,46,Joel Hamling,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
168,46,Dan Hannebery,MID,0,2,2,4,0,0,0,0,2018,Round 4
169,46,Jarrod Harbrow,DEF,0,0,0,0,0,0,0,0,2018,Round 4
170,46,Blake Hardwick,DEF,0,0,0,0,0,0,0,0,2018,Round 4
171,46,Kyle Hartigan,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
172,46,Hamish Hartlett,DEF,0,0,2,2,0,0,0,0,2018,Round 4
173,46,Michael Hartley,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
174,46,Billy Hartung,MID,0,1,3,4,0,0,0,0,2018,Round 4
175,46,Nick Haynes,DEF,0,0,0,0,0,0,0,0,2018,Round 4
176,46,Will Hayward,FWD,0,0,0,0,0,0,0,0,2018,Round 4
177,46,Isaac Heeney,FWD,0,0,1,1,0,0,0,0,2018,Round 4
178,46,Ricky Henderson,MID,0,0,1,1,0,0,0,0,2018,Round 4
179,46,Jack Henry,DEF,0,0,0,0,0,0,0,0,2018,Round 4
180,46,Dyson Heppell,MID,0,2,3,5,0,0,0,0,2018,Round 4
181,46,George Hewett,MID,0,0,1,1,0,0,0,0,2018,Round 4
182,46,Michael Hibberd,DEF,0,1,1,2,0,0,0,0,2018,Round 4
183,46,Shaun Higgins,MID,0,1,10,11,0,0,0,0,2018,Round 4
184,46,Stephen Hill,DEF,0,0,0,0,0,0,0,0,2018,Round 4
185,46,Harry Himmelberg,KEYF,0,0,0,0,0,0,0,1,2018,Round 4
186,46,Luke Hodge,DEF,0,1,0,1,0,0,0,0,2018,Round 4
187,46,Jesse Hogan,KEYF,0,0,1,1,0,0,0,0,2018,Round 4
188,46,Nick Holman,FWD,0,1,1,2,0,0,0,0,2018,Round 4
189,46,Mitch Honeychurch,FWD,0,0,0,0,0,0,0,0,2018,Round 4
190,46,Cale Hooker,KEYD,0,0,0,0,0,0,0,0,2018,Round 4
191,46,Jacob Hopper,MID,0,0,5,5,0,0,0,0,2018,Round 4
192,46,Will Hoskin-Elliott,FWD,0,0,3,3,0,0,0,0,2018,Round 4
193,46,Bachar Houli,DEF,0,1,0,1,0,0,0,0,2018,Round 4
194,46,Dan Houston,DEF,0,0,0,0,0,0,0,0,2018,Round 4
195,46,Daniel Howe,MID,0,3,3,6,0,0,0,1,2018,Round 4
196,46,Jeremy Howe,DEF,0,0,0,0,0,0,0,0,2018,Round 4
197,46,Lachie Hunter,MID,0,0,2,2,0,0,0,0,2018,Round 4
198,46,Michael Hurley,KEYD,0,0,1,1,0,0,0,0,2018,Round 4
199,46,Shannon Hurn,DEF,0,0,1,1,0,0,0,0,2018,Round 4
200,46,Jarman Impey,DEF,0,1,5,6,0,0,0,0,2018,Round 4
201,46,Kieren Jack,FWD,0,0,1,1,0,0,0,0,2018,Round 4
