,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Aaron Sandilands,RUC,44,1,2,3,13,69.8,29.5,63,2013,Grand Final
1,2,David Hale,RUC,11,0,1,1,3,26.2,27.3,42,2013,Grand Final
2,3,Max Bailey,RUC,9,0,3,3,1,20.5,11.1,44,2013,Grand Final
3,4,Zac Clarke,RUC,8,0,1,1,1,33.3,12.5,24,2013,Grand Final
4,5,Jordan Lewis,MID,4,2,6,8,3,0,75,0,2013,Grand Final
5,6,Jarryd Roughead,KEYF,2,1,2,3,1,40,50,5,2013,Grand Final
6,7,Ryan Crowley,MID,1,0,2,2,0,0,0,0,2013,Grand Final
7,7,Michael Johnson,KEYD,1,0,0,0,0,50,0,2,2013,Grand Final
8,7,David Mundy,MID,1,2,5,7,0,50,0,2,2013,Grand Final
9,7,Brad Sewell,MID,1,0,1,1,0,0,0,0,2013,Grand Final
10,11,Hayden Ballantyne,FWD,0,0,0,0,0,0,0,0,2013,Grand Final
11,11,Michael Barlow,MID,0,2,2,4,0,0,0,0,2013,Grand Final
12,11,Grant Birchall,DEF,0,1,1,2,0,0,0,0,2013,Grand Final
13,11,Luke Breust,FWD,0,0,3,3,0,0,0,0,2013,Grand Final
14,11,Shaun Burgoyne,MID,0,1,1,2,0,0,0,0,2013,Grand Final
15,11,Zac Dawson,KEYD,0,0,0,0,0,0,0,0,2013,Grand Final
16,11,Paul Duffield,DEF,0,0,0,0,0,0,0,0,2013,Grand Final
17,11,Lance Franklin,KEYF,0,0,2,2,0,0,0,0,2013,Grand Final
18,11,Nat Fyfe,MID,0,1,4,5,0,0,0,0,2013,Grand Final
19,11,Josh Gibson,KEYD,0,0,2,2,0,0,0,0,2013,Grand Final
20,11,Brent Guerra,DEF,0,0,0,0,0,0,0,0,2013,Grand Final
21,11,Jack Gunston,FWD,0,0,0,0,0,0,0,0,2013,Grand Final
22,11,Bradley Hill,MID,0,1,0,1,0,0,0,0,2013,Grand Final
23,11,Stephen Hill,MID,0,0,2,2,0,0,0,0,2013,Grand Final
24,11,Luke Hodge,DEF,0,0,2,2,0,0,0,0,2013,Grand Final
25,11,Brian Lake,KEYD,0,0,0,0,0,0,0,0,2013,Grand Final
26,11,Chris Mayne,FWD,0,2,0,2,0,0,0,0,2013,Grand Final
27,11,Luke McPharlin,KEYD,0,0,0,0,0,0,0,0,2013,Grand Final
28,11,Sam Mitchell,MID,0,1,2,3,0,0,0,0,2013,Grand Final
29,11,Tendai Mzungu,MID,0,1,1,2,0,0,0,0,2013,Grand Final
30,11,Lachie Neale,MID,0,1,0,1,0,0,0,0,2013,Grand Final
31,11,Matthew Pavlich,KEYF,0,0,0,0,0,0,0,0,2013,Grand Final
32,11,Danyle Pearce,MID,0,0,1,1,0,0,0,0,2013,Grand Final
33,11,Paul Puopolo,FWD,0,0,0,0,0,0,0,0,2013,Grand Final
34,11,Cyril Rioli,FWD,0,2,1,3,0,0,0,0,2013,Grand Final
35,11,Liam Shiels,MID,0,1,2,3,0,0,0,0,2013,Grand Final
36,11,Jonathan Simpkin,MID,0,0,1,1,0,0,0,0,2013,Grand Final
37,11,Isaac Smith,MID,0,0,2,2,0,0,0,0,2013,Grand Final
38,11,Lee Spurr,DEF,0,0,0,0,0,0,0,0,2013,Grand Final
39,11,Ben Stratton,KEYD,0,0,0,0,0,0,0,0,2013,Grand Final
40,11,Nicholas Suban,MID,0,0,1,1,0,0,0,0,2013,Grand Final
41,11,Cam Sutcliffe,DEF,0,0,0,0,0,0,0,0,2013,Grand Final
42,11,Michael Walters,FWD,0,1,0,1,0,0,0,0,2013,Grand Final
43,11,Matt de Boer,FWD,0,0,2,2,0,0,0,0,2013,Grand Final
