,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Aaron Sandilands,RUC,43,1,2,3,17,67.2,39.5,64,2015,Round 18
1,2,Todd Goldstein,RUC,41,1,2,3,11,58.6,26.8,70,2015,Round 18
2,3,Stefan Martin,RUC,38,2,2,4,9,47.5,23.7,80,2015,Round 18
3,4,Nic Naitanui,RUC,33,1,3,4,12,58.9,36.4,56,2015,Round 18
4,5,Max Gawn,RUC,32,0,2,2,12,47.8,37.5,67,2015,Round 18
5,5,Sam Jacobs,RUC,32,0,1,1,13,48.5,40.6,66,2015,Round 18
6,7,Ivan Maric,RUC,31,0,2,2,10,38.3,32.3,81,2015,Round 18
7,8,Matthew Lobbe,RUC,29,0,1,1,4,42,13.8,69,2015,Round 18
8,9,Jonathan Giles,RUC,25,1,4,5,10,40.3,40,62,2015,Round 18
9,9,Tom Nicholls,RUC,25,0,4,4,4,32.9,16,76,2015,Round 18
10,9,Kurt Tippett,KEYF,25,2,2,4,9,54.3,36,46,2015,Round 18
11,12,Tom Hickey,RUC,23,0,2,2,5,41.1,21.7,56,2015,Round 18
12,13,Tom Campbell,RUC,21,1,0,1,9,32.8,42.9,64,2015,Round 18
13,13,Jonathon Griffin,RUC,21,0,0,0,11,63.6,52.4,33,2015,Round 18
14,13,Ben McEvoy,RUC,21,0,0,0,6,41.2,28.6,51,2015,Round 18
15,16,Brodie Grundy,RUC,20,0,0,0,6,55.6,30,36,2015,Round 18
16,16,Callum Sinclair,RUC,20,0,2,2,4,48.8,20,41,2015,Round 18
17,18,Mark Blicavs,RUC,19,3,1,4,2,27.5,10.5,69,2015,Round 18
18,19,Jarrod Witts,RUC,15,1,2,3,5,31.9,33.3,47,2015,Round 18
19,20,Matthew Kreuzer,RUC,14,1,1,2,3,29.8,21.4,47,2015,Round 18
20,21,David Hale,RUC,13,0,1,1,1,31.7,7.7,41,2015,Round 18
21,21,Paddy Ryder,RUC,13,0,1,1,5,50,38.5,26,2015,Round 18
22,23,Billy Longer,RUC,12,1,0,1,1,30.8,8.3,39,2015,Round 18
23,24,Rory Lobb,RUC,10,0,0,0,3,16.4,30,61,2015,Round 18
24,25,Charlie Dixon,KEYF,8,0,0,0,3,47.1,37.5,17,2015,Round 18
25,26,Matthew Leuenberger,RUC,6,0,0,0,2,60,33.3,10,2015,Round 18
26,26,Cameron Wood,RUC,6,0,0,0,1,19.4,16.7,31,2015,Round 18
27,28,Luke Hodge,MID,5,0,2,2,4,0,80,0,2015,Round 18
28,28,Ty Vickery,KEYF,5,0,0,0,2,27.8,40,18,2015,Round 18
29,30,Ben Brown,KEYF,4,0,1,1,0,50,0,8,2015,Round 18
30,30,Tom Downie,RUC,4,0,1,1,3,13.8,75,29,2015,Round 18
31,30,Toby Nankervis,RUC,4,1,1,2,2,12.1,50,33,2015,Round 18
32,30,Joel Selwood,MID,4,2,2,4,2,57.1,50,7,2015,Round 18
33,30,Josh Walker,KEYF,4,0,1,1,0,36.4,0,11,2015,Round 18
34,35,Marcus Bontempelli,MID,3,3,3,6,2,0,66.7,0,2015,Round 18
35,35,Patrick Cripps,MID,3,2,5,7,2,0,66.7,0,2015,Round 18
36,35,Chris Dawes,KEYF,3,0,2,2,1,20,33.3,15,2015,Round 18
37,35,Dyson Heppell,MID,3,4,3,7,0,0,0,0,2015,Round 18
38,35,Jack Redpath,KEYF,3,1,0,1,0,25,0,12,2015,Round 18
39,40,Josh Caddy,MID,2,4,2,6,1,0,50,0,2015,Round 18
40,40,Daniel Cross,DEF,2,1,0,1,1,0,50,0,2015,Round 18
41,40,Patrick Dangerfield,MID,2,2,2,4,0,100,0,1,2015,Round 18
42,40,Joe Daniher,KEYF,2,1,0,1,1,25,50,8,2015,Round 18
43,40,Phil Davis,KEYD,2,0,0,0,1,100,50,1,2015,Round 18
44,40,Brett Deledio,FWD,2,2,2,4,2,0,100,0,2015,Round 18
45,40,Ryan Griffen,MID,2,0,3,3,0,0,0,0,2015,Round 18
46,40,Josh Jenkins,KEYF,2,0,0,0,0,16.7,0,12,2015,Round 18
47,40,Jordan Lewis,MID,2,0,1,1,1,0,50,0,2015,Round 18
