,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Sam Jacobs,RUC,41,3,0,3,16,54.7,39,75,2015,Semi Finals
1,2,Todd Goldstein,RUC,34,1,3,4,15,37.8,44.1,90,2015,Semi Finals
2,3,Mike Pyke,RUC,19,0,0,0,6,31.1,31.6,61,2015,Semi Finals
3,4,Ben McEvoy,RUC,17,2,0,2,3,33.3,17.6,51,2015,Semi Finals
4,5,Kurt Tippett,KEYF,14,0,3,3,1,35.9,7.1,39,2015,Semi Finals
5,6,Dean Towers,FWD,6,0,2,2,0,0,0,0,2015,Semi Finals
6,7,Ben Brown,KEYF,4,1,0,1,0,40,0,10,2015,Semi Finals
7,7,Patrick Dangerfield,MID,4,5,5,10,2,0,50,0,2015,Semi Finals
8,7,David Hale,RUC,4,1,1,2,0,12.9,0,31,2015,Semi Finals
9,10,Jordan Lewis,MID,3,0,4,4,2,0,66.7,0,2015,Semi Finals
10,11,Nick Dal Santo,MID,2,0,3,3,0,0,0,0,2015,Semi Finals
11,11,Josh Jenkins,KEYF,2,0,0,0,0,22.2,0,9,2015,Semi Finals
12,13,Ben Cunnington,MID,1,3,4,7,1,0,100,0,2015,Semi Finals
13,13,Taylor Garner,FWD,1,0,0,0,1,0,100,0,2015,Semi Finals
14,13,Adam Goodes,FWD,1,1,0,1,1,0,100,0,2015,Semi Finals
15,13,Luke Hodge,MID,1,2,4,6,0,0,0,0,2015,Semi Finals
16,13,Josh P. Kennedy,MID,1,0,4,4,0,0,0,0,2015,Semi Finals
17,13,Jarryd Roughead,KEYF,1,1,1,2,0,33.3,0,3,2015,Semi Finals
18,13,Jack Ziebell,MID,1,5,3,8,0,0,0,0,2015,Semi Finals
19,20,Shaun Atley,DEF,0,0,1,1,0,0,0,0,2015,Semi Finals
20,20,Eddie Betts,FWD,0,0,3,3,0,0,0,0,2015,Semi Finals
21,20,Grant Birchall,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
22,20,Luke Breust,FWD,0,1,0,1,0,0,0,0,2015,Semi Finals
23,20,Luke Brown,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
24,20,Shaun Burgoyne,DEF,0,3,1,4,0,0,0,0,2015,Semi Finals
25,20,Charles Cameron,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
26,20,Kyle Cheney,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
27,20,Matt Crouch,MID,0,0,2,2,0,0,0,0,2015,Semi Finals
28,20,Harry Cunningham,FWD,0,0,2,2,0,0,0,0,2015,Semi Finals
29,20,Richard Douglas,MID,0,0,2,2,0,0,0,0,2015,Semi Finals
30,20,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
31,20,Michael Firrito,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
32,20,James Frawley,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
33,20,Josh Gibson,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
34,20,Sam Gibson,MID,0,0,2,2,0,0,0,0,2015,Semi Finals
35,20,Heath Grundy,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
36,20,Dan Hannebery,MID,0,0,3,3,0,0,0,0,2015,Semi Finals
37,20,Lachlan Hansen,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
38,20,Kyle Hartigan,KEYD,0,1,1,2,0,0,0,0,2015,Semi Finals
39,20,Billy Hartung,MID,0,0,0,0,0,0,0,0,2015,Semi Finals
40,20,Brent Harvey,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
41,20,Isaac Heeney,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
42,20,Ricky Henderson,MID,0,0,1,1,0,0,0,0,2015,Semi Finals
43,20,Shaun Higgins,FWD,0,0,3,3,0,0,0,0,2015,Semi Finals
44,20,Bradley Hill,MID,0,0,1,1,0,0,0,0,2015,Semi Finals
45,20,Ben Jacobs,MID,0,1,1,2,0,0,0,0,2015,Semi Finals
46,20,Lewis Jetta,MID,0,0,0,0,0,0,0,0,2015,Semi Finals
47,20,Zak Jones,DEF,0,1,0,1,0,0,0,0,2015,Semi Finals
48,20,Riley Knight,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
49,20,Jeremy Laidler,DEF,0,0,1,1,0,0,0,0,2015,Semi Finals
50,20,Rory Laird,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
51,20,Brian Lake,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
52,20,Jake Lloyd,MID,0,0,0,0,0,0,0,0,2015,Semi Finals
53,20,Tom Lynch,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
54,20,Jarryd Lyons,FWD,0,1,3,4,0,0,0,0,2015,Semi Finals
55,20,David Mackay,MID,0,1,0,1,0,0,0,0,2015,Semi Finals
56,20,Jamie Macmillan,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
57,20,Luke McDonald,DEF,0,0,0,0,0,0,0,0,2015,Semi Finals
58,20,Ben McGlynn,FWD,0,1,2,3,0,0,0,0,2015,Semi Finals
59,20,Jarrad McVeigh,MID,0,2,2,4,0,0,0,0,2015,Semi Finals
60,20,Tom Mitchell,MID,0,1,1,2,0,0,0,0,2015,Semi Finals
61,20,Sam Mitchell,MID,0,3,2,5,0,0,0,0,2015,Semi Finals
62,20,Drew Petrie,KEYF,0,0,0,0,0,0,0,0,2015,Semi Finals
63,20,Paul Puopolo,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
64,20,Dane Rampe,DEF,0,0,3,3,0,0,0,0,2015,Semi Finals
65,20,Ted Richards,KEYD,0,0,0,0,0,0,0,0,2015,Semi Finals
66,20,Cyril Rioli,FWD,0,1,0,1,0,0,0,0,2015,Semi Finals
67,20,Gary Rohan,FWD,0,0,0,0,0,0,0,0,2015,Semi Finals
