,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Rhys Stanley,RUC,29,0,2,2,7,52.7,24.1,55,2020,Grand Final
1,2,Toby Nankervis,RUC,25,2,2,4,8,37.9,32,66,2020,Grand Final
2,3,Mark Blicavs,KEYD,10,0,2,2,1,50,10,20,2020,Grand Final
3,4,Tom Hawkins,KEYF,4,0,1,1,0,30.8,0,13,2020,Grand Final
4,5,Noah Balta,KEYD,2,0,1,1,1,28.6,50,7,2020,Grand Final
5,6,Gary Ablett,FWD,0,0,1,1,0,0,0,0,2020,Grand Final
6,6,David Astbury,KEYD,0,0,0,0,0,0,0,0,2020,Grand Final
7,6,Liam Baker,DEF,0,1,0,1,0,0,0,0,2020,Grand Final
8,6,Jed Bews,DEF,0,0,1,1,0,0,0,0,2020,Grand Final
9,6,Shai Bolton,MID,0,0,4,4,0,0,0,0,2020,Grand Final
10,6,Nathan Broad,DEF,0,0,0,0,0,0,0,0,2020,Grand Final
11,6,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
12,6,Trent Cotchin,MID,0,3,3,6,0,0,0,0,2020,Grand Final
13,6,Luke Dahlhaus,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
14,6,Patrick Dangerfield,MID,0,2,1,3,0,0,0,0,2020,Grand Final
15,6,Mitch Duncan,MID,0,1,3,4,0,0,0,0,2020,Grand Final
16,6,Shane Edwards,MID,0,3,6,9,0,0,0,0,2020,Grand Final
17,6,Jack Graham,MID,0,0,2,2,0,0,0,0,2020,Grand Final
18,6,Dylan Grimes,KEYD,0,0,0,0,0,0,0,0,2020,Grand Final
19,6,Cameron Guthrie,MID,0,1,4,5,0,0,0,0,2020,Grand Final
20,6,Lachie Henderson,KEYD,0,0,0,0,0,0,0,0,2020,Grand Final
21,6,Jack Henry,DEF,0,0,1,1,0,0,0,0,2020,Grand Final
22,6,Bachar Houli,DEF,0,0,1,1,0,0,0,0,2020,Grand Final
23,6,Jake Kolodjashnij,DEF,0,0,1,1,0,0,0,0,2020,Grand Final
24,6,Kane Lambert,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
25,6,Tom J. Lynch,KEYF,0,0,2,2,0,0,0,12,2020,Grand Final
26,6,Dustin Martin,FWD,0,2,3,5,0,0,0,0,2020,Grand Final
27,6,Kamdyn McIntosh,MID,0,0,0,0,0,0,0,0,2020,Grand Final
28,6,Sam Menegola,MID,0,0,1,1,0,0,0,0,2020,Grand Final
29,6,Gryan Miers,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
30,6,Mark O'Connor,DEF,0,0,1,1,0,0,0,0,2020,Grand Final
31,6,Brandan Parfitt,MID,0,1,0,1,0,0,0,0,2020,Grand Final
32,6,Marlion Pickett,MID,0,0,0,0,0,0,0,0,2020,Grand Final
33,6,Dion Prestia,MID,0,2,2,4,0,0,0,0,2020,Grand Final
34,6,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,3,2020,Grand Final
35,6,Daniel Rioli,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
36,6,Gary Rohan,FWD,0,0,0,0,0,0,0,0,2020,Grand Final
37,6,Joel Selwood,MID,0,2,4,6,0,0,0,0,2020,Grand Final
38,6,Jayden Short,DEF,0,0,2,2,0,0,0,0,2020,Grand Final
39,6,Sam Simpson,FWD,0,0,2,2,0,0,0,0,2020,Grand Final
40,6,Tom Stewart,DEF,0,0,0,0,0,0,0,0,2020,Grand Final
41,6,Harry Taylor,KEYD,0,0,0,0,0,0,0,0,2020,Grand Final
42,6,Zach Tuohy,MID,0,0,3,3,0,0,0,0,2020,Grand Final
43,6,Nick Vlastuin,DEF,0,0,0,0,0,0,0,0,2020,Grand Final
