,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Robert Warnock,RUC,34,0,4,4,14,50,41.2,68,2013,Semi Finals
1,2,Matthew Lobbe,RUC,28,1,1,2,6,41.2,21.4,68,2013,Semi Finals
2,3,Mike Pyke,RUC,17,0,1,1,6,38.6,35.3,44,2013,Semi Finals
3,3,Nathan Vardy,RUC,17,1,0,1,5,47.2,29.4,36,2013,Semi Finals
4,5,Shane Mumford,RUC,16,0,3,3,3,38.1,18.8,42,2013,Semi Finals
5,6,Mark Blicavs,RUC,11,0,0,0,4,30.6,36.4,36,2013,Semi Finals
6,7,Levi Casboult,KEYF,5,0,1,1,4,27.8,80,18,2013,Semi Finals
7,8,Brad Ebert,MID,2,2,0,2,1,100,50,2,2013,Semi Finals
8,8,Justin Westhoff,KEYF,2,0,1,1,0,40,0,5,2013,Semi Finals
9,10,Dennis Armfield,FWD,1,0,0,0,0,100,0,1,2013,Semi Finals
10,10,Joel Corey,MID,1,2,2,4,1,0,100,0,2013,Semi Finals
11,10,Tom Hawkins,KEYF,1,0,0,0,0,100,0,1,2013,Semi Finals
12,10,Andrew Moore,MID,1,0,1,1,1,0,100,0,2013,Semi Finals
13,10,Jasper Pittard,DEF,1,0,0,0,0,0,0,0,2013,Semi Finals
14,10,James Podsiadly,KEYF,1,0,0,0,0,50,0,2,2013,Semi Finals
15,10,Mitch Robinson,FWD,1,0,3,3,0,0,0,0,2013,Semi Finals
16,10,Harry Taylor,KEYD,1,0,0,0,0,0,0,0,2013,Semi Finals
17,10,Ollie Wines,MID,1,0,3,3,1,100,100,1,2013,Semi Finals
18,19,Jimmy Bartel,DEF,0,2,1,3,0,0,0,1,2013,Semi Finals
19,19,Tom Bell,MID,0,2,3,5,0,0,0,0,2013,Semi Finals
20,19,Eddie Betts,FWD,0,0,2,2,0,0,0,0,2013,Semi Finals
21,19,Shane Biggs,DEF,0,0,2,2,0,0,0,0,2013,Semi Finals
22,19,Craig Bird,FWD,0,0,3,3,0,0,0,0,2013,Semi Finals
23,19,Travis Boak,MID,0,3,1,4,0,0,0,0,2013,Semi Finals
24,19,Jude Bolton,FWD,0,0,1,1,0,0,0,0,2013,Semi Finals
25,19,Matthew Broadbent,DEF,0,0,1,1,0,0,0,0,2013,Semi Finals
26,19,Alipate Carlile,KEYD,0,0,0,0,0,0,0,1,2013,Semi Finals
27,19,Dom Cassisi,MID,0,1,1,2,0,0,0,0,2013,Semi Finals
28,19,Paul Chapman,FWD,0,1,3,4,0,0,0,0,2013,Semi Finals
29,19,Allen Christensen,FWD,0,0,0,0,0,0,0,0,2013,Semi Finals
30,19,Sam Colquhoun,MID,0,0,0,0,0,0,0,0,2013,Semi Finals
31,19,Kane Cornes,MID,0,0,2,2,0,0,0,0,2013,Semi Finals
32,19,Harry Cunningham,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
33,19,Ed Curnow,MID,0,0,0,0,0,0,0,0,2013,Semi Finals
34,19,Nick Duigan,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
35,19,Mitch Duncan,MID,0,0,2,2,0,0,0,0,2013,Semi Finals
36,19,Andrejs Everitt,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
37,19,Jeff Garlett,FWD,0,0,0,0,0,0,0,0,2013,Semi Finals
38,19,Bryce Gibbs,MID,0,1,2,3,0,0,0,0,2013,Semi Finals
39,19,Robbie Gray,FWD,0,0,1,1,0,0,0,0,2013,Semi Finals
40,19,Heath Grundy,KEYD,0,0,1,1,0,0,0,0,2013,Semi Finals
41,19,Cameron Guthrie,DEF,0,0,1,1,0,0,0,0,2013,Semi Finals
42,19,Dan Hannebery,MID,0,4,3,7,0,0,0,0,2013,Semi Finals
43,19,Hamish Hartlett,MID,0,0,4,4,0,0,0,0,2013,Semi Finals
44,19,Lachie Henderson,KEYD,0,0,2,2,0,0,0,0,2013,Semi Finals
45,19,Taylor Hunt,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
46,19,Josh Hunt,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
47,19,Kieren Jack,MID,0,3,4,7,0,0,0,0,2013,Semi Finals
48,19,Michael Jamison,KEYD,0,0,0,0,0,0,0,0,2013,Semi Finals
49,19,Lewis Jetta,FWD,0,0,2,2,0,0,0,0,2013,Semi Finals
50,19,Steve Johnson,MID,0,1,1,2,0,0,0,0,2013,Semi Finals
51,19,Tom Jonas,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
52,19,Chris Judd,MID,0,2,2,4,0,0,0,0,2013,Semi Finals
53,19,James Kelly,MID,0,1,0,1,0,0,0,0,2013,Semi Finals
54,19,Josh P. Kennedy,MID,0,2,4,6,0,0,0,0,2013,Semi Finals
55,19,Tom Logan,DEF,0,0,1,1,0,0,0,0,2013,Semi Finals
56,19,Tom Lonergan,KEYD,0,0,0,0,0,0,0,0,2013,Semi Finals
57,19,Andrew Mackie,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
58,19,Nick Malceski,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
59,19,Andrew McInnes,DEF,0,1,0,1,0,0,0,0,2013,Semi Finals
60,19,Brock McLean,MID,0,1,4,5,0,0,0,0,2013,Semi Finals
61,19,Jarrad McVeigh,DEF,0,4,1,5,0,0,0,0,2013,Semi Finals
62,19,Tom Mitchell,FWD,0,0,0,0,0,0,0,0,2013,Semi Finals
63,19,Angus Monfries,FWD,0,0,2,2,0,0,0,0,2013,Semi Finals
64,19,Steven Motlop,FWD,0,1,1,2,0,0,0,0,2013,Semi Finals
65,19,Marc Murphy,MID,0,1,3,4,0,0,0,0,2013,Semi Finals
66,19,Ryan O'Keefe,MID,0,0,0,0,0,0,0,0,2013,Semi Finals
67,19,Cameron O'Shea,DEF,0,0,2,2,0,0,0,0,2013,Semi Finals
68,19,Luke Parker,MID,0,0,0,0,0,0,0,0,2013,Semi Finals
69,19,Dane Rampe,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
70,19,Ted Richards,KEYD,0,0,0,0,0,0,0,0,2013,Semi Finals
71,19,Jared Rivers,KEYD,0,0,0,0,0,0,0,0,2013,Semi Finals
72,19,Jay Schulz,KEYF,0,0,1,1,0,0,0,1,2013,Semi Finals
73,19,Heath Scotland,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
74,19,Joel Selwood,MID,0,4,2,6,0,0,0,1,2013,Semi Finals
75,19,Kade Simpson,DEF,0,0,1,1,0,0,0,0,2013,Semi Finals
76,19,Nick Smith,DEF,0,0,0,0,0,0,0,0,2013,Semi Finals
77,19,Mathew Stokes,MID,0,0,4,4,0,0,0,0,2013,Semi Finals
78,19,Kurt Tippett,KEYF,0,0,0,0,0,0,0,0,2013,Semi Finals
79,19,Jackson Trengove,KEYD,0,0,0,0,0,0,0,1,2013,Semi Finals
80,19,Zach Tuohy,DEF,0,0,1,1,0,0,0,0,2013,Semi Finals
81,19,Travis Varcoe,FWD,0,1,0,1,0,0,0,0,2013,Semi Finals
82,19,Jarrad Waite,KEYF,0,0,1,1,0,0,0,0,2013,Semi Finals
83,19,Andrew Walker,DEF,0,1,2,3,0,0,0,0,2013,Semi Finals
84,19,Jesse White,KEYF,0,0,0,0,0,0,0,1,2013,Semi Finals
85,19,Chad Wingard,FWD,0,2,1,3,0,0,0,0,2013,Semi Finals
86,19,Chris Yarran,FWD,0,0,0,0,0,0,0,0,2013,Semi Finals
87,19,Aaron Young,FWD,0,0,0,0,0,0,0,0,2013,Semi Finals
