,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Nic Naitanui,RUC,25,3,4,7,7,46.3,28,54,2020,Finals Week 1
1,2,Oscar McInerney,RUC,21,1,3,4,4,47.7,19,44,2020,Finals Week 1
2,3,Scott Lycett,RUC,20,1,3,4,5,31.3,25,64,2020,Finals Week 1
3,3,Paddy Ryder,RUC,20,2,0,2,9,54.1,45,37,2020,Finals Week 1
4,5,Stefan Martin,RUC,19,1,3,4,2,51.4,10.5,37,2020,Finals Week 1
5,6,Brodie Grundy,RUC,18,0,2,2,4,40,22.2,45,2020,Finals Week 1
6,7,Rhys Stanley,RUC,17,1,1,2,4,51.5,23.5,33,2020,Finals Week 1
7,8,Mark Blicavs,KEYD,16,0,1,1,3,39,18.8,41,2020,Finals Week 1
8,9,Toby Nankervis,RUC,11,1,2,3,3,21.2,27.3,52,2020,Finals Week 1
9,10,Rowan Marshall,RUC,10,2,2,4,3,58.8,30,17,2020,Finals Week 1
10,11,Darcy Cameron,KEYF,9,0,0,0,2,40.9,22.2,22,2020,Finals Week 1
11,11,Mabior Chol,RUC,9,0,2,2,2,39.1,22.2,23,2020,Finals Week 1
12,13,Tim English,RUC,8,1,1,2,3,18.2,37.5,44,2020,Finals Week 1
13,14,Peter Ladhams,RUC,4,0,1,1,2,17.4,50,23,2020,Finals Week 1
14,15,Tom Hawkins,KEYF,3,0,2,2,0,23.1,0,13,2020,Finals Week 1
15,16,Oscar Allen,KEYF,2,1,1,2,0,16.7,0,12,2020,Finals Week 1
16,17,Max King,KEYF,1,0,0,0,0,33.3,0,3,2020,Finals Week 1
17,18,Jake Aarts,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
18,18,Gary Ablett,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
19,18,Taylor Adams,MID,0,0,2,2,0,0,0,0,2020,Finals Week 1
20,18,Callum Ah Chee,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
21,18,Brendon Ah Chee,FWD,0,0,2,2,0,0,0,0,2020,Finals Week 1
22,18,Brayden Ainsworth,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
23,18,Karl Amon,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
24,18,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
25,18,David Astbury,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
26,18,Tom Atkins,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
27,18,Zac Bailey,FWD,0,1,2,3,0,0,0,0,2020,Finals Week 1
28,18,Liam Baker,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
29,18,Noah Balta,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
30,18,Tom Barrass,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
31,18,Jarrod Berry,MID,0,0,0,0,0,0,0,0,2020,Finals Week 1
32,18,Jed Bews,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
33,18,Jack Billings,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
34,18,Grant Birchall,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
35,18,Travis Boak,MID,0,0,4,4,0,0,0,0,2020,Finals Week 1
36,18,Shai Bolton,MID,0,1,3,4,0,0,0,0,2020,Finals Week 1
37,18,Marcus Bontempelli,MID,0,0,4,4,0,0,0,1,2020,Finals Week 1
38,18,Josh Bruce,KEYF,0,1,1,2,0,0,0,8,2020,Finals Week 1
39,18,Ryan Burton,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
40,18,Dan Butler,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
41,18,Zak Butters,FWD,0,0,2,2,0,0,0,0,2020,Finals Week 1
42,18,Darcy Byrne-Jones,DEF,0,1,4,5,0,0,0,0,2020,Finals Week 1
43,18,Charlie Cameron,FWD,0,1,2,3,0,0,0,0,2020,Finals Week 1
44,18,Jake Carlisle,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
45,18,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
46,18,Hunter Clark,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
47,18,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
48,18,Nick Coffield,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
49,18,Tom Cole,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
50,18,Keidean Coleman,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
51,18,Zaine Cordy,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
52,18,Trent Cotchin,MID,0,3,4,7,0,0,0,0,2020,Finals Week 1
53,18,Mason Cox,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
54,18,Jamie Cripps,FWD,0,0,2,2,0,0,0,0,2020,Finals Week 1
55,18,Jack Crisp,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
56,18,Hayden Crozier,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
57,18,Luke Dahlhaus,FWD,0,0,2,2,0,0,0,0,2020,Finals Week 1
58,18,Josh Daicos,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
59,18,Patrick Dangerfield,MID,0,1,5,6,0,0,0,0,2020,Finals Week 1
60,18,Caleb Daniel,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
61,18,Jack Darling,KEYF,0,0,0,0,0,0,0,1,2020,Finals Week 1
62,18,Jordan De Goey,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
63,18,Charlie Dixon,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
64,18,Liam Duggan,DEF,0,1,0,1,0,0,0,0,2020,Finals Week 1
65,18,Mitch Duncan,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
66,18,Josh Dunkley,FWD,0,2,0,2,0,0,0,2,2020,Finals Week 1
67,18,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
68,18,Xavier Duursma,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
69,18,Brad Ebert,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
70,18,Shane Edwards,MID,0,2,2,4,0,0,0,0,2020,Finals Week 1
71,18,Jamie Elliott,FWD,0,2,2,4,0,0,0,0,2020,Finals Week 1
72,18,Andrew Gaff,MID,0,1,1,2,0,0,0,0,2020,Finals Week 1
73,18,Darcy Gardiner,KEYD,0,0,1,1,0,0,0,0,2020,Finals Week 1
74,18,Ryan Gardner,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
75,18,Jarryn Geary,DEF,0,1,0,1,0,0,0,0,2020,Finals Week 1
76,18,Jack Graham,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
77,18,Robbie Gray,FWD,0,1,3,4,0,0,0,0,2020,Finals Week 1
78,18,Levi Greenwood,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
79,18,Dylan Grimes,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
80,18,Cameron Guthrie,MID,0,1,3,4,0,0,0,0,2020,Finals Week 1
81,18,Dan Hannebery,MID,0,1,1,2,0,0,0,0,2020,Finals Week 1
82,18,Hamish Hartlett,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
83,18,Lachie Henderson,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
84,18,Jack Henry,DEF,0,0,2,2,0,0,0,0,2020,Finals Week 1
85,18,Bradley Hill,MID,0,0,0,0,0,0,0,0,2020,Finals Week 1
86,18,Eric Hipwood,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
87,18,Will Hoskin-Elliott,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
88,18,Bachar Houli,DEF,0,0,1,1,0,0,0,0,2020,Finals Week 1
89,18,Dan Houston,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
90,18,Dougal Howard,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
91,18,Lachie Hunter,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
92,18,Shannon Hurn,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
93,18,Jason Johannisen,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
94,18,Tom Jonas,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
95,18,Zak Jones,MID,0,2,3,5,0,0,0,0,2020,Finals Week 1
96,18,Alex Keath,KEYD,0,0,0,0,0,0,0,2,2020,Finals Week 1
97,18,Tim Kelly,MID,0,1,1,2,0,0,0,0,2020,Finals Week 1
98,18,Josh J. Kennedy,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
99,18,Dean Kent,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
100,18,Jake Kolodjashnij,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
101,18,Kane Lambert,FWD,0,1,3,4,0,0,0,0,2020,Finals Week 1
102,18,Ryan Lester,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
103,18,Tom Liberatore,MID,0,0,4,4,0,0,0,0,2020,Finals Week 1
104,18,Patrick Lipinski,MID,0,0,0,0,0,0,0,0,2020,Finals Week 1
105,18,Ben Long,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
106,18,Jack Lonie,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
107,18,Jarryd Lyons,MID,0,2,5,7,0,0,0,0,2020,Finals Week 1
108,18,Jack Macrae,MID,0,1,0,1,0,0,0,0,2020,Finals Week 1
109,18,Jack Madgen,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
110,18,Todd Marshall,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
111,18,Dustin Martin,FWD,0,4,0,4,0,0,0,3,2020,Finals Week 1
112,18,Brayden Maynard,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
113,18,Chris Mayne,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
114,18,Lincoln McCarthy,FWD,0,0,1,1,0,0,0,0,2020,Finals Week 1
115,18,Hugh McCluggage,MID,0,0,2,2,0,0,0,0,2020,Finals Week 1
116,18,Jeremy McGovern,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
117,18,Kamdyn McIntosh,MID,0,0,0,0,0,0,0,0,2020,Finals Week 1
118,18,Trent McKenzie,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
119,18,Daniel McStay,KEYF,0,0,0,0,0,0,0,2,2020,Finals Week 1
120,18,Tim Membrey,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
121,18,Sam Menegola,MID,0,1,0,1,0,0,0,0,2020,Finals Week 1
122,18,Gryan Miers,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
123,18,Brody Mihocek,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
124,18,Darcy Moore,KEYD,0,0,0,0,0,0,0,0,2020,Finals Week 1
125,18,Steven Motlop,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
126,18,Aaron Naughton,KEYF,0,0,0,0,0,0,0,0,2020,Finals Week 1
127,18,Lachie Neale,MID,0,1,4,5,0,0,0,0,2020,Finals Week 1
128,18,Jackson Nelson,DEF,0,1,0,1,0,0,0,0,2020,Finals Week 1
129,18,John Noble,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
130,18,Mark O'Connor,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
131,18,Brandan Parfitt,MID,0,1,0,1,0,0,0,0,2020,Finals Week 1
132,18,Ben Paton,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
133,18,Scott Pendlebury,MID,0,2,4,6,0,0,0,0,2020,Finals Week 1
134,18,Jack Petruccelle,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
135,18,Marlion Pickett,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
136,18,Sam Powell-Pepper,FWD,0,2,3,5,0,0,0,0,2020,Finals Week 1
137,18,Dion Prestia,MID,0,1,1,2,0,0,0,0,2020,Finals Week 1
138,18,Isaac Quaynor,DEF,0,1,0,1,0,0,0,0,2020,Finals Week 1
139,18,Cam Rayner,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
140,18,Jack Redden,MID,0,1,0,1,0,0,0,0,2020,Finals Week 1
141,18,Daniel Rich,DEF,0,0,0,0,0,0,0,0,2020,Finals Week 1
142,18,Ed Richards,FWD,0,1,0,1,0,0,0,0,2020,Finals Week 1
143,18,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,5,2020,Finals Week 1
144,18,Daniel Rioli,FWD,0,0,0,0,0,0,0,0,2020,Finals Week 1
145,18,Mitch Robinson,MID,0,0,1,1,0,0,0,0,2020,Finals Week 1
