,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Max Gawn,RUC,33,0,5,5,7,52.4,21.2,63,2021,Preliminary Finals
1,2,Scott Lycett,RUC,26,2,0,2,9,51,34.6,51,2021,Preliminary Finals
2,2,Rhys Stanley,RUC,26,0,0,0,4,42.6,15.4,61,2021,Preliminary Finals
3,4,Peter Ladhams,RUC,18,0,2,2,3,54.5,16.7,33,2021,Preliminary Finals
4,5,Stefan Martin,RUC,13,2,1,3,6,24.5,46.2,53,2021,Preliminary Finals
5,6,Luke Jackson,RUC,12,2,0,2,3,30,25,40,2021,Preliminary Finals
6,7,Tim English,RUC,11,3,1,4,1,28.9,9.1,38,2021,Preliminary Finals
7,8,Mark Blicavs,KEYD,9,0,1,1,4,50,44.4,18,2021,Preliminary Finals
8,9,Charlie Dixon,KEYF,5,0,0,0,0,62.5,0,8,2021,Preliminary Finals
9,10,Tom Hawkins,KEYF,4,0,1,1,1,33.3,25,12,2021,Preliminary Finals
10,10,Esava Ratugolea,RUC,4,1,0,1,1,25,25,16,2021,Preliminary Finals
11,12,Tom McDonald,KEYF,1,0,0,0,0,33.3,0,3,2021,Preliminary Finals
12,13,Aliir Aliir,KEYD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
13,13,Karl Amon,MID,0,1,3,4,0,0,0,0,2021,Preliminary Finals
14,13,Tom Atkins,DEF,0,1,1,2,0,0,0,0,2021,Preliminary Finals
15,13,Miles Bergman,MID,0,0,0,0,0,0,0,0,2021,Preliminary Finals
16,13,Jed Bews,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
17,13,Travis Boak,MID,0,3,2,5,0,0,0,0,2021,Preliminary Finals
18,13,Riley Bonner,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
19,13,Marcus Bontempelli,MID,0,2,5,7,0,0,0,0,2021,Preliminary Finals
20,13,Jake Bowey,DEF,0,0,2,2,0,0,0,0,2021,Preliminary Finals
21,13,Angus Brayshaw,MID,0,0,2,2,0,0,0,0,2021,Preliminary Finals
22,13,Ben Brown,KEYF,0,0,0,0,0,0,0,1,2021,Preliminary Finals
23,13,Ryan Burton,DEF,0,0,1,1,0,0,0,0,2021,Preliminary Finals
24,13,Zak Butters,FWD,0,1,2,3,0,0,0,0,2021,Preliminary Finals
25,13,Darcy Byrne-Jones,DEF,0,0,2,2,0,0,0,0,2021,Preliminary Finals
26,13,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
27,13,Brad Close,FWD,0,0,2,2,0,0,0,0,2021,Preliminary Finals
28,13,Zaine Cordy,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
29,13,Bailey Dale,DEF,0,0,1,1,0,0,0,0,2021,Preliminary Finals
30,13,Patrick Dangerfield,MID,0,6,4,10,0,0,0,0,2021,Preliminary Finals
31,13,Caleb Daniel,DEF,0,0,2,2,0,0,0,0,2021,Preliminary Finals
32,13,Willem Drew,MID,0,1,0,1,0,0,0,0,2021,Preliminary Finals
33,13,Mitch Duncan,FWD,0,0,4,4,0,0,0,0,2021,Preliminary Finals
34,13,Josh Dunkley,FWD,0,1,3,4,0,0,0,0,2021,Preliminary Finals
35,13,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
36,13,Xavier Duursma,MID,0,0,0,0,0,0,0,0,2021,Preliminary Finals
37,13,Orazio Fantasia,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
38,13,Bayley Fritsch,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
39,13,Ryan Gardner,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
40,13,Robbie Gray,FWD,0,1,1,2,0,0,0,0,2021,Preliminary Finals
41,13,Cameron Guthrie,MID,0,3,2,5,0,0,0,0,2021,Preliminary Finals
42,13,Zach Guthrie,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
43,13,Mitch Hannan,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
44,13,James Harmes,MID,0,1,2,3,0,0,0,0,2021,Preliminary Finals
45,13,Lachie Henderson,KEYD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
46,13,Jack Henry,KEYD,0,0,2,2,0,0,0,0,2021,Preliminary Finals
47,13,Michael Hibberd,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
48,13,Shaun Higgins,FWD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
49,13,Max Holmes,FWD,0,0,2,2,0,0,0,0,2021,Preliminary Finals
50,13,Dan Houston,DEF,0,0,2,2,0,0,0,0,2021,Preliminary Finals
51,13,Lachie Hunter,MID,0,0,3,3,0,0,0,0,2021,Preliminary Finals
52,13,Jason Johannisen,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
53,13,Tom Jonas,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
54,13,James Jordon,MID,0,0,0,0,0,0,0,0,2021,Preliminary Finals
55,13,Jake Kolodjashnij,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
56,13,Ed Langdon,MID,0,0,0,0,0,0,0,0,2021,Preliminary Finals
57,13,Jake Lever,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
58,13,Tom Liberatore,MID,0,2,2,4,0,0,0,0,2021,Preliminary Finals
59,13,Jack Macrae,MID,0,0,4,4,0,0,0,0,2021,Preliminary Finals
60,13,Todd Marshall,KEYF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
61,13,Steven May,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
62,13,Trent McKenzie,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
63,13,Sam Menegola,MID,0,1,2,3,0,0,0,0,2021,Preliminary Finals
64,13,Gryan Miers,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
65,13,Steven Motlop,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
66,13,Aaron Naughton,KEYF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
67,13,Alex Neal-Bullen,FWD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
68,13,Clayton Oliver,MID,0,2,5,7,0,0,0,0,2021,Preliminary Finals
69,13,Christian Petracca,MID,0,4,4,8,0,0,0,0,2021,Preliminary Finals
70,13,Harrison Petty,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
71,13,Kysaiah Pickett,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
72,13,Sam Powell-Pepper,FWD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
73,13,Trent Rivers,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
74,13,Gary Rohan,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
75,13,Connor Rozee,FWD,0,1,1,2,0,0,0,0,2021,Preliminary Finals
76,13,Christian Salem,DEF,0,0,1,1,0,0,0,0,2021,Preliminary Finals
77,13,Josh Schache,KEYD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
78,13,Anthony Scott,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
79,13,Joel Selwood,MID,0,4,4,8,0,0,0,0,2021,Preliminary Finals
80,13,Roarke Smith,MID,0,0,1,1,0,0,0,0,2021,Preliminary Finals
81,13,Isaac Smith,MID,0,0,2,2,0,0,0,0,2021,Preliminary Finals
82,13,Bailey Smith,MID,0,0,3,3,0,0,0,0,2021,Preliminary Finals
83,13,Charlie Spargo,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
84,13,Tom Sparrow,FWD,0,0,1,1,0,0,0,0,2021,Preliminary Finals
85,13,Adam Treloar,FWD,0,0,5,5,0,0,0,0,2021,Preliminary Finals
86,13,Zach Tuohy,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
87,13,Laitham Vandermeer,FWD,0,0,0,0,0,0,0,0,2021,Preliminary Finals
88,13,Jack Viney,MID,0,2,7,9,0,0,0,0,2021,Preliminary Finals
89,13,Bailey Williams,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
90,13,Ollie Wines,MID,0,1,6,7,0,0,0,0,2021,Preliminary Finals
91,13,Easton Wood,DEF,0,0,0,0,0,0,0,0,2021,Preliminary Finals
