,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Darren Jolly,RUC,49,0,1,1,13,53.3,26.5,92,2012,Finals Week 1
1,2,Dean Cox,RUC,39,1,1,2,14,72.2,35.9,54,2012,Finals Week 1
2,3,Aaron Sandilands,RUC,35,1,3,4,8,55.6,22.9,63,2012,Finals Week 1
3,4,Sam Jacobs,RUC,27,0,1,1,9,40.3,33.3,67,2012,Finals Week 1
4,5,Shane Mumford,RUC,25,0,2,2,10,35.7,40,70,2012,Finals Week 1
5,6,Todd Goldstein,RUC,24,0,0,0,13,26.1,54.2,92,2012,Finals Week 1
6,7,David Hale,RUC,22,1,3,4,9,29.7,40.9,74,2012,Finals Week 1
7,8,Trent West,RUC,21,0,2,2,6,33.3,28.6,63,2012,Finals Week 1
8,9,Nic Naitanui,RUC,20,1,4,5,7,51.3,35,39,2012,Finals Week 1
9,10,Jarryd Roughead,KEYF,11,1,4,5,4,35.5,36.4,31,2012,Finals Week 1
10,11,Kurt Tippett,KEYF,10,1,0,1,4,62.5,40,16,2012,Finals Week 1
11,12,Mike Pyke,RUC,9,0,2,2,1,45,11.1,20,2012,Finals Week 1
12,13,Kepler Bradley,KEYF,8,0,0,0,1,44.4,12.5,18,2012,Finals Week 1
13,14,Nathan Vardy,RUC,7,1,0,1,2,35,28.6,20,2012,Finals Week 1
14,15,Chris Dawes,KEYF,5,1,0,1,2,38.5,40,13,2012,Finals Week 1
15,16,Rory Sloane,MID,3,0,4,4,0,0,0,0,2012,Finals Week 1
16,17,Lachlan Hansen,KEYF,2,0,0,0,1,0,50,0,2012,Finals Week 1
17,17,Drew Petrie,KEYF,2,1,0,1,0,28.6,0,7,2012,Finals Week 1
18,17,Taylor Walker,KEYF,2,0,0,0,0,33.3,0,6,2012,Finals Week 1
19,20,Ben Cunnington,MID,1,3,5,8,1,0,100,0,2012,Finals Week 1
20,20,Andrew Embley,MID,1,0,1,1,1,0,100,0,2012,Finals Week 1
21,20,Tom Hawkins,KEYF,1,0,0,0,0,100,0,1,2012,Finals Week 1
22,20,Michael Johnson,KEYD,1,0,1,1,0,0,0,0,2012,Finals Week 1
23,20,Quinten Lynch,KEYF,1,0,1,1,1,16.7,100,6,2012,Finals Week 1
24,20,Ryan O'Keefe,MID,1,1,8,9,1,0,100,0,2012,Finals Week 1
25,20,James Podsiadly,KEYF,1,0,0,0,1,0,100,0,2012,Finals Week 1
26,20,Ben Reid,KEYD,1,0,0,0,0,0,0,0,2012,Finals Week 1
27,20,Cyril Rioli,FWD,1,0,1,1,0,0,0,0,2012,Finals Week 1
28,20,Will Schofield,DEF,1,0,0,0,0,0,0,0,2012,Finals Week 1
29,20,Joel Selwood,MID,1,3,6,9,0,0,0,0,2012,Finals Week 1
30,20,Isaac Smith,MID,1,0,3,3,0,100,0,1,2012,Finals Week 1
31,32,Liam Anthony,MID,0,0,0,0,0,0,0,0,2012,Finals Week 1
