,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Brodie Grundy,RUC,53,1,4,5,11,68.8,20.8,77,2017,Round 12
1,2,Jarrod Witts,RUC,46,2,3,5,16,56.8,34.8,81,2017,Round 12
2,3,Sam Jacobs,RUC,37,3,2,5,11,51.4,29.7,72,2017,Round 12
3,3,Paddy Ryder,RUC,37,1,2,3,14,67.3,37.8,55,2017,Round 12
4,5,Jonathon Griffin,RUC,36,0,1,1,8,48,22.2,75,2017,Round 12
5,6,Matthew Kreuzer,RUC,33,2,1,3,5,50,15.2,66,2017,Round 12
6,6,Billy Longer,RUC,33,2,4,6,12,46.5,36.4,71,2017,Round 12
7,6,Sam Naismith,RUC,33,1,0,1,12,75,36.4,44,2017,Round 12
8,9,Ben McEvoy,RUC,32,2,0,2,14,44.4,43.8,72,2017,Round 12
9,10,Callum Sinclair,RUC,31,1,4,5,5,72.1,16.1,43,2017,Round 12
10,11,Shane Mumford,RUC,30,2,1,3,14,58.8,46.7,51,2017,Round 12
11,12,Stefan Martin,RUC,26,1,3,4,7,43.3,26.9,60,2017,Round 12
12,13,Tom Bellchambers,RUC,23,1,2,3,7,30.7,30.4,75,2017,Round 12
13,14,Cameron Pedersen,KEYF,12,1,1,2,5,25,41.7,48,2017,Round 12
14,14,Archie Smith,KEYF,12,0,2,2,4,48,33.3,25,2017,Round 12
15,16,Darcy Moore,KEYF,9,0,0,0,1,75,11.1,12,2017,Round 12
16,17,Tim English,RUC,8,0,0,0,1,16.3,12.5,49,2017,Round 12
17,17,Jackson Trengove,KEYF,8,1,2,3,2,33.3,25,24,2017,Round 12
18,19,Levi Casboult,KEYF,6,0,0,0,1,75,16.7,8,2017,Round 12
19,19,Peter Wright,KEYF,6,0,0,0,4,54.5,66.7,11,2017,Round 12
20,21,Josh Jenkins,KEYF,5,0,0,0,0,41.7,0,12,2017,Round 12
21,21,Jordan Roughead,RUC,5,1,0,1,1,20.8,20,24,2017,Round 12
22,23,Charlie Dixon,KEYF,3,0,1,1,1,75,33.3,4,2017,Round 12
23,23,Scott Pendlebury,MID,3,1,3,4,0,100,0,3,2017,Round 12
24,23,Jarryd Roughead,KEYF,3,2,2,4,0,33.3,0,9,2017,Round 12
25,26,Travis Cloke,KEYF,2,0,0,0,0,25,0,8,2017,Round 12
26,26,Tom McDonald,KEYD,2,3,1,4,0,5.3,0,38,2017,Round 12
27,28,Marcus Bontempelli,MID,1,0,3,3,1,25,100,4,2017,Round 12
28,28,Josh Bruce,KEYF,1,0,1,1,1,7.7,100,13,2017,Round 12
29,28,Sam Collins,KEYD,1,0,1,1,0,14.3,0,7,2017,Round 12
30,28,Brennan Cox,KEYF,1,0,0,0,1,50,100,2,2017,Round 12
31,28,Nic Newman,MID,1,1,0,1,0,0,0,0,2017,Round 12
32,28,Tim O'Brien,KEYF,1,0,0,0,1,10,100,10,2017,Round 12
33,28,Justin Westhoff,MID,1,0,4,4,1,33.3,100,3,2017,Round 12
34,35,Gary Ablett,MID,0,3,4,7,0,0,0,0,2017,Round 12
35,35,Blake Acres,FWD,0,0,0,0,0,0,0,0,2017,Round 12
36,35,Marcus Adams,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
37,35,Taylor Adams,MID,0,1,4,5,0,0,0,0,2017,Round 12
38,35,Brendon Ah Chee,FWD,0,0,0,0,0,0,0,0,2017,Round 12
39,35,Ben Ainsworth,FWD,0,0,1,1,0,0,0,0,2017,Round 12
40,35,James Aish,MID,0,1,3,4,0,0,0,0,2017,Round 12
41,35,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
42,35,Rory Atkins,MID,0,0,2,2,0,0,0,0,2017,Round 12
43,35,Mark Baguley,DEF,0,0,1,1,0,0,0,0,2017,Round 12
44,35,Michael Barlow,FWD,0,0,2,2,0,0,0,0,2017,Round 12
45,35,Jake Barrett,FWD,0,2,0,2,0,0,0,0,2017,Round 12
46,35,Ryan Bastinac,MID,0,0,1,1,0,0,0,0,2017,Round 12
47,35,Dayne Beams,MID,0,3,8,11,0,0,0,0,2017,Round 12
48,35,Jonathon Beech,FWD,0,0,0,0,0,0,0,0,2017,Round 12
49,35,Jarrod Berry,MID,0,1,1,2,0,0,0,0,2017,Round 12
50,35,Eddie Betts,FWD,0,0,0,0,0,0,0,0,2017,Round 12
51,35,Shane Biggs,DEF,0,0,0,0,0,0,0,0,2017,Round 12
52,35,Jack Billings,FWD,0,0,1,1,0,0,0,0,2017,Round 12
53,35,Connor Blakely,MID,0,0,1,1,0,0,0,0,2017,Round 12
54,35,Travis Boak,FWD,0,1,1,2,0,0,0,0,2017,Round 12
55,35,Matthew Boyd,DEF,0,0,1,1,0,0,0,0,2017,Round 12
56,35,Kaiden Brand,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
57,35,Matthew Broadbent,DEF,0,0,1,1,0,0,0,0,2017,Round 12
58,35,Tim Broomhead,FWD,0,1,0,1,0,0,0,0,2017,Round 12
59,35,Nathan Brown,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
60,35,Callum L. Brown,FWD,0,0,2,2,0,0,0,0,2017,Round 12
61,35,Tomas Bugg,FWD,0,0,0,0,0,0,0,0,2017,Round 12
62,35,Shaun Burgoyne,MID,0,0,0,0,0,0,0,0,2017,Round 12
63,35,Ryan Burton,DEF,0,1,0,1,0,0,0,0,2017,Round 12
64,35,Darcy Byrne-Jones,DEF,0,0,0,0,0,0,0,0,2017,Round 12
65,35,Charles Cameron,FWD,0,0,1,1,0,0,0,0,2017,Round 12
66,35,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2017,Round 12
67,35,Jake Carlisle,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
68,35,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2017,Round 12
69,35,Travis Colyer,MID,0,1,3,4,0,0,0,0,2017,Round 12
70,35,Aidan Corr,KEYD,0,0,1,1,0,0,0,0,2017,Round 12
71,35,James Cousins,MID,0,0,0,0,0,0,0,0,2017,Round 12
72,35,Patrick Cripps,MID,0,2,2,4,0,0,0,1,2017,Round 12
73,35,Jack Crisp,DEF,0,0,0,0,0,0,0,0,2017,Round 12
