,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Mark Jamar,RUC,55,3,1,4,7,57.3,12.7,96,2012,Round 5
1,2,Hamish McIntosh,RUC,40,3,2,5,12,50,30,80,2012,Round 5
2,3,Ben Hudson,RUC,39,1,4,5,7,41.9,17.9,93,2012,Round 5
3,4,Trent West,RUC,38,1,4,5,6,44.7,15.8,85,2012,Round 5
4,5,Mark Seaby,RUC,35,0,1,1,7,41.7,20,84,2012,Round 5
5,6,Darren Jolly,RUC,34,1,3,4,9,37.8,26.5,90,2012,Round 5
6,7,Jonathan Giles,RUC,31,2,2,4,6,38.3,19.4,81,2012,Round 5
7,8,Will Minson,RUC,30,0,2,2,9,44.1,30,68,2012,Round 5
8,9,Shaun Hampson,KEYF,28,0,0,0,2,77.8,7.1,36,2012,Round 5
9,10,Tom Bellchambers,RUC,27,0,3,3,4,37,14.8,73,2012,Round 5
10,10,Ben McEvoy,RUC,27,0,2,2,8,28.1,29.6,96,2012,Round 5
11,10,Zac Smith,RUC,27,2,1,3,9,39.7,33.3,68,2012,Round 5
12,13,Ivan Maric,RUC,26,0,2,2,8,35.6,30.8,73,2012,Round 5
13,13,Nic Naitanui,RUC,26,1,1,2,8,50,30.8,52,2012,Round 5
14,15,Jonathon Griffin,RUC,25,0,2,2,6,37.3,24,67,2012,Round 5
15,15,Matthew Kreuzer,RUC,25,0,0,0,3,41,12,61,2012,Round 5
16,17,Sam Jacobs,RUC,24,0,1,1,7,53.3,29.2,45,2012,Round 5
17,18,Broc McCauley,RUC,23,1,2,3,3,40.4,13,57,2012,Round 5
18,19,Shaun McKernan,KEYF,19,1,2,3,4,59.4,21.1,32,2012,Round 5
19,20,Dean Cox,RUC,16,0,0,0,4,51.6,25,31,2012,Round 5
20,20,Brent Renouf,RUC,16,2,3,5,4,26.2,25,61,2012,Round 5
21,22,Paddy Ryder,RUC,15,0,1,1,2,41.7,13.3,36,2012,Round 5
22,23,David Hale,RUC,12,0,0,0,3,48,25,25,2012,Round 5
23,24,Ayce Cordy,KEYF,11,0,1,1,1,37.9,9.1,29,2012,Round 5
24,25,Jarryd Roughead,KEYF,10,0,3,3,3,47.6,30,21,2012,Round 5
25,26,Drew Petrie,KEYF,9,0,0,0,2,39.1,22.2,23,2012,Round 5
26,26,James Sellar,KEYD,9,0,0,0,3,34.6,33.3,26,2012,Round 5
27,28,Zac Clarke,RUC,7,0,0,0,0,24.1,0,29,2012,Round 5
28,28,Israel Folau,KEYF,7,0,0,0,2,29.2,28.6,24,2012,Round 5
29,30,Chris Dawes,KEYF,6,0,0,0,1,30,16.7,20,2012,Round 5
30,30,Charlie Dixon,KEYD,6,0,1,1,4,22.2,66.7,27,2012,Round 5
31,30,Jordan Roughead,KEYD,6,0,0,0,1,75,16.7,8,2012,Round 5
32,30,Rhys Stanley,KEYF,6,0,0,0,0,21.4,0,28,2012,Round 5
33,34,James Podsiadly,KEYF,5,0,0,0,1,45.5,20,11,2012,Round 5
34,35,Jackson Trengove,KEYD,4,1,0,1,2,23.5,50,17,2012,Round 5
35,35,Brendan Whitecross,FWD,4,0,2,2,0,0,0,0,2012,Round 5
36,37,Jared Brennan,DEF,3,1,1,2,1,75,33.3,4,2012,Round 5
37,37,Tom Hawkins,KEYF,3,0,1,1,1,23.1,33.3,13,2012,Round 5
38,37,Jordan Lewis,FWD,3,0,4,4,0,0,0,0,2012,Round 5
39,37,Matt Maguire,KEYD,3,0,0,0,1,60,33.3,5,2012,Round 5
40,37,Daniel Merrett,KEYF,3,0,0,0,0,23.1,0,13,2012,Round 5
41,37,Cale Morton,MID,3,0,4,4,0,0,0,0,2012,Round 5
42,37,Michael Osborne,FWD,3,0,1,1,1,0,33.3,0,2012,Round 5
43,44,Brad Ebert,MID,2,1,0,1,0,0,0,0,2012,Round 5
44,44,Lewis Roberts-Thomson,KEYF,2,0,1,1,1,11.8,50,17,2012,Round 5
45,44,Ty Vickery,KEYF,2,0,1,1,1,20,50,10,2012,Round 5
46,47,Nathan Bock,KEYF,1,0,0,0,1,25,100,4,2012,Round 5
47,47,Matthew Boyd,MID,1,3,6,9,0,0,0,0,2012,Round 5
48,47,Jonathan Brown,KEYF,1,0,0,0,0,0,0,0,2012,Round 5
49,47,Stephen Coniglio,MID,1,3,0,3,0,0,0,0,2012,Round 5
50,47,Joel Corey,MID,1,1,5,6,0,100,0,1,2012,Round 5
51,47,Aaron Cornelius,KEYF,1,0,0,0,0,25,0,4,2012,Round 5
52,47,Brett Deledio,MID,1,4,0,4,1,0,100,0,2012,Round 5
53,47,Adam Goodes,FWD,1,1,0,1,0,0,0,0,2012,Round 5
54,47,Levi Greenwood,MID,1,0,0,0,1,0,100,0,2012,Round 5
55,47,Lenny Hayes,MID,1,3,7,10,0,0,0,0,2012,Round 5
56,47,Dyson Heppell,DEF,1,0,1,1,1,0,100,0,2012,Round 5
57,47,Daniel Jackson,MID,1,1,1,2,0,0,0,0,2012,Round 5
58,47,Terry Milera,FWD,1,0,0,0,0,100,0,1,2012,Round 5
59,47,Liam Picken,MID,1,1,0,1,0,0,0,0,2012,Round 5
60,47,Dean Polo,MID,1,0,1,1,0,0,0,0,2012,Round 5
61,47,Cyril Rioli,FWD,1,1,0,1,0,0,0,0,2012,Round 5
62,47,Joel Selwood,MID,1,4,3,7,0,0,0,0,2012,Round 5
63,47,Kade Simpson,MID,1,0,3,3,0,0,0,0,2012,Round 5
64,47,Brodie Smith,DEF,1,2,2,4,0,0,0,0,2012,Round 5
65,47,Harry Taylor,KEYD,1,0,0,0,0,25,0,4,2012,Round 5
66,47,Kurt Tippett,KEYF,1,0,0,0,0,100,0,1,2012,Round 5
67,47,Jack Trengove,MID,1,1,2,3,1,0,100,0,2012,Round 5
68,47,Jobe Watson,MID,1,0,4,4,0,0,0,0,2012,Round 5
69,47,Jack Watts,DEF,1,0,0,0,0,50,0,2,2012,Round 5
70,71,Taylor Adams,FWD,0,0,4,4,0,0,0,0,2012,Round 5
71,71,Leigh Adams,FWD,0,1,1,2,0,0,0,0,2012,Round 5
72,71,Jed Adcock,DEF,0,1,4,5,0,0,0,0,2012,Round 5
73,71,Dylan Addison,DEF,0,1,1,2,0,0,0,0,2012,Round 5
74,71,Liam Anthony,MID,0,0,2,2,0,0,0,0,2012,Round 5
75,71,Jack Anthony,KEYF,0,0,0,0,0,0,0,0,2012,Round 5
76,71,Dennis Armfield,FWD,0,0,2,2,0,0,0,0,2012,Round 5
77,71,David Armitage,MID,0,2,2,4,0,0,0,0,2012,Round 5
78,71,Shaun Atley,DEF,0,0,1,1,0,0,0,0,2012,Round 5
79,71,Mark Austin,KEYD,0,0,0,0,0,0,0,0,2012,Round 5
80,71,Rohan Bail,MID,0,0,1,1,0,0,0,0,2012,Round 5
81,71,Hayden Ballantyne,FWD,0,1,2,3,0,0,0,0,2012,Round 5
82,71,Todd Banfield,FWD,0,0,0,0,0,0,0,0,2012,Round 5
83,71,Michael Barlow,MID,0,2,3,5,0,0,0,0,2012,Round 5
84,71,Jimmy Bartel,MID,0,0,0,0,0,0,0,0,2012,Round 5
85,71,Clint Bartram,DEF,0,1,1,2,0,0,0,0,2012,Round 5
86,71,Ryan Bastinac,MID,0,0,4,4,0,0,0,0,2012,Round 5
87,71,Jake Batchelor,DEF,0,0,0,0,0,0,0,0,2012,Round 5
88,71,Matthew Bate,FWD,0,0,3,3,0,0,0,0,2012,Round 5
89,71,Dayne Beams,MID,0,1,2,3,0,0,0,0,2012,Round 5
90,71,Harley Bennell,MID,0,0,4,4,0,0,0,0,2012,Round 5
91,71,Eddie Betts,FWD,0,0,2,2,0,0,0,0,2012,Round 5
92,71,Craig Bird,FWD,0,1,3,4,0,0,0,0,2012,Round 5
93,71,Simon Black,MID,0,2,4,6,0,0,0,0,2012,Round 5
94,71,Jarryd Blair,FWD,0,0,6,6,0,0,0,0,2012,Round 5
95,71,Jason Blake,DEF,0,0,0,0,0,0,0,0,2012,Round 5
96,71,Travis Boak,MID,0,0,1,1,0,0,0,0,2012,Round 5
97,71,Jude Bolton,FWD,0,2,2,4,0,0,0,0,2012,Round 5
98,71,Luke Breust,FWD,0,0,0,0,0,0,0,0,2012,Round 5
99,71,Matthew Broadbent,MID,0,1,0,1,0,0,0,0,2012,Round 5
100,71,Greg Broughton,DEF,0,1,2,3,0,0,0,0,2012,Round 5
101,71,Nathan Brown,KEYD,0,0,1,1,0,0,0,0,2012,Round 5
102,71,Mitchell Brown,KEYD,0,0,0,0,0,0,0,0,2012,Round 5
103,71,Campbell Brown,FWD,0,0,0,0,0,0,0,0,2012,Round 5
104,71,Josh Bruce,KEYF,0,0,0,0,0,0,0,0,2012,Round 5
105,71,Simon Buckley,DEF,0,0,2,2,0,0,0,0,2012,Round 5
106,71,Tomas Bugg,DEF,0,0,2,2,0,0,0,0,2012,Round 5
107,71,Shaun Burgoyne,DEF,0,1,4,5,0,0,0,1,2012,Round 5
108,71,John Butcher,KEYF,0,0,0,0,0,0,0,1,2012,Round 5
109,71,Sam Butler,DEF,0,0,0,0,0,0,0,0,2012,Round 5
110,71,Josh Caddy,MID,0,2,3,5,0,0,0,0,2012,Round 5
111,71,Ian Callinan,FWD,0,0,0,0,0,0,0,0,2012,Round 5
112,71,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2012,Round 5
113,71,Alipate Carlile,KEYD,0,0,0,0,0,0,0,0,2012,Round 5
114,71,Jake Carlisle,KEYD,0,0,0,0,0,0,0,0,2012,Round 5
115,71,Dom Cassisi,MID,0,0,2,2,0,0,0,0,2012,Round 5
116,71,Troy Chaplin,KEYD,0,0,0,0,0,0,0,0,2012,Round 5
