,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Sam Jacobs,RUC,55,0,0,0,9,43.7,16.4,126,2015,Round 3
1,2,Todd Goldstein,RUC,49,0,1,1,15,50,30.6,98,2015,Round 3
2,3,Mark Jamar,RUC,44,0,2,2,8,35.2,18.2,125,2015,Round 3
3,4,Paddy Ryder,RUC,35,2,0,2,11,38.9,31.4,90,2015,Round 3
4,4,Zac Smith,RUC,35,2,4,6,11,34.7,31.4,101,2015,Round 3
5,6,Stefan Martin,RUC,34,2,1,3,6,46.6,17.6,73,2015,Round 3
6,7,Aaron Sandilands,RUC,33,1,1,2,11,58.9,33.3,56,2015,Round 3
7,8,Billy Longer,RUC,32,2,1,3,11,37.2,34.4,86,2015,Round 3
8,9,Brodie Grundy,RUC,30,2,4,6,7,42.3,23.3,71,2015,Round 3
9,10,Ivan Maric,RUC,29,1,2,3,10,35.8,34.5,81,2015,Round 3
10,11,Tom Bellchambers,RUC,28,0,2,2,12,35.9,42.9,78,2015,Round 3
11,11,Shane Mumford,RUC,28,1,2,3,8,43.8,28.6,64,2015,Round 3
12,13,Mike Pyke,RUC,25,1,4,5,10,39.7,40,63,2015,Round 3
13,13,Rhys Stanley,RUC,25,0,0,0,8,26.6,32,94,2015,Round 3
14,15,Cameron Wood,RUC,23,3,5,8,9,28,39.1,82,2015,Round 3
15,16,Ben McEvoy,RUC,22,0,0,0,6,45.8,27.3,48,2015,Round 3
16,17,Will Minson,RUC,21,0,1,1,5,28.4,23.8,74,2015,Round 3
17,18,Nic Naitanui,RUC,20,2,0,2,5,38.5,25,52,2015,Round 3
18,19,Jonathon Ceglar,RUC,15,1,0,1,4,35.7,26.7,42,2015,Round 3
19,20,Harris Andrews,KEYD,13,0,2,2,4,59.1,30.8,22,2015,Round 3
20,21,Mark Blicavs,RUC,12,0,1,1,2,100,16.7,7,2015,Round 3
21,21,Kurt Tippett,KEYF,12,2,1,3,1,40,8.3,30,2015,Round 3
22,23,Levi Casboult,KEYF,9,0,0,0,6,47.4,66.7,19,2015,Round 3
23,24,Zac Clarke,RUC,8,0,2,2,2,25,25,32,2015,Round 3
24,24,Andrew Phillips,RUC,8,1,0,1,2,36.4,25,22,2015,Round 3
25,26,Scott Lycett,RUC,7,1,0,1,2,20.6,28.6,34,2015,Round 3
26,26,Jesse White,KEYF,7,0,0,0,3,43.8,42.9,16,2015,Round 3
27,28,Ayce Cordy,RUC,6,0,0,0,1,46.2,16.7,13,2015,Round 3
28,28,Ben Griffiths,KEYF,6,1,0,1,2,46.2,33.3,13,2015,Round 3
29,28,Josh Jenkins,KEYF,6,0,1,1,0,35.3,0,17,2015,Round 3
30,31,Bernie Vince,MID,5,4,3,7,0,0,0,0,2015,Round 3
31,32,David Mundy,MID,4,1,4,5,1,0,25,0,2015,Round 3
32,32,Jackson Trengove,KEYD,4,0,0,0,1,50,25,8,2015,Round 3
33,34,Patrick Ambrose,FWD,3,2,1,3,1,25,33.3,12,2015,Round 3
34,34,Josh Bruce,KEYF,3,0,0,0,1,33.3,33.3,9,2015,Round 3
35,34,Daniel Cross,DEF,3,0,8,8,0,0,0,0,2015,Round 3
36,34,Joe Daniher,KEYF,3,0,0,0,1,27.3,33.3,11,2015,Round 3
37,34,Chris Dawes,KEYF,3,0,1,1,2,23.1,66.7,13,2015,Round 3
38,34,Luke Hodge,MID,3,4,5,9,0,0,0,0,2015,Round 3
39,34,Jordan Lewis,MID,3,3,2,5,2,0,66.7,0,2015,Round 3
40,34,Maverick Weller,FWD,3,4,2,6,0,0,0,0,2015,Round 3
41,42,Harley Bennell,FWD,2,2,3,5,1,0,50,0,2015,Round 3
42,42,Josh Caddy,MID,2,0,1,1,1,0,50,0,2015,Round 3
43,42,Patrick Cripps,MID,2,2,3,5,2,0,100,0,2015,Round 3
44,42,Patrick Dangerfield,MID,2,0,2,2,0,0,0,0,2015,Round 3
45,42,Andrejs Everitt,FWD,2,0,1,1,0,0,0,0,2015,Round 3
46,42,Bryce Gibbs,MID,2,3,2,5,0,0,0,0,2015,Round 3
47,42,Daniel Gorringe,RUC,2,0,0,0,1,25,50,8,2015,Round 3
48,42,Dyson Heppell,MID,2,1,0,1,0,0,0,0,2015,Round 3
49,42,Jack Macrae,MID,2,1,1,2,1,0,50,0,2015,Round 3
50,42,Matt Shaw,MID,2,0,2,2,0,0,0,0,2015,Round 3
51,42,Koby Stevens,MID,2,2,2,4,1,0,50,0,2015,Round 3
52,42,Dom Tyson,MID,2,2,5,7,0,0,0,0,2015,Round 3
53,42,Jobe Watson,MID,2,1,4,5,1,0,50,0,2015,Round 3
54,55,David Armitage,MID,1,2,3,5,0,0,0,0,2015,Round 3
55,55,Travis Boak,MID,1,3,3,6,1,100,100,1,2015,Round 3
56,55,Mitch Clark,KEYF,1,0,2,2,1,7.1,100,14,2015,Round 3
57,55,Stewart Crameri,FWD,1,0,1,1,0,0,0,0,2015,Round 3
58,55,Sam Day,KEYF,1,0,0,0,0,16.7,0,6,2015,Round 3
59,55,Richard Douglas,MID,1,1,5,6,1,0,100,0,2015,Round 3
60,55,Jamie Elliott,FWD,1,1,1,2,1,0,100,0,2015,Round 3
61,55,Cameron Ellis-Yolmen,MID,1,4,4,8,0,0,0,0,2015,Round 3
62,55,Sam Fisher,KEYD,1,0,1,1,0,0,0,0,2015,Round 3
63,55,Sam Frost,RUC,1,0,0,0,0,20,0,5,2015,Round 3
64,55,Nat Fyfe,MID,1,4,6,10,0,0,0,0,2015,Round 3
65,55,Corey Gault,KEYF,1,0,1,1,1,11.1,100,9,2015,Round 3
