,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Sam Jacobs,RUC,49,1,3,4,18,61.3,36.7,80,2017,Grand Final
1,2,Toby Nankervis,RUC,28,1,2,3,6,40,21.4,70,2017,Grand Final
2,3,Josh Jenkins,KEYF,6,0,1,1,3,42.9,50,14,2017,Grand Final
3,4,David Astbury,KEYD,0,0,0,0,0,0,0,0,2017,Grand Final
4,4,Rory Atkins,MID,0,0,2,2,0,0,0,0,2017,Grand Final
5,4,Eddie Betts,FWD,0,0,1,1,0,0,0,0,2017,Grand Final
6,4,Nathan Broad,DEF,0,1,1,2,0,0,0,0,2017,Grand Final
7,4,Luke Brown,DEF,0,0,1,1,0,0,0,0,2017,Grand Final
8,4,Dan Butler,FWD,0,0,1,1,0,0,0,0,2017,Grand Final
9,4,Josh Caddy,FWD,0,0,1,1,0,0,0,1,2017,Grand Final
10,4,Charles Cameron,FWD,0,1,0,1,0,0,0,0,2017,Grand Final
11,4,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2017,Grand Final
12,4,Trent Cotchin,MID,0,3,3,6,0,0,0,0,2017,Grand Final
13,4,Matt Crouch,MID,0,2,3,5,0,0,0,0,2017,Grand Final
14,4,Brad Crouch,MID,0,3,4,7,0,0,0,0,2017,Grand Final
15,4,Richard Douglas,MID,0,1,3,4,0,0,0,0,2017,Grand Final
16,4,Shane Edwards,FWD,0,1,6,7,0,0,0,0,2017,Grand Final
17,4,Brandon Ellis,DEF,0,0,0,0,0,0,0,0,2017,Grand Final
18,4,Jack Graham,MID,0,1,4,5,0,0,0,0,2017,Grand Final
19,4,Hugh Greenwood,MID,0,1,2,3,0,0,0,0,2017,Grand Final
20,4,Shaun Grigg,MID,0,0,5,5,0,0,0,13,2017,Grand Final
21,4,Dylan Grimes,DEF,0,0,0,0,0,0,0,0,2017,Grand Final
22,4,Kyle Hartigan,KEYD,0,0,0,0,0,0,0,0,2017,Grand Final
23,4,Bachar Houli,DEF,0,0,1,1,0,0,0,0,2017,Grand Final
24,4,Jake Kelly,DEF,0,0,2,2,0,0,0,0,2017,Grand Final
25,4,Riley Knight,FWD,0,0,1,1,0,0,0,0,2017,Grand Final
26,4,Rory Laird,DEF,0,1,0,1,0,0,0,0,2017,Grand Final
27,4,Kane Lambert,FWD,0,0,2,2,0,0,0,0,2017,Grand Final
28,4,Jake Lever,KEYD,0,0,0,0,0,0,0,0,2017,Grand Final
29,4,Tom Lynch,FWD,0,0,1,1,0,0,0,0,2017,Grand Final
30,4,David Mackay,MID,0,0,0,0,0,0,0,0,2017,Grand Final
31,4,Dustin Martin,MID,0,3,3,6,0,0,0,0,2017,Grand Final
32,4,Kamdyn McIntosh,MID,0,0,0,0,0,0,0,0,2017,Grand Final
33,4,Andy Otten,KEYF,0,0,0,0,0,0,0,0,2017,Grand Final
34,4,Dion Prestia,MID,0,3,2,5,0,0,0,0,2017,Grand Final
35,4,Alex Rance,KEYD,0,0,0,0,0,0,0,0,2017,Grand Final
36,4,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,5,2017,Grand Final
37,4,Daniel Rioli,FWD,0,1,0,1,0,0,0,2,2017,Grand Final
38,4,Paul Seedsman,MID,0,0,0,0,0,0,0,0,2017,Grand Final
39,4,Rory Sloane,MID,0,2,3,5,0,0,0,0,2017,Grand Final
40,4,Daniel Talia,KEYD,0,0,0,0,0,0,0,0,2017,Grand Final
41,4,Jacob Townsend,FWD,0,0,0,0,0,0,0,0,2017,Grand Final
42,4,Nick Vlastuin,DEF,0,0,0,0,0,0,0,0,2017,Grand Final
43,4,Taylor Walker,KEYF,0,0,0,0,0,0,0,0,2017,Grand Final
