,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Max Gawn,RUC,56,2,5,7,19,65.1,33.9,86,2019,Round 9
1,2,Brodie Grundy,RUC,49,2,5,7,10,58.3,20.4,84,2019,Round 9
2,3,Todd Goldstein,RUC,39,2,1,3,11,52.7,28.2,74,2019,Round 9
3,4,Reilly O'Brien,RUC,37,0,2,2,13,41.1,35.1,90,2019,Round 9
4,5,Callum Sinclair,RUC,35,2,1,3,6,43.2,17.1,81,2019,Round 9
5,5,Ivan Soldo,RUC,35,0,2,2,17,59.3,48.6,59,2019,Round 9
6,7,Jarrod Witts,RUC,34,0,5,5,8,39.1,23.5,87,2019,Round 9
7,8,Rory Lobb,RUC,33,2,1,3,10,49.3,30.3,67,2019,Round 9
8,9,Matthew Kreuzer,RUC,32,1,4,5,7,44.4,21.9,72,2019,Round 9
9,10,Shane Mumford,RUC,31,1,4,5,14,39.7,45.2,78,2019,Round 9
10,11,Tom Bellchambers,RUC,28,0,4,4,9,45.2,32.1,62,2019,Round 9
11,12,Paddy Ryder,RUC,27,1,0,1,7,54,25.9,50,2019,Round 9
12,13,Oscar McInerney,RUC,25,1,1,2,9,47.2,36,53,2019,Round 9
13,14,Ryan Abbott,RUC,24,1,2,3,3,36.4,12.5,66,2019,Round 9
14,14,Rowan Marshall,RUC,24,2,3,5,8,37.5,33.3,64,2019,Round 9
15,16,Scott Lycett,RUC,23,1,0,1,5,46,21.7,50,2019,Round 9
16,16,Stefan Martin,RUC,23,0,1,1,6,46,26.1,50,2019,Round 9
17,16,Jackson Trengove,KEYD,23,2,1,3,10,28.8,43.5,80,2019,Round 9
18,19,Darcy Fort,KEYF,18,1,0,1,6,72,33.3,25,2019,Round 9
19,20,Jonathon Ceglar,RUC,15,1,4,5,4,28.3,26.7,53,2019,Round 9
20,21,Tom Hickey,RUC,11,1,1,2,2,21.6,18.2,51,2019,Round 9
21,22,Nathan Vardy,RUC,7,0,0,0,3,19.4,42.9,36,2019,Round 9
22,23,Noah Balta,RUC,6,1,2,3,3,37.5,50,16,2019,Round 9
