,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Shane Mumford,RUC,50,2,1,3,12,51.5,24,97,2016,Round 18
1,2,Max Gawn,RUC,41,3,0,3,12,49.4,29.3,83,2016,Round 18
2,2,Sam Jacobs,RUC,41,0,2,2,9,47.1,22,87,2016,Round 18
3,4,Shaun Hampson,RUC,36,0,1,1,16,57.1,44.4,63,2016,Round 18
4,4,Matthew Leuenberger,RUC,36,0,3,3,10,48.6,27.8,74,2016,Round 18
5,6,Tom Hickey,RUC,34,1,3,4,5,47.9,14.7,71,2016,Round 18
6,7,Sam Naismith,RUC,31,2,0,2,6,38.8,19.4,80,2016,Round 18
7,8,Brodie Grundy,RUC,29,1,3,4,14,39.2,48.3,74,2016,Round 18
8,8,Stefan Martin,RUC,29,4,2,6,15,37.2,51.7,78,2016,Round 18
9,10,Rhys Stanley,RUC,26,1,0,1,5,32.9,19.2,79,2016,Round 18
10,11,Tom Nicholls,RUC,24,1,5,6,6,36.9,25,65,2016,Round 18
11,12,Zac Clarke,RUC,23,0,1,1,7,42.6,30.4,54,2016,Round 18
12,12,Matthew Kreuzer,RUC,23,0,4,4,4,31.9,17.4,72,2016,Round 18
13,12,Jackson Trengove,RUC,23,3,5,8,8,23.5,34.8,98,2016,Round 18
14,15,Jonathon Ceglar,RUC,22,0,1,1,5,43.1,22.7,51,2016,Round 18
15,16,Todd Goldstein,RUC,21,3,1,4,10,36.8,47.6,57,2016,Round 18
16,16,Scott Lycett,RUC,21,2,3,5,4,31.3,19,67,2016,Round 18
17,18,Jonathan Giles,RUC,17,0,1,1,3,44.7,17.6,38,2016,Round 18
18,18,Andrew Phillips,RUC,17,1,1,2,6,35.4,35.3,48,2016,Round 18
19,20,Jordan Roughead,RUC,15,1,3,4,2,32.6,13.3,46,2016,Round 18
20,21,Jonathon Griffin,RUC,14,0,0,0,3,42.4,21.4,33,2016,Round 18
21,21,Callum Sinclair,RUC,14,0,3,3,7,37.8,50,37,2016,Round 18
22,23,Tom Boyd,KEYF,13,0,0,0,1,36.1,7.7,36,2016,Round 18
23,24,Mark Blicavs,MID,12,0,3,3,2,54.5,16.7,22,2016,Round 18
24,24,Rory Lobb,KEYF,12,0,0,0,5,60,41.7,20,2016,Round 18
25,26,Majak Daw,RUC,11,0,0,0,3,42.3,27.3,26,2016,Round 18
26,26,Ben McEvoy,RUC,11,0,0,0,1,36.7,9.1,30,2016,Round 18
27,28,Josh Jenkins,KEYF,6,0,1,1,0,42.9,0,14,2016,Round 18
28,29,Shaun McKernan,KEYF,5,0,3,3,0,31.3,0,16,2016,Round 18
29,29,Elliot Yeo,FWD,5,0,2,2,0,0,0,0,2016,Round 18
30,31,Sam Collins,KEYD,4,0,1,1,1,0,25,0,2016,Round 18
31,31,Patrick Cripps,MID,4,2,9,11,2,0,50,0,2016,Round 18
32,31,Luke Parker,MID,4,3,3,6,3,0,75,0,2016,Round 18
33,31,Nick Riewoldt,KEYF,4,0,0,0,2,0,50,0,2016,Round 18
34,31,Josh Walker,KEYF,4,0,0,0,0,40,0,10,2016,Round 18
35,31,Justin Westhoff,KEYF,4,1,0,1,0,20,0,20,2016,Round 18
36,31,Peter Wright,KEYF,4,0,1,1,0,23.5,0,17,2016,Round 18
37,38,Blake Acres,FWD,3,0,0,0,2,0,66.7,0,2016,Round 18
38,38,Connor Blakely,MID,3,1,3,4,2,0,66.7,0,2016,Round 18
39,38,Zac Dawson,KEYD,3,0,0,0,2,0,66.7,0,2016,Round 18
40,38,Bryce Gibbs,MID,3,2,5,7,2,0,66.7,0,2016,Round 18
41,38,Ben Griffiths,KEYF,3,0,0,0,2,18.8,66.7,16,2016,Round 18
42,38,Shaun Grigg,MID,3,1,3,4,1,0,33.3,0,2016,Round 18
43,38,Jack Watts,KEYF,3,0,2,2,1,16.7,33.3,18,2016,Round 18
44,38,Ollie Wines,MID,3,1,9,10,0,0,0,0,2016,Round 18
45,46,Brendon Goddard,MID,2,3,2,5,1,0,50,0,2016,Round 18
46,46,Kyle Langford,FWD,2,3,0,3,0,0,0,0,2016,Round 18
47,46,Jack Martin,DEF,2,1,0,1,0,0,0,0,2016,Round 18
48,46,Jack Redpath,KEYF,2,0,0,0,0,66.7,0,3,2016,Round 18
49,46,Dean Towers,FWD,2,0,4,4,0,66.7,0,3,2016,Round 18
50,51,Harris Andrews,KEYD,1,0,0,0,0,100,0,1,2016,Round 18
51,51,Jack Billings,FWD,1,0,3,3,0,0,0,0,2016,Round 18
52,51,Josh Bruce,KEYF,1,0,0,0,0,7.1,0,14,2016,Round 18
53,51,John Butcher,KEYF,1,0,0,0,1,0,100,0,2016,Round 18
54,51,Jack Crisp,MID,1,0,2,2,0,0,0,0,2016,Round 18
55,51,Chris Dawes,KEYF,1,0,0,0,0,33.3,0,3,2016,Round 18
56,51,Trent Dumont,MID,1,0,0,0,1,0,100,0,2016,Round 18
57,51,Mitch Duncan,MID,1,0,1,1,0,0,0,0,2016,Round 18
58,51,Sam Gilbert,KEYD,1,0,0,0,0,0,0,0,2016,Round 18
59,51,Toby Greene,FWD,1,2,4,6,0,0,0,0,2016,Round 18
60,51,Pearce Hanley,MID,1,3,0,3,0,0,0,0,2016,Round 18
61,51,Stephen Hill,MID,1,4,2,6,1,0,100,0,2016,Round 18
62,51,Steve Johnson,FWD,1,2,2,4,1,0,100,0,2016,Round 18
63,51,Jack Redden,MID,1,1,2,3,0,0,0,0,2016,Round 18
64,51,Sebastian Ross,MID,1,1,1,2,0,0,0,0,2016,Round 18
65,51,Rory Sloane,MID,1,2,4,6,0,0,0,0,2016,Round 18
66,51,Dom Tyson,MID,1,1,2,3,1,0,100,0,2016,Round 18
67,51,Callan Ward,MID,1,0,5,5,0,0,0,0,2016,Round 18
68,51,Jesse White,KEYF,1,1,1,2,0,11.1,0,9,2016,Round 18
69,51,Jack Ziebell,MID,1,1,0,1,1,0,100,0,2016,Round 18
70,71,Taylor Adams,MID,0,3,2,5,0,0,0,0,2016,Round 18
71,71,Callum Ah Chee,FWD,0,0,0,0,0,0,0,0,2016,Round 18
72,71,Brendon Ah Chee,FWD,0,0,1,1,0,0,0,0,2016,Round 18
