,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Brodie Grundy,RUC,20,2,0,2,6,48.8,30,41,2020,Semi Finals
1,1,Rowan Marshall,RUC,20,0,2,2,8,48.8,40,41,2020,Semi Finals
2,3,Darcy Cameron,KEYF,16,0,0,0,3,51.6,18.8,31,2020,Semi Finals
3,4,Toby Nankervis,RUC,15,2,2,4,5,34.1,33.3,44,2020,Semi Finals
4,5,Rhys Stanley,RUC,13,2,2,4,2,28.9,15.4,45,2020,Semi Finals
5,6,Mark Blicavs,KEYD,6,0,1,1,2,31.6,33.3,19,2020,Semi Finals
6,7,Dougal Howard,KEYD,2,0,1,1,0,66.7,0,3,2020,Semi Finals
7,7,Max King,KEYF,2,0,0,0,0,100,0,2,2020,Semi Finals
8,7,Jonathon Marsh,KEYF,2,0,3,3,1,16.7,50,12,2020,Semi Finals
9,10,Noah Balta,KEYD,1,0,0,0,0,50,0,2,2020,Semi Finals
10,10,Mason Cox,KEYF,1,0,0,0,0,100,0,1,2020,Semi Finals
11,12,Gary Ablett,FWD,0,0,2,2,0,0,0,0,2020,Semi Finals
12,12,Taylor Adams,MID,0,2,2,4,0,0,0,0,2020,Semi Finals
13,12,David Astbury,KEYD,0,0,1,1,0,0,0,8,2020,Semi Finals
14,12,Liam Baker,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
15,12,Josh Battle,FWD,0,1,0,1,0,0,0,0,2020,Semi Finals
16,12,Jed Bews,DEF,0,0,1,1,0,0,0,0,2020,Semi Finals
17,12,Jack Billings,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
18,12,Shai Bolton,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
19,12,Nathan Broad,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
20,12,Dan Butler,FWD,0,1,0,1,0,0,0,0,2020,Semi Finals
21,12,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
22,12,Hunter Clark,DEF,0,0,1,1,0,0,0,0,2020,Semi Finals
23,12,Nick Coffield,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
24,12,Trent Cotchin,MID,0,0,1,1,0,0,0,0,2020,Semi Finals
25,12,Jack Crisp,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
26,12,Luke Dahlhaus,FWD,0,2,0,2,0,0,0,0,2020,Semi Finals
27,12,Josh Daicos,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
28,12,Patrick Dangerfield,MID,0,2,1,3,0,0,0,0,2020,Semi Finals
29,12,Jordan De Goey,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
30,12,Mitch Duncan,MID,0,1,0,1,0,0,0,0,2020,Semi Finals
31,12,Shane Edwards,MID,0,2,3,5,0,0,0,0,2020,Semi Finals
32,12,Jamie Elliott,FWD,0,2,4,6,0,0,0,0,2020,Semi Finals
33,12,Jarryn Geary,DEF,0,0,1,1,0,0,0,0,2020,Semi Finals
34,12,Jack Graham,MID,0,1,0,1,0,0,0,0,2020,Semi Finals
35,12,Levi Greenwood,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
36,12,Dylan Grimes,KEYD,0,0,0,0,0,0,0,0,2020,Semi Finals
37,12,Cameron Guthrie,MID,0,2,3,5,0,0,0,0,2020,Semi Finals
38,12,Dan Hannebery,MID,0,1,4,5,0,0,0,0,2020,Semi Finals
39,12,Tom Hawkins,KEYF,0,0,1,1,0,0,0,9,2020,Semi Finals
40,12,Lachie Henderson,KEYD,0,0,0,0,0,0,0,0,2020,Semi Finals
41,12,Jack Henry,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
42,12,Bradley Hill,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
43,12,Will Hoskin-Elliott,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
44,12,Bachar Houli,DEF,0,2,1,3,0,0,0,0,2020,Semi Finals
45,12,Zak Jones,MID,0,1,1,2,0,0,0,0,2020,Semi Finals
46,12,Dean Kent,FWD,0,0,1,1,0,0,0,0,2020,Semi Finals
47,12,Jake Kolodjashnij,DEF,0,0,1,1,0,0,0,0,2020,Semi Finals
48,12,Kane Lambert,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
49,12,Jack Lonie,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
50,12,Tom J. Lynch,KEYF,0,0,1,1,0,0,0,6,2020,Semi Finals
51,12,Jack Madgen,KEYD,0,0,0,0,0,0,0,0,2020,Semi Finals
52,12,Dustin Martin,FWD,0,3,3,6,0,0,0,1,2020,Semi Finals
53,12,Brayden Maynard,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
54,12,Chris Mayne,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
55,12,Kamdyn McIntosh,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
56,12,Tim Membrey,KEYF,0,0,0,0,0,0,0,2,2020,Semi Finals
57,12,Sam Menegola,MID,0,0,3,3,0,0,0,0,2020,Semi Finals
58,12,Gryan Miers,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
59,12,Brody Mihocek,KEYF,0,0,0,0,0,0,0,0,2020,Semi Finals
60,12,Darcy Moore,KEYD,0,0,1,1,0,0,0,0,2020,Semi Finals
61,12,John Noble,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
62,12,Mark O'Connor,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
63,12,Brandan Parfitt,MID,0,1,2,3,0,0,0,0,2020,Semi Finals
64,12,Ben Paton,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
65,12,Scott Pendlebury,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
66,12,Marlion Pickett,MID,0,2,0,2,0,0,0,0,2020,Semi Finals
67,12,Dion Prestia,MID,0,2,2,4,0,0,0,0,2020,Semi Finals
68,12,Isaac Quaynor,DEF,0,1,0,1,0,0,0,0,2020,Semi Finals
69,12,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,0,2020,Semi Finals
70,12,Daniel Rioli,FWD,0,1,0,1,0,0,0,0,2020,Semi Finals
71,12,Gary Rohan,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
72,12,Sebastian Ross,MID,0,0,3,3,0,0,0,0,2020,Semi Finals
73,12,Jordan Roughead,KEYD,0,0,0,0,0,0,0,0,2020,Semi Finals
74,12,Shane Savage,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
75,12,Joel Selwood,MID,0,2,2,4,0,0,0,0,2020,Semi Finals
76,12,Jayden Short,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
77,12,Sam Simpson,FWD,0,0,2,2,0,0,0,0,2020,Semi Finals
78,12,Jack Sinclair,MID,0,0,2,2,0,0,0,0,2020,Semi Finals
79,12,Jack Steele,MID,0,1,2,3,0,0,0,0,2020,Semi Finals
80,12,Jaidyn Stephenson,FWD,0,0,0,0,0,0,0,0,2020,Semi Finals
81,12,Tom Stewart,DEF,0,0,1,1,0,0,0,0,2020,Semi Finals
82,12,Harry Taylor,KEYD,0,0,0,0,0,0,0,0,2020,Semi Finals
83,12,Josh Thomas,FWD,0,0,3,3,0,0,0,0,2020,Semi Finals
84,12,Adam Treloar,MID,0,2,2,4,0,0,0,0,2020,Semi Finals
85,12,Zach Tuohy,MID,0,0,0,0,0,0,0,0,2020,Semi Finals
86,12,Nick Vlastuin,DEF,0,0,0,0,0,0,0,0,2020,Semi Finals
87,12,Callum Wilkie,DEF,0,0,0,0,0,0,0,1,2020,Semi Finals
