,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Max Gawn,RUC,56,0,1,1,19,69.1,33.9,81,2018,Round 5
1,2,Aaron Sandilands,RUC,53,1,0,1,14,79.1,26.4,67,2018,Round 5
2,3,Rhys Stanley,RUC,45,0,3,3,13,57.7,28.9,78,2018,Round 5
3,4,Sam Jacobs,RUC,42,1,2,3,7,57.5,16.7,73,2018,Round 5
4,5,Dawson Simpson,RUC,37,2,2,4,14,55.2,37.8,67,2018,Round 5
5,6,Brodie Grundy,RUC,32,3,1,4,10,57.1,31.3,56,2018,Round 5
6,6,Callum Sinclair,RUC,32,1,1,2,7,40.5,21.9,79,2018,Round 5
7,8,Todd Goldstein,RUC,31,1,0,1,10,47.7,32.3,65,2018,Round 5
8,9,Stefan Martin,RUC,30,2,4,6,8,43.5,26.7,69,2018,Round 5
9,10,Tom Hickey,RUC,29,1,6,7,4,40.8,13.8,71,2018,Round 5
10,10,Ben McEvoy,RUC,29,1,0,1,8,50.9,27.6,57,2018,Round 5
11,12,Jarrod Witts,RUC,27,3,2,5,8,46.6,29.6,58,2018,Round 5
12,13,Nic Naitanui,RUC,26,1,2,3,6,60.5,23.1,43,2018,Round 5
13,13,Justin Westhoff,KEYF,26,1,4,5,4,42.6,15.4,61,2018,Round 5
14,15,Andrew Phillips,RUC,24,0,1,1,6,31.6,25,76,2018,Round 5
15,16,Scott Lycett,RUC,23,2,1,3,3,48.9,13,47,2018,Round 5
16,17,Tom Bellchambers,RUC,20,0,1,1,8,35.7,40,56,2018,Round 5
17,18,Toby Nankervis,RUC,19,1,2,3,9,28.8,47.4,66,2018,Round 5
18,18,Esava Ratugolea,KEYF,19,0,1,1,6,51.4,31.6,37,2018,Round 5
19,20,Dougal Howard,KEYD,15,0,0,0,4,30,26.7,50,2018,Round 5
20,21,Tim English,RUC,13,3,0,3,3,22.8,23.1,57,2018,Round 5
21,22,Sam Weideman,KEYF,9,0,0,0,2,56.3,22.2,16,2018,Round 5
22,23,Sam Day,KEYF,7,0,1,1,1,41.2,14.3,17,2018,Round 5
23,24,Levi Casboult,KEYF,6,0,0,0,3,42.9,50,14,2018,Round 5
24,24,Josh Jenkins,KEYF,6,1,0,1,2,35.3,33.3,17,2018,Round 5
25,24,Jonathon Patton,KEYF,6,0,1,1,1,31.6,16.7,19,2018,Round 5
26,24,Alex Pearce,KEYD,6,0,1,1,1,46.2,16.7,13,2018,Round 5
27,28,Jarryd Roughead,KEYF,5,2,2,4,0,50,0,10,2018,Round 5
28,28,Dean Towers,FWD,5,2,1,3,1,41.7,20,12,2018,Round 5
29,30,Mason Cox,KEYF,4,0,0,0,0,40,0,10,2018,Round 5
30,30,Majak Daw,KEYD,4,0,1,1,1,44.4,25,9,2018,Round 5
31,32,Tom Boyd,RUC,3,0,0,0,0,15.8,0,19,2018,Round 5
32,32,Shaun Grigg,MID,3,3,3,6,1,21.4,33.3,14,2018,Round 5
33,34,Blake Acres,FWD,2,0,3,3,0,14.3,0,14,2018,Round 5
34,34,James Stewart,KEYF,2,0,1,1,0,66.7,0,3,2018,Round 5
35,34,Matt Taberner,KEYF,2,0,0,0,0,66.7,0,3,2018,Round 5
36,37,Trent Cotchin,MID,1,1,1,2,0,25,0,4,2018,Round 5
37,37,Joe Daniher,KEYF,1,1,2,3,0,10,0,10,2018,Round 5
38,37,Charlie Dixon,KEYF,1,0,0,0,0,20,0,5,2018,Round 5
39,37,Josh Dunkley,FWD,1,0,0,0,1,33.3,100,3,2018,Round 5
40,37,Billy Gowers,FWD,1,0,0,0,0,33.3,0,3,2018,Round 5
41,37,Ben Reid,KEYF,1,0,0,0,0,33.3,0,3,2018,Round 5
42,43,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2018,Round 5
43,43,James Aish,MID,0,0,1,1,0,0,0,0,2018,Round 5
44,43,Jacob Allison,DEF,0,0,0,0,0,0,0,0,2018,Round 5
45,43,Karl Amon,MID,0,1,1,2,0,0,0,0,2018,Round 5
46,43,Jed Anderson,MID,0,4,1,5,0,0,0,0,2018,Round 5
47,43,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2018,Round 5
48,43,David Astbury,KEYD,0,0,1,1,0,0,0,0,2018,Round 5
49,43,Rory Atkins,MID,0,0,2,2,0,0,0,0,2018,Round 5
50,43,Shaun Atley,FWD,0,2,1,3,0,0,0,0,2018,Round 5
51,43,Mark Baguley,FWD,0,0,0,0,0,0,0,0,2018,Round 5
52,43,Zac Bailey,FWD,0,0,1,1,0,0,0,0,2018,Round 5
53,43,Hayden Ballantyne,FWD,0,0,1,1,0,0,0,0,2018,Round 5
54,43,Bailey Banfield,FWD,0,0,0,0,0,0,0,0,2018,Round 5
55,43,Tom Barrass,KEYD,0,0,0,0,0,0,0,0,2018,Round 5
56,43,Ryan Bastinac,MID,0,0,2,2,0,0,0,0,2018,Round 5
57,43,Dayne Beams,MID,0,2,3,5,0,0,0,0,2018,Round 5
58,43,Josh Begley,FWD,0,0,0,0,0,0,0,0,2018,Round 5
59,43,Jarrod Berry,MID,0,2,2,4,0,0,0,0,2018,Round 5
60,43,Jed Bews,DEF,0,0,0,0,0,0,0,0,2018,Round 5
61,43,Jack Billings,FWD,0,0,0,0,0,0,0,0,2018,Round 5
62,43,Connor Blakely,DEF,0,0,0,0,0,0,0,0,2018,Round 5
63,43,Mark Blicavs,KEYD,0,0,1,1,0,0,0,0,2018,Round 5
64,43,Travis Boak,FWD,0,0,4,4,0,0,0,0,2018,Round 5
65,43,Riley Bonner,DEF,0,0,1,1,0,0,0,0,2018,Round 5
66,43,Marcus Bontempelli,MID,0,1,3,4,0,0,0,1,2018,Round 5
67,43,Jack Bowes,MID,0,0,1,1,0,0,0,0,2018,Round 5
68,43,Angus Brayshaw,MID,0,0,1,1,0,0,0,0,2018,Round 5
69,43,Andrew Brayshaw,MID,0,0,0,0,0,0,0,0,2018,Round 5
70,43,Luke Breust,FWD,0,1,2,3,0,0,0,1,2018,Round 5
71,43,Nathan Broad,DEF,0,0,1,1,0,0,0,0,2018,Round 5
72,43,Luke Brown,DEF,0,0,1,1,0,0,0,0,2018,Round 5
73,43,Ben Brown,KEYF,0,0,0,0,0,0,0,0,2018,Round 5
74,43,Nathan Brown,KEYD,0,0,0,0,0,0,0,0,2018,Round 5
75,43,Callum L. Brown,FWD,0,0,0,0,0,0,0,0,2018,Round 5
76,43,Ryan Burton,DEF,0,0,0,0,0,0,0,0,2018,Round 5
77,43,Dan Butler,FWD,0,0,0,0,0,0,0,0,2018,Round 5
78,43,Darcy Byrne-Jones,DEF,0,0,1,1,0,0,0,0,2018,Round 5
79,43,Charles Cameron,FWD,0,0,0,0,0,0,0,0,2018,Round 5
80,43,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2018,Round 5
81,43,Jake Carlisle,KEYD,0,0,0,0,0,0,0,1,2018,Round 5
82,43,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2018,Round 5
83,43,Adam Cerra,FWD,0,0,2,2,0,0,0,0,2018,Round 5
84,43,Allen Christensen,FWD,0,0,2,2,0,0,0,0,2018,Round 5
85,43,Hunter Clark,DEF,0,0,0,0,0,0,0,0,2018,Round 5
86,43,Ryan Clarke,DEF,0,0,1,1,0,0,0,0,2018,Round 5
87,43,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2018,Round 5
88,43,Nick Coffield,DEF,0,0,0,0,0,0,0,0,2018,Round 5
89,43,Tom Cole,DEF,0,0,0,0,0,0,0,0,2018,Round 5
90,43,Reece Conca,MID,0,1,3,4,0,0,0,0,2018,Round 5
91,43,Stephen Coniglio,MID,0,3,4,7,0,0,0,0,2018,Round 5
