,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Shaun Hampson,RUC,42,0,1,1,18,59.2,42.9,71,2016,Round 12
1,2,Nic Naitanui,RUC,40,1,1,2,13,66.7,32.5,60,2016,Round 12
2,3,Todd Goldstein,RUC,38,1,3,4,9,46.3,23.7,82,2016,Round 12
3,4,Sam Jacobs,RUC,36,0,1,1,9,42.9,25,84,2016,Round 12
4,5,Shane Mumford,RUC,33,0,1,1,12,42.3,36.4,78,2016,Round 12
5,6,Tom Hickey,RUC,32,3,4,7,13,45.1,40.6,71,2016,Round 12
6,7,Max Gawn,RUC,31,1,3,4,4,44.3,12.9,70,2016,Round 12
7,8,Stefan Martin,RUC,30,1,2,3,7,56.6,23.3,53,2016,Round 12
8,9,Matthew Leuenberger,RUC,29,1,1,2,8,50,27.6,58,2016,Round 12
9,9,Jordan Roughead,RUC,29,0,1,1,7,58,24.1,50,2016,Round 12
10,11,Callum Sinclair,RUC,25,1,1,2,9,37.3,36,67,2016,Round 12
11,12,Tom Campbell,RUC,24,0,3,3,7,43.6,29.2,55,2016,Round 12
12,13,Tom Nicholls,RUC,23,1,1,2,7,33.8,30.4,68,2016,Round 12
13,14,Brodie Grundy,RUC,22,0,1,1,7,48.9,31.8,45,2016,Round 12
14,14,Jackson Trengove,RUC,22,2,4,6,4,26.5,18.2,83,2016,Round 12
15,16,Zac Clarke,RUC,20,1,3,4,6,29.9,30,67,2016,Round 12
16,17,Matthew Kreuzer,RUC,18,2,2,4,6,25.4,33.3,71,2016,Round 12
17,17,Trent West,RUC,18,1,0,1,5,36,27.8,50,2016,Round 12
18,19,Scott Lycett,RUC,17,1,1,2,4,37,23.5,46,2016,Round 12
19,19,Zac Smith,RUC,17,0,3,3,9,29.3,52.9,58,2016,Round 12
20,21,Ben McEvoy,RUC,14,0,3,3,4,41.2,28.6,34,2016,Round 12
21,22,Jack Hannath,RUC,12,3,0,3,3,34.3,25,35,2016,Round 12
22,22,Mark Jamar,RUC,12,0,2,2,6,54.5,50,22,2016,Round 12
23,24,Marc Pittonet,RUC,11,3,2,5,5,23.9,45.5,46,2016,Round 12
24,24,Kurt Tippett,RUC,11,0,0,0,3,37.9,27.3,29,2016,Round 12
25,26,Lewis Pierce,RUC,10,0,1,1,3,37,30,27,2016,Round 12
26,26,Jarrod Witts,RUC,10,2,0,2,4,24.4,40,41,2016,Round 12
27,28,Daniel Gorringe,KEYF,9,0,0,0,4,33.3,44.4,27,2016,Round 12
28,28,Rory Lobb,KEYF,9,0,0,0,3,47.4,33.3,19,2016,Round 12
29,28,Rhys Stanley,RUC,9,1,1,2,4,32.1,44.4,28,2016,Round 12
30,31,Mark Blicavs,MID,7,1,3,4,0,100,0,7,2016,Round 12
31,31,Dougal Howard,KEYF,7,0,1,1,4,33.3,57.1,21,2016,Round 12
32,33,Ollie Wines,MID,6,2,2,4,1,0,16.7,0,2016,Round 12
33,34,Ben Brown,KEYF,5,0,0,0,2,41.7,40,12,2016,Round 12
34,34,Bryce Gibbs,MID,5,1,3,4,3,0,60,0,2016,Round 12
35,34,Ben Griffiths,KEYF,5,1,0,1,0,35.7,0,14,2016,Round 12
36,37,Zac Dawson,KEYD,4,0,0,0,0,0,0,0,2016,Round 12
37,37,Josh Jenkins,KEYF,4,0,3,3,1,19,25,21,2016,Round 12
38,39,Shaun Edwards,FWD,3,0,0,0,1,0,33.3,0,2016,Round 12
39,39,Ryan Griffen,MID,3,1,4,5,1,0,33.3,0,2016,Round 12
40,39,David Mundy,MID,3,2,3,5,2,0,66.7,0,2016,Round 12
41,39,Dom Tyson,MID,3,3,0,3,1,0,33.3,0,2016,Round 12
42,39,Callan Ward,MID,3,1,3,4,1,0,33.3,0,2016,Round 12
43,44,Blake Acres,FWD,2,0,0,0,1,0,50,0,2016,Round 12
