,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Scott Lycett,RUC,30,1,0,1,8,54.5,26.7,55,2020,Preliminary Finals
1,2,Oscar McInerney,RUC,22,0,2,2,3,37.9,13.6,58,2020,Preliminary Finals
2,3,Toby Nankervis,RUC,19,2,2,4,6,38.8,31.6,49,2020,Preliminary Finals
3,4,Rhys Stanley,RUC,16,0,0,0,3,39,18.8,41,2020,Preliminary Finals
4,5,Peter Ladhams,RUC,14,0,0,0,3,58.3,21.4,24,2020,Preliminary Finals
5,6,Stefan Martin,RUC,13,1,0,1,3,46.4,23.1,28,2020,Preliminary Finals
6,7,Mark Blicavs,KEYD,11,1,3,4,3,39.3,27.3,28,2020,Preliminary Finals
7,7,Tom Hawkins,KEYF,11,0,2,2,3,57.9,27.3,19,2020,Preliminary Finals
8,9,David Astbury,KEYD,3,1,2,3,0,13.6,0,22,2020,Preliminary Finals
9,10,Charlie Dixon,KEYF,1,0,0,0,0,33.3,0,3,2020,Preliminary Finals
10,10,Tom J. Lynch,KEYF,1,0,0,0,1,9.1,100,11,2020,Preliminary Finals
11,10,Daniel McStay,KEYF,1,0,0,0,1,50,100,2,2020,Preliminary Finals
12,13,Gary Ablett,FWD,0,0,2,2,0,0,0,0,2020,Preliminary Finals
13,13,Callum Ah Chee,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
14,13,Karl Amon,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
15,13,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
16,13,Zac Bailey,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
17,13,Liam Baker,DEF,0,0,1,1,0,0,0,0,2020,Preliminary Finals
18,13,Noah Balta,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
19,13,Jarrod Berry,MID,0,0,0,0,0,0,0,0,2020,Preliminary Finals
20,13,Jed Bews,DEF,0,0,1,1,0,0,0,0,2020,Preliminary Finals
21,13,Grant Birchall,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
22,13,Travis Boak,MID,0,1,3,4,0,0,0,0,2020,Preliminary Finals
23,13,Shai Bolton,MID,0,0,3,3,0,0,0,0,2020,Preliminary Finals
24,13,Nathan Broad,DEF,0,0,2,2,0,0,0,0,2020,Preliminary Finals
25,13,Ryan Burton,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
26,13,Zak Butters,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
27,13,Darcy Byrne-Jones,DEF,0,0,2,2,0,0,0,0,2020,Preliminary Finals
28,13,Charlie Cameron,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
29,13,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
30,13,Tom Clurey,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
31,13,Trent Cotchin,MID,0,2,3,5,0,0,0,0,2020,Preliminary Finals
32,13,Luke Dahlhaus,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
33,13,Patrick Dangerfield,MID,0,3,0,3,0,0,0,0,2020,Preliminary Finals
34,13,Mitch Duncan,MID,0,1,2,3,0,0,0,0,2020,Preliminary Finals
35,13,Xavier Duursma,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
36,13,Brad Ebert,FWD,0,0,3,3,0,0,0,0,2020,Preliminary Finals
37,13,Shane Edwards,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
38,13,Cameron Ellis-Yolmen,FWD,0,1,2,3,0,0,0,0,2020,Preliminary Finals
39,13,Jack Graham,MID,0,0,3,3,0,0,0,0,2020,Preliminary Finals
40,13,Robbie Gray,FWD,0,0,1,1,0,0,0,0,2020,Preliminary Finals
41,13,Dylan Grimes,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
42,13,Cameron Guthrie,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
43,13,Hamish Hartlett,DEF,0,0,1,1,0,0,0,0,2020,Preliminary Finals
44,13,Lachie Henderson,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
45,13,Jack Henry,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
46,13,Eric Hipwood,KEYF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
47,13,Bachar Houli,DEF,0,1,0,1,0,0,0,0,2020,Preliminary Finals
48,13,Dan Houston,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
49,13,Tom Jonas,KEYD,0,0,2,2,0,0,0,0,2020,Preliminary Finals
50,13,Jake Kolodjashnij,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
51,13,Kane Lambert,FWD,0,0,1,1,0,0,0,0,2020,Preliminary Finals
52,13,Ryan Lester,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
53,13,Jarryd Lyons,MID,0,2,3,5,0,0,0,0,2020,Preliminary Finals
54,13,Todd Marshall,KEYF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
55,13,Dustin Martin,FWD,0,2,1,3,0,0,0,0,2020,Preliminary Finals
56,13,Lincoln McCarthy,FWD,0,2,2,4,0,0,0,0,2020,Preliminary Finals
57,13,Hugh McCluggage,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
58,13,Kamdyn McIntosh,MID,0,0,3,3,0,0,0,0,2020,Preliminary Finals
59,13,Trent McKenzie,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
60,13,Sam Menegola,MID,0,0,1,1,0,0,0,0,2020,Preliminary Finals
61,13,Gryan Miers,FWD,0,0,1,1,0,0,0,0,2020,Preliminary Finals
62,13,Steven Motlop,FWD,0,0,1,1,0,0,0,0,2020,Preliminary Finals
63,13,Lachie Neale,MID,0,1,7,8,0,0,0,0,2020,Preliminary Finals
64,13,Mark O'Connor,DEF,0,0,2,2,0,0,0,0,2020,Preliminary Finals
65,13,Brandan Parfitt,MID,0,0,3,3,0,0,0,0,2020,Preliminary Finals
66,13,Jack Payne,KEYD,0,1,0,1,0,0,0,0,2020,Preliminary Finals
67,13,Marlion Pickett,MID,0,1,2,3,0,0,0,0,2020,Preliminary Finals
68,13,Sam Powell-Pepper,FWD,0,0,4,4,0,0,0,0,2020,Preliminary Finals
69,13,Dion Prestia,MID,0,2,3,5,0,0,0,0,2020,Preliminary Finals
70,13,Cam Rayner,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
71,13,Daniel Rich,DEF,0,1,0,1,0,0,0,0,2020,Preliminary Finals
72,13,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
73,13,Daniel Rioli,FWD,0,0,2,2,0,0,0,0,2020,Preliminary Finals
74,13,Mitch Robinson,MID,0,0,2,2,0,0,0,0,2020,Preliminary Finals
75,13,Tom Rockliff,MID,0,1,3,4,0,0,0,0,2020,Preliminary Finals
76,13,Gary Rohan,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
77,13,Connor Rozee,FWD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
78,13,Joel Selwood,MID,0,2,2,4,0,0,0,0,2020,Preliminary Finals
79,13,Jayden Short,DEF,0,0,1,1,0,0,0,0,2020,Preliminary Finals
80,13,Sam Simpson,FWD,0,0,5,5,0,0,0,0,2020,Preliminary Finals
81,13,Brandon Starcevich,DEF,0,0,1,1,0,0,0,0,2020,Preliminary Finals
82,13,Tom Stewart,DEF,0,1,0,1,0,0,0,0,2020,Preliminary Finals
83,13,Harry Taylor,KEYD,0,0,0,0,0,0,0,0,2020,Preliminary Finals
84,13,Zach Tuohy,MID,0,2,1,3,0,0,0,0,2020,Preliminary Finals
85,13,Nick Vlastuin,DEF,0,0,0,0,0,0,0,0,2020,Preliminary Finals
86,13,Ollie Wines,MID,0,1,3,4,0,0,0,0,2020,Preliminary Finals
87,13,Dayne Zorko,MID,0,0,3,3,0,0,0,0,2020,Preliminary Finals
