,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Mike Pyke,RUC,53,0,3,3,19,57.6,35.8,92,2014,Round 17
1,2,Sam Jacobs,RUC,47,1,2,3,13,49.5,27.7,95,2014,Round 17
2,3,Ivan Maric,RUC,40,1,3,4,9,40.8,22.5,98,2014,Round 17
3,4,Todd Goldstein,RUC,39,2,2,4,14,53.4,35.9,73,2014,Round 17
4,4,Will Minson,RUC,39,1,6,7,16,42.4,41,92,2014,Round 17
5,6,Robert Warnock,RUC,36,0,0,0,7,35.6,19.4,101,2014,Round 17
6,7,Nic Naitanui,RUC,34,1,1,2,9,68,26.5,50,2014,Round 17
7,8,Matthew Lobbe,RUC,31,2,2,4,3,28.2,9.7,110,2014,Round 17
8,9,Aaron Sandilands,RUC,30,0,0,0,16,57.7,53.3,52,2014,Round 17
9,10,Shane Mumford,RUC,29,1,3,4,4,35.8,13.8,81,2014,Round 17
10,11,Paddy Ryder,RUC,28,2,2,4,6,43.1,21.4,65,2014,Round 17
11,12,Jarrod Witts,RUC,27,0,0,0,8,42.9,29.6,63,2014,Round 17
12,13,Hamish McIntosh,RUC,26,3,4,7,8,34.7,30.8,75,2014,Round 17
13,14,Stefan Martin,RUC,25,1,3,4,4,31.3,16,80,2014,Round 17
14,15,Mark Jamar,RUC,24,0,0,0,8,31.2,33.3,77,2014,Round 17
15,15,Ben McEvoy,RUC,24,2,1,3,5,40.7,20.8,59,2014,Round 17
16,17,Zac Clarke,RUC,23,3,3,6,3,59,13,39,2014,Round 17
17,18,Zac Smith,RUC,22,1,5,6,8,33.8,36.4,65,2014,Round 17
18,19,Jonathon Ceglar,RUC,19,0,1,1,7,40.4,36.8,47,2014,Round 17
19,20,Tom Hickey,RUC,17,0,2,2,1,27.4,5.9,62,2014,Round 17
20,20,Scott Lycett,RUC,17,1,1,2,5,38.6,29.4,44,2014,Round 17
21,22,Mark Blicavs,RUC,14,1,1,2,4,43.8,28.6,32,2014,Round 17
22,23,Jesse White,KEYF,13,2,0,2,3,76.5,23.1,17,2014,Round 17
23,24,Charlie Dixon,KEYF,12,0,2,2,5,42.9,41.7,28,2014,Round 17
24,25,Cameron Pedersen,KEYF,10,1,0,1,3,41.7,30,24,2014,Round 17
25,26,Rhys Stanley,KEYF,9,0,1,1,2,37.5,22.2,24,2014,Round 17
26,27,Levi Casboult,KEYF,8,1,0,1,2,36.4,25,22,2014,Round 17
27,28,Sam Day,KEYF,6,0,0,0,3,50,50,12,2014,Round 17
28,29,Sam Reid,KEYF,5,1,1,2,1,17.9,20,28,2014,Round 17
29,29,Ty Vickery,KEYF,5,0,0,0,2,26.3,40,19,2014,Round 17
30,31,Ben Brown,KEYF,4,0,1,1,0,30.8,0,13,2014,Round 17
31,31,Michael Close,KEYF,4,0,0,0,1,30.8,25,13,2014,Round 17
32,31,Justin Westhoff,KEYF,4,0,1,1,1,57.1,25,7,2014,Round 17
33,34,Joe Daniher,KEYF,3,0,0,0,3,25,100,12,2014,Round 17
34,34,David Myers,MID,3,2,6,8,1,100,33.3,2,2014,Round 17
35,34,Jack Redpath,KEYF,3,1,0,1,0,23.1,0,13,2014,Round 17
36,37,Josh Caddy,MID,2,0,2,2,1,0,50,0,2014,Round 17
37,37,Andrejs Everitt,MID,2,0,1,1,0,0,0,0,2014,Round 17
38,37,Bryce Gibbs,MID,2,4,5,9,0,0,0,0,2014,Round 17
39,37,Pearce Hanley,MID,2,0,1,1,0,0,0,0,2014,Round 17
40,37,Lenny Hayes,MID,2,2,2,4,0,0,0,0,2014,Round 17
41,37,Josh Jenkins,KEYF,2,0,0,0,0,13.3,0,15,2014,Round 17
42,37,Jordan Lewis,MID,2,1,4,5,0,0,0,0,2014,Round 17
43,37,Jared Polec,MID,2,0,2,2,2,0,100,0,2014,Round 17
44,45,Harley Bennell,FWD,1,3,1,4,1,100,100,1,2014,Round 17
45,45,Marcus Bontempelli,FWD,1,1,1,2,0,0,0,0,2014,Round 17
46,45,Trent Cotchin,MID,1,4,5,9,0,0,0,0,2014,Round 17
47,45,Nick Dal Santo,FWD,1,3,1,4,0,0,0,0,2014,Round 17
48,45,Chris Dawes,KEYF,1,0,0,0,0,20,0,5,2014,Round 17
49,45,Brett Deledio,FWD,1,3,4,7,0,0,0,0,2014,Round 17
50,45,Brad Ebert,MID,1,0,3,3,0,0,0,0,2014,Round 17
51,45,Nat Fyfe,MID,1,7,1,8,0,0,0,0,2014,Round 17
52,45,Levi Greenwood,MID,1,0,0,0,0,0,0,0,2014,Round 17
53,45,Ryan Lester,MID,1,3,3,6,0,0,0,0,2014,Round 17
54,45,Rory Lobb,KEYF,1,0,0,0,0,10,0,10,2014,Round 17
55,45,Brock McLean,FWD,1,0,0,0,1,0,100,0,2014,Round 17
56,45,Daniel Merrett,KEYF,1,0,0,0,0,100,0,1,2014,Round 17
57,45,Luke Parker,FWD,1,2,5,7,0,50,0,2,2014,Round 17
58,45,Scott Pendlebury,MID,1,3,1,4,0,100,0,1,2014,Round 17
59,45,Ricky Petterd,FWD,1,0,2,2,1,0,100,0,2014,Round 17
60,45,Jasper Pittard,DEF,1,0,0,0,0,0,0,0,2014,Round 17
61,45,Jack Riewoldt,KEYF,1,0,0,0,0,0,0,0,2014,Round 17
62,45,Nick Riewoldt,KEYF,1,0,0,0,1,0,100,0,2014,Round 17
63,45,Jarryd Roughead,KEYF,1,0,0,0,0,25,0,4,2014,Round 17
64,45,Cameron Shenton,DEF,1,0,0,0,1,0,100,0,2014,Round 17
65,45,Rory Sloane,MID,1,1,2,3,1,0,100,0,2014,Round 17
66,45,Nicholas Suban,FWD,1,1,5,6,0,0,0,0,2014,Round 17
67,45,David Swallow,MID,1,0,3,3,1,0,100,0,2014,Round 17
68,45,Luke Tapscott,FWD,1,0,1,1,0,0,0,0,2014,Round 17
69,45,Harry Taylor,KEYD,1,0,0,0,0,0,0,0,2014,Round 17
70,45,Maverick Weller,MID,1,1,0,1,1,0,100,0,2014,Round 17
71,45,Ollie Wines,MID,1,2,3,5,0,0,0,0,2014,Round 17
72,45,Aaron Young,MID,1,0,1,1,1,0,100,0,2014,Round 17
73,74,Taylor Adams,MID,0,1,0,1,0,0,0,0,2014,Round 17
74,74,Leigh Adams,FWD,0,0,0,0,0,0,0,0,2014,Round 17
75,74,Jed Adcock,DEF,0,0,1,1,0,0,0,0,2014,Round 17
76,74,James Aish,MID,0,2,3,5,0,0,0,0,2014,Round 17
