,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Lloyd Meek,RUC,46,1,1,2,15,54.8,32.6,84,2023,Round 20
1,2,Jarrod Witts,RUC,43,1,2,3,18,49.4,41.9,87,2023,Round 20
2,3,Rhys Stanley,RUC,42,0,2,2,7,58.3,16.7,72,2023,Round 20
3,4,Max Gawn,RUC,40,3,8,11,12,43.5,30,92,2023,Round 20
4,4,Reilly O'Brien,RUC,40,0,1,1,7,55.6,17.5,72,2023,Round 20
5,6,Tim English,RUC,33,2,3,5,9,35.9,27.3,92,2023,Round 20
6,6,Tristan Xerri,RUC,33,2,0,2,5,76.7,15.2,43,2023,Round 20
7,8,Darcy Cameron,RUC,31,1,3,4,11,44.3,35.5,70,2023,Round 20
8,8,Oscar McInerney,RUC,31,0,2,2,4,39.2,12.9,79,2023,Round 20
9,10,Nick Bryan,RUC,29,0,2,2,9,69,31,42,2023,Round 20
10,11,Kieren Briggs,RUC,27,3,5,8,4,32.9,14.8,82,2023,Round 20
11,12,Ivan Soldo,RUC,26,2,3,5,15,29.9,57.7,87,2023,Round 20
12,13,Rowan Marshall,RUC,24,1,2,3,4,32.9,16.7,73,2023,Round 20
13,13,Dante Visentini,RUC,24,2,1,3,2,38.7,8.3,62,2023,Round 20
14,13,Bailey J. Williams,RUC,24,3,3,6,7,35.8,29.2,67,2023,Round 20
15,16,Andrew Phillips,RUC,23,2,2,4,5,57.5,21.7,40,2023,Round 20
16,16,Marc Pittonet,RUC,23,0,0,0,8,39,34.8,59,2023,Round 20
17,18,Todd Goldstein,RUC,22,2,6,8,5,34.9,22.7,63,2023,Round 20
18,19,Luke Jackson,RUC,19,5,3,8,5,24.4,26.3,78,2023,Round 20
19,20,Hayden McLean,RUC,14,2,1,3,2,22.6,14.3,62,2023,Round 20
20,21,Rory Lobb,KEYF,12,0,0,0,4,57.1,33.3,21,2023,Round 20
21,22,Lachlan Keeffe,KEYF,11,0,1,1,2,35.5,18.2,31,2023,Round 20
22,23,Tom De Koning,RUC,9,0,2,2,2,34.6,22.2,26,2023,Round 20
23,24,Mark Blicavs,RUC,8,1,1,2,1,80,12.5,10,2023,Round 20
24,24,Riley Thilthorpe,KEYF,8,1,2,3,3,40,37.5,20,2023,Round 20
25,26,Mason Cox,RUC,7,0,0,0,1,50,14.3,14,2023,Round 20
26,26,Charlie Dixon,KEYF,7,2,1,3,2,29.2,28.6,24,2023,Round 20
27,28,Levi Casboult,KEYF,5,0,2,2,0,27.8,0,18,2023,Round 20
28,28,Zaine Cordy,KEYD,5,0,0,0,4,55.6,80,9,2023,Round 20
29,28,Ben Miller,RUC,5,0,0,0,2,45.5,40,11,2023,Round 20
30,28,Jack Williams,KEYF,5,1,1,2,0,20,0,25,2023,Round 20
31,28,Jacob van Rooyen,KEYF,5,0,0,0,4,33.3,80,15,2023,Round 20
32,33,Joel Amartey,KEYF,4,0,0,0,1,22.2,25,18,2023,Round 20
33,33,Jack Darling,KEYF,4,0,1,1,3,22.2,75,18,2023,Round 20
34,33,Tom Hawkins,KEYF,4,0,0,0,1,57.1,25,7,2023,Round 20
35,33,Josh Treacy,KEYF,4,0,1,1,0,30.8,0,13,2023,Round 20
36,37,Sam Frost,KEYD,3,0,0,0,0,100,0,3,2023,Round 20
37,37,Harrison Petty,KEYD,3,0,0,0,1,75,33.3,4,2023,Round 20
38,39,Noah Balta,KEYD,2,0,0,0,2,28.6,100,7,2023,Round 20
39,39,Joe Daniher,KEYF,2,0,1,1,0,7.7,0,26,2023,Round 20
40,39,Taylor Walker,KEYF,2,0,1,1,0,33.3,0,6,2023,Round 20
41,42,Anthony Caminiti,KEYF,1,0,0,0,0,14.3,0,7,2023,Round 20
42,42,Mitch Lewis,KEYF,1,0,0,0,1,50,100,2,2023,Round 20
43,42,Marlion Pickett,FWD,1,0,0,0,0,16.7,0,6,2023,Round 20
44,45,Blake Acres,MID,0,2,2,4,0,0,0,0,2023,Round 20
45,45,Taylor Adams,FWD,0,2,0,2,0,0,0,0,2023,Round 20
46,45,Callum Ah Chee,FWD,0,0,2,2,0,0,0,0,2023,Round 20
47,45,Ben Ainsworth,FWD,0,0,0,0,0,0,0,0,2023,Round 20
48,45,James Aish,MID,0,0,4,4,0,0,0,0,2023,Round 20
49,45,Aliir Aliir,KEYD,0,0,0,0,0,0,0,0,2023,Round 20
50,45,Oscar Allen,KEYF,0,0,0,0,0,0,0,0,2023,Round 20
51,45,Jye Amiss,KEYF,0,0,0,0,0,0,0,0,2023,Round 20
52,45,Noah Anderson,MID,0,0,5,5,0,0,0,0,2023,Round 20
53,45,Mac Andrew,KEYD,0,0,1,1,0,0,0,0,2023,Round 20
54,45,Harris Andrews,KEYD,0,0,0,0,0,0,0,0,2023,Round 20
55,45,Ryan Angwin,MID,0,0,0,0,0,0,0,0,2023,Round 20
56,45,Jackson Archer,DEF,0,0,0,0,0,0,0,0,2023,Round 20
57,45,Lachie Ash,DEF,0,0,2,2,0,0,0,0,2023,Round 20
58,45,Tom Atkins,MID,0,3,4,7,0,0,0,0,2023,Round 20
