,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Reilly O'Brien,RUC,44,0,0,0,9,66.7,20.5,66,2023,Round 7
1,2,Ned Reeves,RUC,43,1,2,3,14,54.4,32.6,79,2023,Round 7
2,3,Sean Darcy,RUC,39,3,1,4,11,50,28.2,78,2023,Round 7
3,4,Marc Pittonet,RUC,35,1,5,6,11,42.7,31.4,82,2023,Round 7
4,4,Jarrod Witts,RUC,35,2,6,8,9,42.7,25.7,82,2023,Round 7
5,6,Peter Ladhams,RUC,34,2,2,4,3,44.7,8.8,76,2023,Round 7
6,7,Matt Flynn,RUC,33,0,2,2,7,41.3,21.2,80,2023,Round 7
7,8,Tim English,RUC,30,1,1,2,9,37.5,30,80,2023,Round 7
8,8,Oscar McInerney,RUC,30,3,6,9,12,37.5,40,80,2023,Round 7
9,10,Rowan Marshall,RUC,28,0,3,3,7,50.9,25,55,2023,Round 7
10,11,Brodie Grundy,RUC,27,2,2,4,9,55.1,33.3,49,2023,Round 7
11,12,Billy Frampton,KEYD,26,0,1,1,8,40,30.8,65,2023,Round 7
12,13,Sam Draper,RUC,25,1,2,3,5,38.5,20,65,2023,Round 7
13,14,Andrew Phillips,RUC,22,1,0,1,6,62.9,27.3,35,2023,Round 7
14,15,Max Gawn,RUC,21,3,1,4,6,61.8,28.6,34,2023,Round 7
15,15,Bailey J. Williams,RUC,21,3,2,5,2,28,9.5,75,2023,Round 7
16,17,Mark Blicavs,RUC,19,4,2,6,8,42.2,42.1,45,2023,Round 7
17,17,Todd Goldstein,RUC,19,2,1,3,3,30.2,15.8,63,2023,Round 7
18,19,Brynn Teakle,RUC,18,0,1,1,8,34,44.4,53,2023,Round 7
19,20,Hayden McLean,RUC,16,0,1,1,3,59.3,18.8,27,2023,Round 7
20,21,Ivan Soldo,RUC,14,0,1,1,6,33.3,42.9,42,2023,Round 7
21,22,Sam De Koning,KEYD,13,0,2,2,2,29.5,15.4,44,2023,Round 7
22,23,Samson Ryan,RUC,12,0,1,1,6,37.5,50,32,2023,Round 7
23,24,Lewis Young,KEYD,11,0,0,0,1,78.6,9.1,14,2023,Round 7
24,25,Max Ramsden,KEYF,9,0,0,0,2,39.1,22.2,23,2023,Round 7
25,26,Mabior Chol,KEYF,7,0,0,0,1,46.7,14.3,15,2023,Round 7
26,26,Jack Darling,KEYF,7,0,1,1,1,43.8,14.3,16,2023,Round 7
27,26,Luke Jackson,RUC,7,0,0,0,2,50,28.6,14,2023,Round 7
28,26,Mitch Owens,KEYF,7,1,1,2,3,50,42.9,14,2023,Round 7
29,30,Rory Lobb,KEYF,6,0,0,0,1,37.5,16.7,16,2023,Round 7
30,31,Callum Coleman-Jones,KEYF,5,0,1,1,2,27.8,40,18,2023,Round 7
31,31,Taylor Walker,KEYF,5,0,0,0,1,35.7,20,14,2023,Round 7
32,33,Charlie Dixon,KEYF,4,0,0,0,2,50,50,8,2023,Round 7
33,34,Zaine Cordy,KEYD,3,0,0,0,0,37.5,0,8,2023,Round 7
34,34,Jeremy Finlayson,KEYF,3,0,1,1,2,17.6,66.7,17,2023,Round 7
35,34,Tom Hawkins,KEYF,3,0,0,0,1,25,33.3,12,2023,Round 7
36,34,Ben Miller,RUC,3,0,0,0,1,13.6,33.3,22,2023,Round 7
37,34,Jack Silvagni,KEYF,3,0,1,1,0,50,0,6,2023,Round 7
38,34,Riley Thilthorpe,KEYF,3,0,1,1,1,25,33.3,12,2023,Round 7
39,34,Jake Waterman,KEYF,3,0,1,1,1,20,33.3,15,2023,Round 7
40,41,Josh Rotham,KEYD,2,0,0,0,1,66.7,50,3,2023,Round 7
41,42,Tom Barrass,KEYD,1,0,0,0,1,100,100,1,2023,Round 7
42,42,Joe Daniher,KEYF,1,0,1,1,1,8.3,100,12,2023,Round 7
43,42,Harry Himmelberg,KEYD,1,0,4,4,0,5.3,0,19,2023,Round 7
44,42,Ash Johnson,KEYF,1,0,0,0,0,5.6,0,18,2023,Round 7
45,42,Griffin Logue,KEYD,1,0,0,0,1,12.5,100,8,2023,Round 7
46,42,Harry McKay,KEYF,1,0,1,1,0,14.3,0,7,2023,Round 7
47,42,Aaron Naughton,KEYF,1,0,1,1,0,20,0,5,2023,Round 7
48,42,Gary Rohan,FWD,1,0,0,0,1,100,100,1,2023,Round 7
49,42,Sam Weideman,KEYF,1,0,1,1,1,25,100,4,2023,Round 7
50,51,Blake Acres,MID,0,0,4,4,0,0,0,0,2023,Round 7
51,51,Taylor Adams,FWD,0,1,5,6,0,0,0,0,2023,Round 7
52,51,Ben Ainsworth,FWD,0,1,1,2,0,0,0,0,2023,Round 7
53,51,James Aish,MID,0,0,1,1,0,0,0,0,2023,Round 7
