,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Ben McEvoy,RUC,38,1,1,2,9,48.7,23.7,78,2016,Semi Finals
1,2,Sam Jacobs,RUC,33,1,1,2,14,38.8,42.4,85,2016,Semi Finals
2,3,Sam Naismith,RUC,22,2,0,2,9,33.8,40.9,65,2016,Semi Finals
3,4,Jordan Roughead,RUC,20,0,0,0,4,29.9,20,67,2016,Semi Finals
4,5,Toby Nankervis,RUC,16,1,0,1,10,51.6,62.5,31,2016,Semi Finals
5,6,Jack Fitzpatrick,RUC,8,1,2,3,0,33.3,0,24,2016,Semi Finals
6,7,Marcus Bontempelli,MID,7,2,6,8,5,100,71.4,1,2016,Semi Finals
7,7,Tom Boyd,KEYF,7,3,0,3,0,20.6,0,34,2016,Semi Finals
8,9,Rory Sloane,MID,6,4,3,7,2,0,33.3,0,2016,Semi Finals
9,10,Luke Parker,MID,5,4,2,6,1,100,20,1,2016,Semi Finals
10,11,George Hewett,FWD,3,0,4,4,1,0,33.3,0,2016,Semi Finals
11,11,Josh Jenkins,KEYF,3,0,0,0,1,25,33.3,12,2016,Semi Finals
12,11,Jordan Lewis,MID,3,0,2,2,1,0,33.3,0,2016,Semi Finals
13,14,Luke Hodge,DEF,2,1,1,2,1,0,50,0,2016,Semi Finals
14,15,Josh Dunkley,FWD,1,0,2,2,0,0,0,0,2016,Semi Finals
15,15,Josh P. Kennedy,MID,1,4,6,10,0,0,0,0,2016,Semi Finals
16,15,Isaac Smith,FWD,1,1,3,4,1,0,100,0,2016,Semi Finals
17,18,Aliir Aliir,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
18,18,Rory Atkins,MID,0,1,3,4,0,0,0,0,2016,Semi Finals
19,18,Eddie Betts,FWD,0,0,0,0,0,0,0,0,2016,Semi Finals
20,18,Shane Biggs,DEF,0,0,1,1,0,0,0,0,2016,Semi Finals
21,18,Grant Birchall,DEF,0,0,1,1,0,0,0,0,2016,Semi Finals
22,18,Matthew Boyd,DEF,0,1,0,1,0,0,0,0,2016,Semi Finals
23,18,Luke Breust,FWD,0,0,1,1,0,0,0,0,2016,Semi Finals
24,18,Luke Brown,DEF,0,0,1,1,0,0,0,0,2016,Semi Finals
25,18,Shaun Burgoyne,DEF,0,2,1,3,0,0,0,0,2016,Semi Finals
26,18,Charles Cameron,FWD,0,0,2,2,0,0,0,0,2016,Semi Finals
27,18,Kyle Cheney,DEF,0,0,0,0,0,0,0,0,2016,Semi Finals
28,18,Zaine Cordy,KEYF,0,0,0,0,0,0,0,0,2016,Semi Finals
29,18,Matt Crouch,MID,0,2,1,3,0,0,0,0,2016,Semi Finals
30,18,Brad Crouch,MID,0,2,1,3,0,0,0,0,2016,Semi Finals
31,18,Luke Dahlhaus,FWD,0,1,2,3,0,0,0,0,2016,Semi Finals
32,18,Caleb Daniel,FWD,0,2,1,3,0,0,0,0,2016,Semi Finals
33,18,Tory Dickson,FWD,0,0,0,0,0,0,0,0,2016,Semi Finals
34,18,Richard Douglas,FWD,0,0,0,0,0,0,0,0,2016,Semi Finals
35,18,Taylor Duryea,DEF,0,0,0,0,0,0,0,0,2016,Semi Finals
36,18,Lance Franklin,KEYF,0,0,0,0,0,0,0,0,2016,Semi Finals
37,18,James Frawley,KEYD,0,0,1,1,0,0,0,0,2016,Semi Finals
38,18,Josh Gibson,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
39,18,Heath Grundy,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
40,18,Jack Gunston,KEYF,0,0,1,1,0,0,0,0,2016,Semi Finals
41,18,Joel Hamling,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
42,18,Dan Hannebery,MID,0,0,2,2,0,0,0,0,2016,Semi Finals
43,18,Kyle Hartigan,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
44,18,Billy Hartung,MID,0,1,0,1,0,0,0,0,2016,Semi Finals
45,18,Isaac Heeney,FWD,0,0,2,2,0,0,0,1,2016,Semi Finals
46,18,Bradley Hill,FWD,0,1,1,2,0,0,0,0,2016,Semi Finals
47,18,Lachie Hunter,MID,0,0,0,0,0,0,0,0,2016,Semi Finals
48,18,Kieren Jack,MID,0,1,2,3,0,0,0,0,2016,Semi Finals
49,18,Jason Johannisen,DEF,0,0,0,0,0,0,0,0,2016,Semi Finals
50,18,Jeremy Laidler,DEF,0,0,1,1,0,0,0,0,2016,Semi Finals
51,18,Rory Laird,DEF,0,0,1,1,0,0,0,0,2016,Semi Finals
52,18,Jake Lever,KEYD,0,0,0,0,0,0,0,0,2016,Semi Finals
53,18,Tom Liberatore,MID,0,2,2,4,0,0,0,0,2016,Semi Finals
54,18,Jake Lloyd,MID,0,0,3,3,0,0,0,0,2016,Semi Finals
55,18,Tom Lynch,FWD,0,0,0,0,0,0,0,0,2016,Semi Finals
56,18,Jarryd Lyons,MID,0,2,1,3,0,0,0,0,2016,Semi Finals
57,18,David Mackay,MID,0,0,1,1,0,0,0,0,2016,Semi Finals
58,18,Jack Macrae,FWD,0,0,3,3,0,0,0,0,2016,Semi Finals
