,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Toby Nankervis,RUC,22,2,1,3,5,48.9,22.7,45,2019,Grand Final
1,2,Ivan Soldo,RUC,20,1,1,2,4,60.6,20,33,2019,Grand Final
2,3,Shane Mumford,RUC,15,1,1,2,5,29.4,33.3,51,2019,Grand Final
3,4,Harry Himmelberg,KEYF,2,0,0,0,0,66.7,0,3,2019,Grand Final
4,5,Jeremy Finlayson,KEYF,1,1,0,1,0,7.7,0,13,2019,Grand Final
5,6,David Astbury,KEYD,0,0,0,0,0,0,0,0,2019,Grand Final
6,6,Liam Baker,DEF,0,0,0,0,0,0,0,0,2019,Grand Final
7,6,Shai Bolton,FWD,0,1,1,2,0,0,0,0,2019,Grand Final
8,6,Nathan Broad,DEF,0,0,0,0,0,0,0,0,2019,Grand Final
9,6,Josh Caddy,FWD,0,0,3,3,0,0,0,0,2019,Grand Final
10,6,Jeremy Cameron,KEYF,0,0,0,0,0,0,0,0,2019,Grand Final
11,6,Jason Castagna,FWD,0,0,3,3,0,0,0,0,2019,Grand Final
12,6,Aidan Corr,KEYD,0,0,0,0,0,0,0,0,2019,Grand Final
13,6,Trent Cotchin,MID,0,2,0,2,0,0,0,0,2019,Grand Final
14,6,Brent Daniels,FWD,0,0,0,0,0,0,0,0,2019,Grand Final
15,6,Phil Davis,KEYD,0,0,0,0,0,0,0,0,2019,Grand Final
16,6,Shane Edwards,DEF,0,2,4,6,0,0,0,0,2019,Grand Final
17,6,Brandon Ellis,MID,0,0,1,1,0,0,0,0,2019,Grand Final
18,6,Toby Greene,FWD,0,0,2,2,0,0,0,0,2019,Grand Final
19,6,Dylan Grimes,KEYD,0,0,0,0,0,0,0,0,2019,Grand Final
20,6,Nick Haynes,DEF,0,0,1,1,0,0,0,0,2019,Grand Final
21,6,Jacob Hopper,MID,0,0,4,4,0,0,0,0,2019,Grand Final
22,6,Bachar Houli,DEF,0,0,1,1,0,0,0,0,2019,Grand Final
23,6,Josh Kelly,MID,0,2,1,3,0,0,0,0,2019,Grand Final
24,6,Adam Kennedy,DEF,0,0,1,1,0,0,0,0,2019,Grand Final
25,6,Kane Lambert,FWD,0,1,1,2,0,0,0,0,2019,Grand Final
26,6,Daniel Lloyd,FWD,0,1,1,2,0,0,0,0,2019,Grand Final
27,6,Tom J. Lynch,KEYF,0,0,0,0,0,0,0,2,2019,Grand Final
28,6,Dustin Martin,FWD,0,0,3,3,0,0,0,0,2019,Grand Final
29,6,Harry Perryman,MID,0,0,1,1,0,0,0,0,2019,Grand Final
30,6,Marlion Pickett,MID,0,2,1,3,0,0,0,0,2019,Grand Final
31,6,Dion Prestia,MID,0,0,4,4,0,0,0,0,2019,Grand Final
32,6,Sam J. Reid,DEF,0,0,1,1,0,0,0,0,2019,Grand Final
33,6,Jack Riewoldt,KEYF,0,0,0,0,0,0,0,0,2019,Grand Final
34,6,Daniel Rioli,FWD,0,0,0,0,0,0,0,0,2019,Grand Final
35,6,Heath Shaw,DEF,0,0,2,2,0,0,0,0,2019,Grand Final
36,6,Jayden Short,DEF,0,0,0,0,0,0,0,0,2019,Grand Final
37,6,Tim Taranto,MID,0,2,3,5,0,0,0,1,2019,Grand Final
38,6,Sam Taylor,KEYD,0,0,0,0,0,0,0,0,2019,Grand Final
39,6,Adam Tomlinson,MID,0,0,1,1,0,0,0,11,2019,Grand Final
40,6,Nick Vlastuin,DEF,0,0,0,0,0,0,0,0,2019,Grand Final
41,6,Lachie Whitfield,FWD,0,0,3,3,0,0,0,0,2019,Grand Final
42,6,Zac Williams,DEF,0,1,2,3,0,0,0,0,2019,Grand Final
43,6,Matt de Boer,MID,0,0,0,0,0,0,0,0,2019,Grand Final
