,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Todd Goldstein,RUC,56,3,8,11,19,54.4,33.9,103,2023,Round 9
1,2,Rowan Marshall,RUC,49,2,3,5,21,56.3,42.9,87,2023,Round 9
2,3,Marc Pittonet,RUC,48,1,4,5,18,57.8,37.5,83,2023,Round 9
3,3,Jarrod Witts,RUC,48,1,1,2,11,56.5,22.9,85,2023,Round 9
4,5,Sean Darcy,RUC,44,4,5,9,17,55,38.6,80,2023,Round 9
5,6,Reilly O'Brien,RUC,39,1,3,4,10,54.2,25.6,72,2023,Round 9
6,7,Jonathon Ceglar,RUC,33,2,4,6,13,51.6,39.4,64,2023,Round 9
7,8,Bailey J. Williams,RUC,32,1,1,2,3,36.4,9.4,88,2023,Round 9
8,9,Tim English,RUC,30,0,1,1,6,35.3,20,85,2023,Round 9
9,10,Samson Ryan,RUC,29,3,2,5,12,42,41.4,69,2023,Round 9
10,11,Mason Cox,RUC,24,0,4,4,6,43.6,25,55,2023,Round 9
11,11,Matt Flynn,RUC,24,5,2,7,13,45.3,54.2,53,2023,Round 9
12,13,Oscar McInerney,RUC,23,1,3,4,8,39,34.8,59,2023,Round 9
13,14,Sam Draper,RUC,22,0,3,3,6,38.6,27.3,57,2023,Round 9
14,15,Tom Hickey,RUC,21,0,1,1,2,26.3,9.5,80,2023,Round 9
15,16,Lloyd Meek,RUC,20,1,1,2,8,31.7,40,63,2023,Round 9
16,17,Brodie Grundy,RUC,18,0,0,0,8,48.6,44.4,37,2023,Round 9
17,17,Andrew Phillips,RUC,18,2,0,2,4,60,22.2,30,2023,Round 9
18,19,Max Gawn,RUC,17,4,2,6,4,48.6,23.5,35,2023,Round 9
19,19,Brynn Teakle,RUC,17,1,2,3,3,21.8,17.6,78,2023,Round 9
20,21,Luke Jackson,RUC,11,1,2,3,2,50,18.2,22,2023,Round 9
21,22,Ben Miller,RUC,9,0,1,1,2,29,22.2,31,2023,Round 9
22,22,Riley Thilthorpe,KEYF,9,0,0,0,4,24.3,44.4,37,2023,Round 9
23,24,Hayden McLean,RUC,8,0,0,0,4,36.4,50,22,2023,Round 9
24,25,Rory Lobb,KEYF,7,0,1,1,1,36.8,14.3,19,2023,Round 9
