,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Sam Jacobs,RUC,55,2,1,3,15,59.1,27.3,93,2018,Round 21
1,2,Max Gawn,RUC,46,2,1,3,12,76.7,26.1,60,2018,Round 21
2,3,Sean Darcy,RUC,42,0,0,0,9,60,21.4,70,2018,Round 21
3,4,Rory Lobb,RUC,40,0,1,1,14,50,35,80,2018,Round 21
4,4,Scott Lycett,RUC,40,2,3,5,12,63.5,30,63,2018,Round 21
5,6,Brodie Grundy,RUC,35,4,3,7,13,50,37.1,70,2018,Round 21
6,7,Todd Goldstein,RUC,34,1,1,2,12,51.5,35.3,66,2018,Round 21
7,7,Ivan Soldo,RUC,34,1,3,4,9,49.3,26.5,69,2018,Round 21
8,9,Jarrod Witts,RUC,33,0,4,4,12,44.6,36.4,74,2018,Round 21
9,10,Matthew Lobbe,RUC,28,1,2,3,7,37.3,25,75,2018,Round 21
10,11,Lewis Pierce,RUC,27,3,1,4,8,50.9,29.6,53,2018,Round 21
11,12,Tom Bellchambers,RUC,25,1,2,3,7,43.1,28,58,2018,Round 21
12,12,Marc Pittonet,RUC,25,2,1,3,8,50,32,50,2018,Round 21
13,14,Stefan Martin,RUC,24,3,1,4,9,39.3,37.5,61,2018,Round 21
14,15,Jonathon Ceglar,RUC,23,0,1,1,3,44.2,13,52,2018,Round 21
15,16,Jackson Trengove,KEYD,20,3,0,3,7,43.5,35,46,2018,Round 21
16,17,Mark Blicavs,KEYD,19,2,0,2,6,45.2,31.6,42,2018,Round 21
17,18,Nathan Vardy,RUC,17,0,0,0,9,73.9,52.9,23,2018,Round 21
18,19,Rhys Stanley,RUC,14,0,0,0,5,42.4,35.7,33,2018,Round 21
19,20,Rowan Marshall,KEYF,13,0,0,0,4,81.3,30.8,16,2018,Round 21
20,20,Callum Sinclair,RUC,13,2,2,4,5,20,38.5,65,2018,Round 21
21,22,Paddy Ryder,RUC,10,1,1,2,5,28.6,50,35,2018,Round 21
22,23,Tom McDonald,KEYF,9,0,0,0,1,60,11.1,15,2018,Round 21
23,23,Jordan Roughead,RUC,9,2,2,4,6,31,66.7,29,2018,Round 21
24,25,Brayden Crossley,KEYF,8,0,0,0,4,80,50,10,2018,Round 21
