,Rank,Player,Position,HO    ,CC,SC,C,HTA,HTW%,HTA%,RC,Season,Round
0,1,Brodie Grundy,RUC,47,0,7,7,12,49.5,25.5,95,2019,Finals Week 1
1,2,Shane Mumford,RUC,39,1,3,4,9,48.1,23.1,81,2019,Finals Week 1
2,3,Tim English,RUC,30,3,0,3,5,40.5,16.7,74,2019,Finals Week 1
3,4,Ivan Soldo,RUC,25,2,2,4,11,49,44,51,2019,Finals Week 1
4,5,Stefan Martin,RUC,24,2,2,4,9,36.9,37.5,65,2019,Finals Week 1
5,5,Nic Naitanui,RUC,24,3,0,3,4,60,16.7,40,2019,Finals Week 1
6,5,Toby Nankervis,RUC,24,0,0,0,7,50,29.2,48,2019,Finals Week 1
7,8,Tom Bellchambers,RUC,16,4,2,6,8,27.6,50,58,2019,Finals Week 1
8,9,Oscar McInerney,RUC,15,0,0,0,4,37.5,26.7,40,2019,Finals Week 1
9,10,Mark Blicavs,KEYD,14,2,1,3,3,25,21.4,56,2019,Finals Week 1
10,11,Tom Hickey,RUC,13,0,0,0,4,52,30.8,25,2019,Finals Week 1
11,12,Esava Ratugolea,KEYF,10,2,1,3,2,32.3,20,31,2019,Finals Week 1
12,13,Jeremy Finlayson,KEYF,5,0,2,2,2,29.4,40,17,2019,Finals Week 1
13,14,Josh Dunkley,MID,4,0,4,4,1,28.6,25,14,2019,Finals Week 1
14,15,Marcus Bontempelli,MID,3,1,3,4,1,25,33.3,12,2019,Finals Week 1
15,15,Tom Hawkins,KEYF,3,0,1,1,1,30,33.3,10,2019,Finals Week 1
16,17,Shaun McKernan,KEYF,2,1,1,2,0,25,0,8,2019,Finals Week 1
17,18,Jack Darling,KEYF,1,0,0,0,0,33.3,0,3,2019,Finals Week 1
18,18,Jordan Roughead,KEYD,1,0,0,0,0,100,0,1,2019,Finals Week 1
19,18,Matt de Boer,MID,1,3,3,6,1,25,100,4,2019,Finals Week 1
20,21,Gary Ablett,FWD,0,1,2,3,0,0,0,0,2019,Finals Week 1
21,21,Marcus Adams,KEYD,0,0,0,0,0,0,0,0,2019,Finals Week 1
22,21,Taylor Adams,MID,0,1,8,9,0,0,0,0,2019,Finals Week 1
23,21,Patrick Ambrose,KEYD,0,0,0,0,0,0,0,0,2019,Finals Week 1
24,21,Harris Andrews,KEYD,0,0,1,1,0,0,0,0,2019,Finals Week 1
25,21,Noah Answerth,DEF,0,0,0,0,0,0,0,0,2019,Finals Week 1
26,21,David Astbury,KEYD,0,0,0,0,0,0,0,0,2019,Finals Week 1
27,21,Tom Atkins,FWD,0,0,2,2,0,0,0,0,2019,Finals Week 1
28,21,Zac Bailey,DEF,0,0,1,1,0,0,0,0,2019,Finals Week 1
29,21,Liam Baker,DEF,0,0,0,0,0,0,0,0,2019,Finals Week 1
30,21,Tom Barrass,KEYD,0,0,1,1,0,0,0,0,2019,Finals Week 1
31,21,Jarrod Berry,MID,0,2,3,5,0,0,0,0,2019,Finals Week 1
32,21,Jed Bews,DEF,0,0,0,0,0,0,0,0,2019,Finals Week 1
33,21,Shai Bolton,FWD,0,0,1,1,0,0,0,0,2019,Finals Week 1
34,21,Nathan Broad,DEF,0,0,0,0,0,0,0,0,2019,Finals Week 1
35,21,Mitch Brown,KEYF,0,0,0,0,0,0,0,0,2019,Finals Week 1
36,21,Callum L. Brown,FWD,0,2,0,2,0,0,0,0,2019,Finals Week 1
37,21,Josh Caddy,FWD,0,1,1,2,0,0,0,0,2019,Finals Week 1
38,21,Charles Cameron,FWD,0,0,1,1,0,0,0,0,2019,Finals Week 1
39,21,Jeremy Cameron,KEYF,0,0,1,1,0,0,0,2,2019,Finals Week 1
40,21,Jason Castagna,FWD,0,0,0,0,0,0,0,0,2019,Finals Week 1
41,21,Allen Christensen,FWD,0,0,0,0,0,0,0,0,2019,Finals Week 1
42,21,Zaine Cordy,KEYD,0,0,0,0,0,0,0,0,2019,Finals Week 1
43,21,Aidan Corr,KEYD,0,0,0,0,0,0,0,0,2019,Finals Week 1
44,21,Trent Cotchin,MID,0,2,3,5,0,0,0,0,2019,Finals Week 1
45,21,Jamie Cripps,FWD,0,0,2,2,0,0,0,0,2019,Finals Week 1
46,21,Jack Crisp,DEF,0,0,0,0,0,0,0,0,2019,Finals Week 1
