,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Gary Ablett,MID,19,19,5,4,50,17,4,2013,Round 7
1,1,Jack Steven,MID,19,20,2,7,48.7,15,3,2013,Round 7
2,3,Matthew Priddis,MID,18,10,3,6,64.3,8,2,2013,Round 7
3,3,Tom Rockliff,MID,18,17,5,4,51.4,17,2,2013,Round 7
4,5,Josh P. Kennedy,MID,17,15,2,1,53.1,9,0,2013,Round 7
5,5,Scott Pendlebury,MID,17,6,2,5,73.9,10,0,2013,Round 7
6,7,Patrick Dangerfield,MID,16,12,2,4,57.1,8,2,2013,Round 7
7,7,Ryan Griffen,MID,16,18,5,6,47.1,8,0,2013,Round 7
8,7,Steele Sidebottom,MID,16,16,3,3,50,13,1,2013,Round 7
9,10,Chris Judd,MID,15,11,2,4,57.7,8,2,2013,Round 7
10,10,Jobe Watson,MID,15,14,4,6,51.7,9,1,2013,Round 7
11,12,Michael Barlow,MID,14,14,2,1,50,12,1,2013,Round 7
12,12,Shane Edwards,FWD,14,10,1,8,58.3,9,0,2013,Round 7
13,12,Brock McLean,MID,14,4,4,1,77.8,11,3,2013,Round 7
14,12,Jack Viney,MID,14,9,4,3,60.9,10,2,2013,Round 7
15,12,Jack Ziebell,MID,14,14,5,5,50,11,2,2013,Round 7
16,17,Dennis Armfield,FWD,13,11,3,8,54.2,13,3,2013,Round 7
17,17,Jaryd Cachia,MID,13,7,3,4,65,6,1,2013,Round 7
18,17,Brett Deledio,MID,13,18,5,5,41.9,8,2,2013,Round 7
19,17,Steve Johnson,MID,13,24,3,3,35.1,6,0,2013,Round 7
20,17,James Kelly,MID,13,10,3,3,56.5,12,0,2013,Round 7
21,17,Paul Puopolo,FWD,13,8,2,3,61.9,11,1,2013,Round 7
22,17,Matt Rosa,MID,13,10,6,3,56.5,12,1,2013,Round 7
23,17,Scott Selwood,MID,13,11,5,6,54.2,11,0,2013,Round 7
24,17,David Zaharakis,MID,13,19,7,6,40.6,10,1,2013,Round 7
25,26,Leigh Adams,FWD,12,5,1,4,70.6,11,7,2013,Round 7
26,26,Travis Boak,MID,12,11,0,8,52.2,7,1,2013,Round 7
27,26,Ben Cunnington,MID,12,6,1,0,66.7,7,2,2013,Round 7
28,26,Darren Glass,KEYD,12,5,10,1,70.6,9,0,2013,Round 7
29,26,Heath Hocking,MID,12,8,2,3,60,9,1,2013,Round 7
30,26,Garrick Ibbotson,DEF,12,16,16,6,42.9,10,0,2013,Round 7
31,26,Ryan Lester,DEF,12,4,1,3,75,6,1,2013,Round 7
32,26,Luke Parker,MID,12,7,5,5,63.2,10,0,2013,Round 7
33,26,Jarryd Roughead,KEYF,12,17,2,5,41.4,7,4,2013,Round 7
34,26,Scott Thompson,MID,12,23,2,7,34.3,6,1,2013,Round 7
35,26,Callan Ward,MID,12,10,4,3,54.5,6,2,2013,Round 7
36,26,Matthew Wright,FWD,12,17,5,0,41.4,7,0,2013,Round 7
37,38,Allen Christensen,FWD,11,6,4,4,64.7,10,0,2013,Round 7
38,38,Nick Dal Santo,MID,11,13,2,3,45.8,8,1,2013,Round 7
39,38,Sam Day,KEYF,11,7,12,4,61.1,4,0,2013,Round 7
40,38,Todd Goldstein,RUC,11,7,4,1,61.1,6,2,2013,Round 7
41,38,Tom Hickey,RUC,11,4,5,1,73.3,6,0,2013,Round 7
42,38,Matt Jones,MID,11,15,2,4,42.3,9,1,2013,Round 7
43,38,Nic Naitanui,RUC,11,3,1,1,78.6,7,1,2013,Round 7
44,38,Ryan O'Keefe,MID,11,7,2,3,61.1,8,0,2013,Round 7
45,38,James Polkinghorne,MID,11,10,3,8,52.4,7,0,2013,Round 7
46,38,Joel Selwood,MID,11,9,1,1,55,6,0,2013,Round 7
47,38,Dane Swan,MID,11,17,2,8,39.3,8,2,2013,Round 7
48,38,Josh Thomas,MID,11,18,1,6,37.9,8,1,2013,Round 7
49,38,Michael Walters,FWD,11,7,3,5,61.1,5,4,2013,Round 7
50,51,Harley Bennell,MID,10,22,1,4,31.3,10,4,2013,Round 7
51,51,Matthew Boyd,MID,10,10,2,5,50,9,1,2013,Round 7
52,51,Majak Daw,KEYF,10,7,1,3,58.8,7,3,2013,Round 7
53,51,Brad Ebert,MID,10,8,3,3,55.6,8,0,2013,Round 7
54,51,Michael Firrito,DEF,10,4,9,3,71.4,6,0,2013,Round 7
55,51,David Hale,RUC,10,4,0,1,71.4,5,1,2013,Round 7
56,51,Jarrod Harbrow,MID,10,7,4,1,58.8,7,2,2013,Round 7
57,51,Jordan Lewis,MID,10,8,1,1,55.6,8,2,2013,Round 7
58,51,Tom Liberatore,MID,10,5,4,2,66.7,8,0,2013,Round 7
59,51,Ben McEvoy,RUC,10,10,9,0,50,5,0,2013,Round 7
60,51,Brent Moloney,MID,10,18,1,8,35.7,3,0,2013,Round 7
61,51,David Mundy,MID,10,12,3,4,45.5,7,0,2013,Round 7
62,51,Daniel Nicholson,DEF,10,12,4,2,45.5,10,1,2013,Round 7
63,51,Dion Prestia,MID,10,18,1,5,35.7,7,1,2013,Round 7
64,51,Zac Smith,RUC,10,9,0,2,52.6,5,0,2013,Round 7
