,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,19,12,2,5,61.3,11,1,2012,Preliminary Finals
1,1,Scott Pendlebury,MID,19,12,6,3,61.3,13,2,2012,Preliminary Finals
2,3,Jarryd Blair,FWD,17,6,6,2,73.9,14,3,2012,Preliminary Finals
3,3,Ryan O'Keefe,MID,17,18,4,4,48.6,12,1,2012,Preliminary Finals
4,5,Patrick Dangerfield,MID,16,13,3,7,55.2,8,1,2012,Preliminary Finals
5,5,Cyril Rioli,FWD,16,12,4,2,57.1,9,4,2012,Preliminary Finals
6,7,Luke Breust,FWD,14,10,5,8,58.3,11,4,2012,Preliminary Finals
7,7,Dan Hannebery,MID,14,18,6,7,43.8,14,2,2012,Preliminary Finals
8,9,Adam Goodes,FWD,12,11,2,7,52.2,6,1,2012,Preliminary Finals
9,9,Kieren Jack,MID,12,13,1,3,48,9,3,2012,Preliminary Finals
10,9,Dane Swan,MID,12,13,4,9,48,10,2,2012,Preliminary Finals
11,9,Kurt Tippett,KEYF,12,4,1,4,75,4,1,2012,Preliminary Finals
12,13,Dayne Beams,MID,11,16,4,6,40.7,11,2,2012,Preliminary Finals
13,14,Jude Bolton,FWD,10,7,1,5,58.8,10,5,2012,Preliminary Finals
14,14,Jason Porplyzia,FWD,10,16,3,5,38.5,8,2,2012,Preliminary Finals
15,14,Rory Sloane,MID,10,10,4,4,50,7,0,2012,Preliminary Finals
16,17,Alex Fasolo,FWD,9,6,1,2,60,6,3,2012,Preliminary Finals
17,17,Lance Franklin,KEYF,9,12,1,2,42.9,5,4,2012,Preliminary Finals
18,17,Jordan Lewis,FWD,9,14,2,3,39.1,4,1,2012,Preliminary Finals
19,17,Jarrad McVeigh,MID,9,22,3,7,29,8,3,2012,Preliminary Finals
20,17,Sam Mitchell,MID,9,19,0,1,32.1,7,0,2012,Preliminary Finals
21,17,Brad Sewell,MID,9,17,4,4,34.6,6,1,2012,Preliminary Finals
22,17,Bernie Vince,MID,9,14,2,5,39.1,4,0,2012,Preliminary Finals
23,24,Andrew Krakouer,FWD,8,2,0,0,80,4,0,2012,Preliminary Finals
24,24,Shane Mumford,RUC,8,6,2,1,57.1,5,1,2012,Preliminary Finals
25,24,Liam Shiels,MID,8,9,3,4,47.1,6,1,2012,Preliminary Finals
26,27,Craig Bird,FWD,7,11,1,2,38.9,6,1,2012,Preliminary Finals
27,27,Richard Douglas,MID,7,13,2,2,35,5,1,2012,Preliminary Finals
28,27,David Hale,RUC,7,6,2,2,53.8,3,0,2012,Preliminary Finals
29,27,Tom Murphy,DEF,7,6,7,0,53.8,4,0,2012,Preliminary Finals
30,27,Ben Stratton,KEYD,7,4,9,0,63.6,3,0,2012,Preliminary Finals
31,27,Nathan Van Berlo,MID,7,13,0,2,35,6,0,2012,Preliminary Finals
32,33,Shaun Burgoyne,DEF,6,9,3,1,40,4,0,2012,Preliminary Finals
33,33,Alex Johnson,DEF,6,4,8,0,60,5,0,2012,Preliminary Finals
34,33,Mike Pyke,RUC,6,4,0,1,60,3,1,2012,Preliminary Finals
35,33,Lewis Roberts-Thomson,KEYF,6,5,0,1,54.5,2,1,2012,Preliminary Finals
36,33,Jarryd Roughead,KEYF,6,10,1,0,37.5,3,1,2012,Preliminary Finals
37,33,Rhyce Shaw,DEF,6,23,8,5,20.7,3,0,2012,Preliminary Finals
38,33,Isaac Smith,MID,6,13,3,6,31.6,6,2,2012,Preliminary Finals
39,33,Brodie Smith,DEF,6,9,3,3,40,3,0,2012,Preliminary Finals
40,33,Nick Smith,DEF,6,5,7,1,54.5,4,0,2012,Preliminary Finals
41,33,Matthew Suckling,DEF,6,10,4,3,37.5,4,0,2012,Preliminary Finals
42,33,Dale Thomas,FWD,6,13,3,5,31.6,3,0,2012,Preliminary Finals
43,33,Sharrod Wellingham,FWD,6,11,2,5,35.3,5,2,2012,Preliminary Finals
44,33,Matthew Wright,FWD,6,12,1,3,33.3,4,0,2012,Preliminary Finals
45,46,Ian Callinan,FWD,5,4,0,0,55.6,4,1,2012,Preliminary Finals
46,46,Darren Jolly,RUC,5,3,0,0,62.5,1,0,2012,Preliminary Finals
47,46,Heritier Lumumba,DEF,5,17,6,2,22.7,4,0,2012,Preliminary Finals
48,46,Brent Reilly,DEF,5,14,8,5,26.3,3,0,2012,Preliminary Finals
49,46,Ted Richards,KEYD,5,4,7,0,55.6,2,0,2012,Preliminary Finals
50,46,Chris Tarrant,KEYF,5,11,7,4,31.3,3,0,2012,Preliminary Finals
51,46,Scott Thompson,MID,5,26,3,5,16.1,3,0,2012,Preliminary Finals
52,53,Chris Dawes,KEYF,4,7,0,2,36.4,3,1,2012,Preliminary Finals
53,53,Xavier Ellis,MID,4,3,1,2,57.1,3,1,2012,Preliminary Finals
54,53,Jack Gunston,FWD,4,13,1,2,23.5,4,2,2012,Preliminary Finals
55,53,David Mackay,MID,4,14,4,1,22.2,2,0,2012,Preliminary Finals
56,53,Nick Malceski,DEF,4,8,6,2,33.3,3,0,2012,Preliminary Finals
57,53,Marty Mattner,DEF,4,8,3,3,33.3,1,0,2012,Preliminary Finals
58,53,Andy Otten,DEF,4,12,4,0,25,3,0,2012,Preliminary Finals
59,53,Paul Puopolo,FWD,4,3,0,0,57.1,2,2,2012,Preliminary Finals
60,53,Ben Reid,KEYD,4,9,7,4,30.8,2,0,2012,Preliminary Finals
61,53,Ben Rutten,KEYD,4,10,3,2,28.6,2,0,2012,Preliminary Finals
62,53,Taylor Walker,KEYF,4,7,1,2,36.4,3,2,2012,Preliminary Finals
63,64,Grant Birchall,DEF,3,18,1,2,14.3,2,0,2012,Preliminary Finals
64,64,Travis Cloke,KEYF,3,8,1,2,27.3,1,1,2012,Preliminary Finals
65,64,Michael Doughty,DEF,3,14,1,2,17.6,1,0,2012,Preliminary Finals
66,64,Josh Gibson,KEYD,3,11,8,2,21.4,3,0,2012,Preliminary Finals
67,64,Tyson Goldsack,FWD,3,5,0,2,37.5,2,2,2012,Preliminary Finals
68,64,Sam Jacobs,RUC,3,8,1,2,27.3,2,0,2012,Preliminary Finals
69,64,Lewis Jetta,FWD,3,13,3,2,18.8,2,1,2012,Preliminary Finals
70,64,Ben Johnson,MID,3,16,4,6,15.8,3,0,2012,Preliminary Finals
71,64,Mitch Morton,FWD,3,5,1,4,37.5,2,0,2012,Preliminary Finals
72,64,Heath Shaw,DEF,3,13,9,3,18.8,3,0,2012,Preliminary Finals
73,64,Steele Sidebottom,MID,3,15,1,7,16.7,1,0,2012,Preliminary Finals
74,64,Alan Toovey,DEF,3,4,3,2,42.9,2,0,2012,Preliminary Finals
75,76,Ricky Henderson,DEF,2,14,4,3,12.5,2,0,2012,Preliminary Finals
76,76,Jared Petrenko,FWD,2,3,0,4,40,1,0,2012,Preliminary Finals
77,76,Sam Reid,KEYF,2,3,2,1,40,1,0,2012,Preliminary Finals
78,76,Shane Savage,FWD,2,1,1,1,66.7,1,0,2012,Preliminary Finals
79,76,Luke Thompson,DEF,2,9,4,2,18.2,1,0,2012,Preliminary Finals
80,81,Nathan Brown,KEYD,1,10,3,1,9.1,0,0,2012,Preliminary Finals
81,81,Jamie Elliott,FWD,1,3,0,1,25,1,1,2012,Preliminary Finals
82,81,Heath Grundy,KEYD,1,14,4,4,6.7,1,0,2012,Preliminary Finals
83,81,Ryan Schoenmakers,KEYD,1,5,2,3,16.7,1,0,2012,Preliminary Finals
84,81,Ben Sinclair,FWD,1,4,0,2,20,1,1,2012,Preliminary Finals
85,81,Clinton Young,MID,1,19,1,4,5,1,0,2012,Preliminary Finals
86,87,Graham Johncock,FWD,0,2,0,0,0,0,0,2012,Preliminary Finals
87,87,Luke Parker,MID,0,3,0,2,0,0,0,2012,Preliminary Finals
