,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Dan Hannebery,MID,19,15,5,7,55.9,16,1,2016,Round 6
1,1,Lachie Neale,MID,19,20,9,8,48.7,12,2,2016,Round 6
2,1,Mitch Robinson,MID,19,7,9,2,73.1,16,0,2016,Round 6
3,4,Patrick Dangerfield,MID,17,14,2,3,54.8,10,3,2016,Round 6
4,4,Shane Edwards,FWD,17,10,1,5,63,12,0,2016,Round 6
5,4,Josh P. Kennedy,MID,17,14,4,9,54.8,16,1,2016,Round 6
6,7,Lachie Hunter,MID,16,26,11,6,38.1,12,0,2016,Round 6
7,7,Dustin Martin,MID,16,14,5,10,53.3,9,1,2016,Round 6
8,7,Luke Parker,MID,16,12,2,3,57.1,13,1,2016,Round 6
9,7,Jack Steven,MID,16,10,0,1,61.5,11,3,2016,Round 6
10,7,Jack Viney,MID,16,14,4,8,53.3,12,0,2016,Round 6
11,7,Daniel Wells,MID,16,15,5,3,51.6,11,2,2016,Round 6
12,13,Gary Ablett,MID,15,10,1,3,60,10,1,2016,Round 6
13,13,Michael Barlow,MID,15,18,3,8,45.5,8,1,2016,Round 6
14,13,Shaun Grigg,MID,15,17,2,4,46.9,6,2,2016,Round 6
15,13,Tom Rockliff,MID,15,16,7,7,48.4,11,1,2016,Round 6
16,17,Nic Naitanui,RUC,14,1,1,6,93.3,4,0,2016,Round 6
17,17,Jack Redden,MID,14,9,3,3,60.9,8,3,2016,Round 6
18,17,Joel Selwood,MID,14,19,0,0,42.4,8,2,2016,Round 6
19,17,Andrew Swallow,MID,14,9,3,5,60.9,11,1,2016,Round 6
20,17,Dale Thomas,MID,14,17,9,5,45.2,10,2,2016,Round 6
21,22,Adam Cooney,MID,13,15,3,3,46.4,10,3,2016,Round 6
22,22,Matt Crouch,MID,13,14,2,4,48.1,9,0,2016,Round 6
23,22,Pearce Hanley,MID,13,12,4,3,52,8,4,2016,Round 6
24,22,Kieren Jack,MID,13,8,5,4,61.9,11,0,2016,Round 6
25,22,Jake Lloyd,MID,13,7,7,4,65,11,2,2016,Round 6
26,22,Tom Mitchell,MID,13,17,4,5,43.3,9,0,2016,Round 6
27,22,Dylan Shiel,MID,13,19,4,9,40.6,7,2,2016,Round 6
