,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Scott Pendlebury,MID,24,13,6,2,64.9,16,2,2017,Round 1
1,2,Tom Rockliff,MID,23,16,3,7,59,16,0,2017,Round 1
2,3,Josh P. Kennedy,MID,19,8,2,3,70.4,11,1,2017,Round 1
3,4,Marc Murphy,MID,18,18,3,8,50,14,2,2017,Round 1
4,5,Touk Miller,MID,17,12,1,5,58.6,12,2,2017,Round 1
5,6,Dyson Heppell,MID,16,18,6,5,47.1,12,2,2017,Round 1
6,6,Tom Mitchell,MID,16,22,2,9,42.1,12,0,2017,Round 1
7,6,Ollie Wines,MID,16,16,3,2,50,11,2,2017,Round 1
8,9,Matt Crouch,MID,15,15,2,6,50,14,2,2017,Round 1
9,9,Patrick Dangerfield,MID,15,11,1,4,57.7,9,1,2017,Round 1
10,9,Bryce Gibbs,MID,15,10,3,4,60,8,0,2017,Round 1
11,9,Jack Ziebell,MID,15,16,8,9,48.4,9,1,2017,Round 1
12,13,Taylor Adams,MID,14,20,4,7,41.2,9,1,2017,Round 1
13,13,Charles Cameron,FWD,14,9,0,7,60.9,10,2,2017,Round 1
14,13,Brad Ebert,MID,14,8,4,4,63.6,9,2,2017,Round 1
15,13,Nat Fyfe,MID,14,13,5,4,51.9,3,0,2017,Round 1
16,13,Shaun Higgins,MID,14,13,1,2,51.9,10,1,2017,Round 1
17,13,Will Langford,FWD,14,11,4,8,56,9,3,2017,Round 1
18,13,Stefan Martin,RUC,14,8,4,5,63.6,10,0,2017,Round 1
19,13,David Mundy,FWD,14,17,1,5,45.2,7,0,2017,Round 1
20,13,Jaeger O'Meara,MID,14,9,3,3,60.9,10,2,2017,Round 1
21,13,Clayton Oliver,MID,14,22,3,3,38.9,10,1,2017,Round 1
22,13,Elliot Yeo,DEF,14,11,10,2,56,8,0,2017,Round 1
23,24,Gary Ablett,MID,13,15,7,7,46.4,10,2,2017,Round 1
24,24,Jarryd Blair,FWD,13,4,4,2,76.5,10,6,2017,Round 1
25,24,Rory Laird,DEF,13,27,13,5,32.5,7,0,2017,Round 1
26,24,Dustin Martin,MID,13,21,2,5,38.2,6,2,2017,Round 1
27,24,Lachie Neale,MID,13,12,4,5,52,7,0,2017,Round 1
28,24,Matthew Priddis,MID,13,16,0,2,44.8,8,1,2017,Round 1
29,24,Paddy Ryder,RUC,13,3,0,4,81.3,7,0,2017,Round 1
30,24,Rory Sloane,MID,13,10,3,2,56.5,7,1,2017,Round 1
31,32,Michael Barlow,FWD,12,11,1,5,52.2,9,1,2017,Round 1
32,32,Marcus Bontempelli,MID,12,11,1,1,52.2,11,3,2017,Round 1
33,32,Trent Cotchin,MID,12,10,2,4,54.5,10,2,2017,Round 1
34,32,Trent Dumont,MID,12,13,3,8,48,8,1,2017,Round 1
35,32,George Hewett,FWD,12,8,2,4,60,9,1,2017,Round 1
36,32,Stephen Hill,MID,12,13,3,7,48,5,0,2017,Round 1
37,32,Sam Mayes,DEF,12,7,10,5,63.2,10,0,2017,Round 1
38,32,Zach Merrett,MID,12,25,6,3,32.4,8,1,2017,Round 1
39,32,Luke Parker,MID,12,12,2,2,50,3,1,2017,Round 1
40,32,Dylan Shiel,MID,12,12,2,5,50,7,0,2017,Round 1
41,32,Kade Simpson,DEF,12,20,8,6,37.5,7,0,2017,Round 1
42,32,Jack Steele,MID,12,13,5,1,48,7,0,2017,Round 1
43,32,Jack Viney,MID,12,10,1,2,54.5,8,2,2017,Round 1
44,32,Dayne Zorko,MID,12,12,2,6,50,9,3,2017,Round 1
45,46,Luke Dahlhaus,FWD,11,14,1,3,44,9,2,2017,Round 1
46,46,Alex Fasolo,FWD,11,11,2,2,50,8,4,2017,Round 1
47,46,Tom Hawkins,KEYF,11,2,2,5,84.6,6,5,2017,Round 1
48,46,Jeremy Howe,DEF,11,14,11,4,44,4,0,2017,Round 1
49,46,Josh Kelly,MID,11,18,5,2,37.9,8,1,2017,Round 1
50,46,Josh J. Kennedy,KEYF,11,6,1,2,64.7,6,5,2017,Round 1
51,46,Tom Liberatore,MID,11,5,3,3,68.8,8,3,2017,Round 1
52,46,Sam Mitchell,MID,11,29,4,3,27.5,8,1,2017,Round 1
53,46,Christian Petracca,FWD,11,12,3,6,47.8,9,3,2017,Round 1
54,46,Joel Selwood,MID,11,17,1,4,39.3,10,1,2017,Round 1
55,46,Adam Treloar,MID,11,23,1,9,32.4,6,1,2017,Round 1
56,57,Dayne Beams,MID,10,13,5,2,43.5,7,3,2017,Round 1
57,57,Rohan Bewick,MID,10,11,6,6,47.6,8,0,2017,Round 1
58,57,Travis Boak,FWD,10,16,3,5,38.5,8,2,2017,Round 1
59,57,Jason Castagna,FWD,10,13,3,7,43.5,8,2,2017,Round 1
60,57,Sam Gibson,MID,10,11,7,5,47.6,8,1,2017,Round 1
61,57,Brendon Goddard,MID,10,20,1,1,33.3,6,1,2017,Round 1
62,57,Aaron Hall,MID,10,16,2,6,38.5,6,0,2017,Round 1
63,57,Nathan Jones,MID,10,25,4,4,28.6,6,0,2017,Round 1
64,57,Caleb Marchbank,KEYD,10,9,13,6,52.6,5,0,2017,Round 1
65,57,Alex Neal-Bullen,FWD,10,13,3,5,43.5,9,4,2017,Round 1
66,57,Jared Polec,MID,10,9,2,6,52.6,9,1,2017,Round 1
67,57,Luke Shuey,MID,10,21,2,4,32.3,8,1,2017,Round 1
68,57,Andrew Swallow,MID,10,14,1,5,41.7,6,0,2017,Round 1
69,70,Mark Baguley,DEF,9,9,9,5,50,5,0,2017,Round 1
70,70,Jack Billings,FWD,9,10,3,3,47.4,9,1,2017,Round 1
71,70,Angus Brayshaw,DEF,9,13,1,1,40.9,5,1,2017,Round 1
72,70,Josh Caddy,FWD,9,9,2,3,50,6,2,2017,Round 1
73,70,Travis Cloke,KEYF,9,6,3,1,60,4,2,2017,Round 1
74,70,Stewart Crameri,FWD,9,7,4,4,56.3,8,1,2017,Round 1
75,70,Mitch Duncan,MID,9,20,3,3,31,8,0,2017,Round 1
76,70,Shane Edwards,FWD,9,8,4,2,52.9,7,2,2017,Round 1
77,70,Orazio Fantasia,FWD,9,8,1,3,52.9,7,4,2017,Round 1
78,70,Lance Franklin,KEYF,9,9,0,0,50,3,2,2017,Round 1
79,70,Ryan Griffen,MID,9,7,2,2,56.3,4,1,2017,Round 1
80,70,Jesse Hogan,KEYF,9,10,2,3,47.4,3,0,2017,Round 1
81,70,Jason Johannisen,DEF,9,19,4,3,32.1,8,3,2017,Round 1
82,70,Jordan Lewis,MID,9,24,2,7,27.3,5,0,2017,Round 1
83,70,Jack Lonie,FWD,9,5,2,5,64.3,8,3,2017,Round 1
84,70,Andrew Mackie,DEF,9,10,8,1,47.4,5,0,2017,Round 1
85,70,Harrison Marsh,DEF,9,15,11,9,37.5,7,0,2017,Round 1
86,70,Oscar McDonald,KEYD,9,10,9,2,47.4,6,0,2017,Round 1
87,70,Tim Membrey,KEYF,9,7,4,2,56.3,5,1,2017,Round 1
88,70,Daniel Menzel,FWD,9,6,0,1,60,7,0,2017,Round 1
89,70,Danyle Pearce,FWD,9,12,4,3,42.9,8,2,2017,Round 1
90,70,Tom Phillips,MID,9,18,4,7,33.3,7,0,2017,Round 1
91,70,Dion Prestia,MID,9,17,4,4,34.6,7,2,2017,Round 1
92,70,Tom Ruggles,DEF,9,10,8,3,47.4,7,0,2017,Round 1
93,70,Steele Sidebottom,MID,9,24,2,1,27.3,8,2,2017,Round 1
