,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Andrew Swallow,MID,17,7,5,6,70.8,10,0,2015,Preliminary Finals
1,2,Nat Fyfe,MID,16,8,4,5,66.7,10,1,2015,Preliminary Finals
2,3,Nick Dal Santo,MID,15,8,1,7,65.2,11,2,2015,Preliminary Finals
3,4,Sam Mitchell,MID,13,21,4,4,38.2,10,0,2015,Preliminary Finals
4,4,David Mundy,MID,13,14,1,3,48.1,9,0,2015,Preliminary Finals
5,6,Josh J. Kennedy,KEYF,12,9,1,4,57.1,3,1,2015,Preliminary Finals
6,6,Jarryd Roughead,KEYF,12,10,5,3,54.5,9,2,2015,Preliminary Finals
7,8,Ben Cunnington,MID,11,9,1,3,55,7,0,2015,Preliminary Finals
8,8,Brent Harvey,FWD,11,15,2,4,42.3,8,2,2015,Preliminary Finals
9,8,Mark Hutchings,MID,11,5,4,1,68.8,6,2,2015,Preliminary Finals
10,8,Nic Naitanui,RUC,11,1,1,3,91.7,4,1,2015,Preliminary Finals
11,8,Matthew Priddis,MID,11,15,0,2,42.3,9,1,2015,Preliminary Finals
12,8,Jack Ziebell,MID,11,7,1,3,61.1,6,0,2015,Preliminary Finals
13,14,Taylor Duryea,DEF,10,15,10,5,40,8,1,2015,Preliminary Finals
14,14,Todd Goldstein,RUC,10,3,5,2,76.9,5,1,2015,Preliminary Finals
15,14,Tendai Mzungu,MID,10,14,6,3,41.7,7,0,2015,Preliminary Finals
16,14,Cyril Rioli,FWD,10,11,5,3,47.6,7,3,2015,Preliminary Finals
17,18,Sam Gibson,MID,9,11,4,5,45,6,0,2015,Preliminary Finals
18,18,Luke Shuey,MID,9,2,1,1,81.8,5,0,2015,Preliminary Finals
19,18,Elliot Yeo,MID,9,8,5,4,52.9,7,1,2015,Preliminary Finals
20,18,Matt de Boer,FWD,9,10,2,6,47.4,6,0,2015,Preliminary Finals
21,22,Shaun Higgins,FWD,8,11,0,3,42.1,6,1,2015,Preliminary Finals
22,22,Stephen Hill,MID,8,11,4,3,42.1,6,2,2015,Preliminary Finals
23,22,Aaron Sandilands,RUC,8,4,4,0,66.7,6,1,2015,Preliminary Finals
24,22,Callum Sinclair,RUC,8,7,3,2,53.3,4,1,2015,Preliminary Finals
25,22,Sharrod Wellingham,DEF,8,14,15,4,36.4,8,0,2015,Preliminary Finals
26,27,Michael Barlow,FWD,7,11,2,0,38.9,5,2,2015,Preliminary Finals
27,27,Jonathon Griffin,RUC,7,7,2,1,50,5,2,2015,Preliminary Finals
28,27,Jordan Lewis,MID,7,12,2,3,36.8,5,1,2015,Preliminary Finals
29,27,Jeremy McGovern,KEYD,7,10,10,2,41.2,6,0,2015,Preliminary Finals
30,27,Lachie Neale,MID,7,15,2,4,31.8,5,0,2015,Preliminary Finals
31,27,Danyle Pearce,MID,7,14,1,7,33.3,6,1,2015,Preliminary Finals
32,27,Michael Walters,FWD,7,12,3,5,36.8,3,0,2015,Preliminary Finals
33,34,Shaun Burgoyne,DEF,6,14,3,4,30,4,1,2015,Preliminary Finals
34,34,Xavier Ellis,DEF,6,13,6,2,31.6,2,0,2015,Preliminary Finals
35,34,Josh Hill,FWD,6,3,2,1,66.7,4,0,2015,Preliminary Finals
36,34,Michael Johnson,KEYD,6,9,4,2,40,6,0,2015,Preliminary Finals
37,34,Brian Lake,KEYD,6,15,8,4,28.6,5,0,2015,Preliminary Finals
38,34,Ben McEvoy,RUC,6,7,5,0,46.2,2,0,2015,Preliminary Finals
39,34,Ryan Schoenmakers,KEYF,6,9,2,2,40,5,2,2015,Preliminary Finals
40,34,Scott D. Thompson,KEYD,6,8,6,3,42.9,5,0,2015,Preliminary Finals
41,34,Sam Wright,DEF,6,14,6,8,30,2,0,2015,Preliminary Finals
42,43,Hayden Ballantyne,FWD,5,8,3,3,38.5,2,2,2015,Preliminary Finals
43,43,Ben Brown,KEYF,5,5,0,1,50,3,2,2015,Preliminary Finals
44,43,Sam Butler,DEF,5,12,3,3,29.4,4,0,2015,Preliminary Finals
45,43,Zac Dawson,KEYD,5,6,5,1,45.5,4,0,2015,Preliminary Finals
46,43,Michael Firrito,KEYD,5,5,4,2,50,5,0,2015,Preliminary Finals
47,43,Josh Gibson,KEYD,5,20,8,4,20,4,0,2015,Preliminary Finals
48,43,Ben Jacobs,MID,5,3,2,2,62.5,2,0,2015,Preliminary Finals
49,43,Mark LeCras,FWD,5,14,0,0,26.3,2,1,2015,Preliminary Finals
50,43,Paul Puopolo,FWD,5,9,3,2,35.7,4,1,2015,Preliminary Finals
51,43,Dom Sheed,MID,5,14,3,4,26.3,4,0,2015,Preliminary Finals
52,43,Liam Shiels,MID,5,19,1,3,20.8,4,0,2015,Preliminary Finals
53,43,Lee Spurr,DEF,5,22,8,6,18.5,3,0,2015,Preliminary Finals
54,43,Kayne Turner,FWD,5,11,1,2,31.3,4,2,2015,Preliminary Finals
55,43,Jarrad Waite,KEYF,5,6,0,4,45.5,2,0,2015,Preliminary Finals
56,57,Grant Birchall,DEF,4,18,2,3,18.2,4,0,2015,Preliminary Finals
57,57,Luke Breust,FWD,4,11,0,3,26.7,4,2,2015,Preliminary Finals
58,57,Jamie Cripps,FWD,4,8,2,1,33.3,4,4,2015,Preliminary Finals
59,57,James Frawley,KEYD,4,14,4,2,22.2,4,0,2015,Preliminary Finals
60,57,Andrew Gaff,MID,4,14,1,3,22.2,2,0,2015,Preliminary Finals
61,57,David Hale,RUC,4,3,1,1,57.1,2,1,2015,Preliminary Finals
62,57,Bradley Hill,MID,4,20,3,2,16.7,4,0,2015,Preliminary Finals
63,57,Luke Hodge,MID,4,19,1,5,17.4,1,0,2015,Preliminary Finals
64,57,Shannon Hurn,DEF,4,7,2,2,36.4,4,1,2015,Preliminary Finals
65,57,Chris Mayne,FWD,4,8,0,3,33.3,2,0,2015,Preliminary Finals
66,57,Drew Petrie,KEYF,4,9,1,2,30.8,2,0,2015,Preliminary Finals
67,57,Brad Sheppard,DEF,4,11,4,1,26.7,2,0,2015,Preliminary Finals
68,57,Isaac Smith,MID,4,19,2,2,17.4,4,0,2015,Preliminary Finals
69,57,Matthew Suckling,DEF,4,17,0,5,19,4,1,2015,Preliminary Finals
70,57,Robbie Tarrant,KEYD,4,9,2,3,30.8,4,0,2015,Preliminary Finals
71,72,Shaun Atley,DEF,3,16,0,2,15.8,2,0,2015,Preliminary Finals
72,72,Taylor Garner,FWD,3,4,1,0,42.9,3,1,2015,Preliminary Finals
73,72,Lachlan Hansen,KEYD,3,9,4,3,25,1,0,2015,Preliminary Finals
74,72,Garrick Ibbotson,DEF,3,22,8,2,12,2,0,2015,Preliminary Finals
75,72,Jamie Macmillan,DEF,3,7,3,2,30,2,0,2015,Preliminary Finals
76,72,Matthew Pavlich,KEYF,3,8,0,4,27.3,1,1,2015,Preliminary Finals
77,72,Will Schofield,KEYD,3,10,3,3,23.1,2,0,2015,Preliminary Finals
78,72,Tommy Sheridan,DEF,3,19,4,6,13.6,2,0,2015,Preliminary Finals
79,72,Nicholas Suban,MID,3,5,0,1,37.5,1,0,2015,Preliminary Finals
80,72,Cam Sutcliffe,DEF,3,11,3,2,21.4,1,0,2015,Preliminary Finals
81,72,Matt Taberner,KEYF,3,5,0,4,37.5,2,0,2015,Preliminary Finals
82,83,Ben Stratton,DEF,2,6,2,3,25,2,0,2015,Preliminary Finals
83,84,Jack Darling,KEYF,1,10,0,4,9.1,1,0,2015,Preliminary Finals
84,84,Billy Hartung,MID,1,4,0,1,20,1,0,2015,Preliminary Finals
85,86,Chris Masten,MID,0,11,0,2,0,0,0,2015,Preliminary Finals
