,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Patrick Dangerfield,MID,21,13,5,4,61.8,15,2,2012,Round 10
1,2,Dale Thomas,FWD,20,11,4,4,64.5,15,6,2012,Round 10
2,3,Gary Ablett,MID,19,33,10,14,36.5,15,1,2012,Round 10
3,4,Josh P. Kennedy,MID,18,10,3,2,64.3,14,6,2012,Round 10
4,4,Matthew Priddis,MID,18,9,2,3,66.7,12,6,2012,Round 10
5,6,Rory Sloane,MID,17,18,5,6,48.6,10,0,2012,Round 10
6,7,Dayne Beams,MID,16,18,4,3,47.1,10,1,2012,Round 10
7,7,Hamish Hartlett,MID,16,12,1,4,57.1,9,0,2012,Round 10
8,7,Kieren Jack,MID,16,16,3,8,50,16,2,2012,Round 10
9,7,Sam Mitchell,MID,16,18,7,7,47.1,11,0,2012,Round 10
10,7,Jobe Watson,MID,16,15,4,3,51.6,12,1,2012,Round 10
11,12,Grant Birchall,DEF,15,13,11,3,53.6,11,0,2012,Round 10
12,12,Chris Judd,MID,15,7,4,7,68.2,8,0,2012,Round 10
13,12,Joel Selwood,MID,15,7,5,4,68.2,10,0,2012,Round 10
14,12,Callan Ward,MID,15,8,7,3,65.2,10,0,2012,Round 10
15,16,Jude Bolton,FWD,14,25,2,2,35.9,10,1,2012,Round 10
16,16,Matthew Boyd,MID,14,16,2,9,46.7,9,1,2012,Round 10
17,16,Matthew Broadbent,MID,14,13,2,7,51.9,10,3,2012,Round 10
18,16,Tom Hickey,RUC,14,4,7,2,77.8,5,0,2012,Round 10
19,16,Ben Hudson,RUC,14,7,3,2,66.7,13,0,2012,Round 10
20,16,Dustin Martin,FWD,14,14,2,6,50,12,3,2012,Round 10
21,16,Mitch Wallis,MID,14,6,1,3,70,11,0,2012,Round 10
22,23,Michael Barlow,MID,13,12,1,4,52,10,2,2012,Round 10
23,23,Jimmy Bartel,MID,13,20,2,6,39.4,6,0,2012,Round 10
24,23,Adam Cooney,MID,13,10,1,5,56.5,12,5,2012,Round 10
25,23,Ryan Griffen,MID,13,9,2,8,59.1,9,2,2012,Round 10
26,23,Michael Hurley,KEYF,13,5,4,4,72.2,11,5,2012,Round 10
27,23,Nathan Jones,MID,13,13,5,5,50,10,1,2012,Round 10
28,23,Ryan Lester,DEF,13,9,2,6,59.1,8,0,2012,Round 10
29,23,Daniel Nicholson,DEF,13,11,10,4,54.2,8,0,2012,Round 10
30,23,Paul Puopolo,FWD,13,3,2,2,81.3,8,6,2012,Round 10
31,23,Tom Rockliff,MID,13,14,3,6,48.1,11,1,2012,Round 10
32,23,Heath Scotland,MID,13,10,4,8,56.5,9,1,2012,Round 10
33,23,Brad Sewell,MID,13,9,3,2,59.1,12,1,2012,Round 10
34,23,Daniel Wells,MID,13,10,3,2,56.5,12,3,2012,Round 10
35,23,Cameron Wood,RUC,13,10,4,7,56.5,6,1,2012,Round 10
36,23,David Zaharakis,MID,13,15,6,9,46.4,10,0,2012,Round 10
37,23,Matt de Boer,FWD,13,13,6,4,50,11,0,2012,Round 10
38,39,David Armitage,MID,12,10,2,5,54.5,9,0,2012,Round 10
39,39,Travis Cloke,KEYF,12,7,0,5,63.2,7,7,2012,Round 10
40,39,Daniel Cross,MID,12,6,1,1,66.7,9,2,2012,Round 10
41,39,Richard Douglas,MID,12,11,2,5,52.2,7,1,2012,Round 10
42,39,David Ellard,MID,12,15,3,6,44.4,8,2,2012,Round 10
43,39,Shaun Higgins,FWD,12,6,3,7,66.7,8,4,2012,Round 10
44,39,Jeremy Howe,FWD,12,12,2,8,50,7,2,2012,Round 10
45,39,Daniel Kerr,MID,12,5,2,4,70.6,6,1,2012,Round 10
46,39,Tom Liberatore,MID,12,1,1,0,92.3,11,2,2012,Round 10
47,39,Drew Petrie,KEYF,12,0,0,6,100,5,3,2012,Round 10
48,39,Jack Redden,MID,12,9,3,3,57.1,4,0,2012,Round 10
49,39,Matt Thomas,MID,12,8,1,2,60,8,4,2012,Round 10
50,51,Harley Bennell,MID,11,17,3,4,39.3,10,4,2012,Round 10
51,51,Craig Bird,FWD,11,5,0,2,68.8,10,4,2012,Round 10
52,51,Trent Cotchin,MID,11,18,1,3,37.9,10,0,2012,Round 10
53,51,Stewart Crameri,KEYF,11,7,2,3,61.1,11,3,2012,Round 10
54,51,Cruize Garlett,MID,11,4,4,3,73.3,8,2,2012,Round 10
55,51,Toby Greene,MID,11,10,4,3,52.4,6,0,2012,Round 10
56,51,Dan Hannebery,MID,11,24,4,4,31.4,10,1,2012,Round 10
57,51,Chris Masten,MID,11,16,2,6,40.7,10,0,2012,Round 10
58,51,Brock McLean,MID,11,9,4,5,55,11,3,2012,Round 10
59,51,Brent Moloney,MID,11,12,2,6,47.8,8,0,2012,Round 10
60,51,Robin Nahas,FWD,11,7,2,5,61.1,8,2,2012,Round 10
61,51,Jack Riewoldt,KEYF,11,10,1,0,52.4,4,2,2012,Round 10
62,51,Dylan Shiel,MID,11,9,3,5,55,9,1,2012,Round 10
63,64,Leigh Adams,FWD,10,7,3,3,58.8,9,1,2012,Round 10
64,64,Brett Deledio,MID,10,18,3,2,35.7,7,1,2012,Round 10
65,64,Tory Dickson,FWD,10,5,4,2,66.7,9,2,2012,Round 10
66,64,Brad Ebert,MID,10,9,3,2,52.6,6,0,2012,Round 10
67,64,Sam Gilbert,DEF,10,16,8,5,38.5,8,0,2012,Round 10
68,64,Todd Goldstein,RUC,10,8,9,2,55.6,8,0,2012,Round 10
69,64,Levi Greenwood,MID,10,8,1,7,55.6,7,1,2012,Round 10
70,64,Lenny Hayes,MID,10,14,0,0,41.7,7,3,2012,Round 10
71,64,James Kelly,MID,10,20,4,6,33.3,7,1,2012,Round 10
72,64,James McDonald,MID,10,3,3,3,76.9,4,0,2012,Round 10
73,64,Jack Newnes,DEF,10,8,9,1,55.6,8,1,2012,Round 10
74,64,Ryan O'Keefe,MID,10,11,3,3,47.6,8,1,2012,Round 10
75,64,Paddy Ryder,RUC,10,0,1,2,100,4,3,2012,Round 10
76,64,Ryan Schoenmakers,KEYD,10,11,10,3,47.6,8,0,2012,Round 10
77,64,Scott Selwood,MID,10,13,3,2,43.5,5,0,2012,Round 10
78,64,Andrew Swallow,MID,10,5,2,5,66.7,9,1,2012,Round 10
79,64,Jack Trengove,MID,10,12,3,4,45.5,8,1,2012,Round 10
80,64,Nathan Van Berlo,MID,10,13,3,5,43.5,10,2,2012,Round 10
81,64,Bernie Vince,MID,10,13,4,6,43.5,5,0,2012,Round 10
82,64,Taylor Walker,KEYF,10,7,1,3,58.8,4,4,2012,Round 10
83,64,Brendan Whitecross,FWD,10,10,1,7,50,9,0,2012,Round 10
84,64,Matthew Wright,FWD,10,10,3,4,50,8,2,2012,Round 10
85,86,Shaun Atley,DEF,9,8,9,6,52.9,7,0,2012,Round 10
86,86,Jarryd Blair,FWD,9,15,1,6,37.5,6,2,2012,Round 10
87,86,Jason Blake,DEF,9,8,4,2,52.9,5,2,2012,Round 10
88,86,Travis Boak,MID,9,11,1,5,45,8,2,2012,Round 10
89,86,Joshua Bootsma,DEF,9,7,6,2,56.3,7,0,2012,Round 10
90,86,Paul Chapman,FWD,9,18,3,0,33.3,6,1,2012,Round 10
91,86,Courtenay Dempsey,DEF,9,16,9,11,36,9,0,2012,Round 10
92,86,Ricky Dyson,DEF,9,13,6,6,40.9,9,0,2012,Round 10
93,86,Lance Franklin,KEYF,9,14,2,2,39.1,1,1,2012,Round 10
94,86,Darren Glass,KEYD,9,11,7,0,45,4,0,2012,Round 10
95,86,Heath Hocking,MID,9,11,5,1,45,6,0,2012,Round 10
96,86,Steve Johnson,FWD,9,18,3,3,33.3,5,2,2012,Round 10
97,86,Lachie Neale,MID,9,7,4,2,56.3,8,2,2012,Round 10
98,86,Scott Pendlebury,MID,9,8,3,1,52.9,3,0,2012,Round 10
99,86,Darren Pfeiffer,MID,9,4,9,2,69.2,4,1,2012,Round 10
100,86,Ted Richards,KEYD,9,13,12,7,40.9,8,0,2012,Round 10
101,86,Cyril Rioli,FWD,9,8,3,3,52.9,7,2,2012,Round 10
102,86,Brent Stanton,MID,9,16,2,6,36,5,1,2012,Round 10
103,86,Luke Tapscott,DEF,9,6,5,2,60,5,0,2012,Round 10
