,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Nat Fyfe,MID,18,12,4,7,60,11,2,2013,Grand Final
1,2,Jordan Lewis,MID,14,14,1,3,50,10,1,2013,Grand Final
2,3,David Mundy,MID,12,15,3,5,44.4,5,0,2013,Grand Final
3,3,Jarryd Roughead,KEYF,12,10,3,5,54.5,5,1,2013,Grand Final
4,5,Michael Barlow,MID,11,12,3,8,47.8,10,2,2013,Grand Final
5,5,Brian Lake,KEYD,11,11,14,4,50,8,0,2013,Grand Final
6,5,Cyril Rioli,FWD,11,6,2,2,64.7,6,1,2013,Grand Final
7,8,Stephen Hill,MID,9,11,2,3,45,9,0,2013,Grand Final
8,8,Luke Hodge,DEF,9,9,6,5,50,7,0,2013,Grand Final
9,10,Hayden Ballantyne,FWD,8,8,2,5,50,5,3,2013,Grand Final
10,10,Luke Breust,FWD,8,5,1,1,61.5,7,3,2013,Grand Final
11,10,Sam Mitchell,MID,8,5,1,2,61.5,3,0,2013,Grand Final
12,10,Aaron Sandilands,RUC,8,5,3,2,61.5,7,1,2013,Grand Final
13,10,Isaac Smith,MID,8,11,2,1,42.1,6,2,2013,Grand Final
14,10,Matt de Boer,FWD,8,7,2,0,53.3,8,1,2013,Grand Final
15,16,Lance Franklin,KEYF,7,11,3,1,38.9,5,0,2013,Grand Final
16,16,David Hale,RUC,7,5,1,1,58.3,3,1,2013,Grand Final
17,16,Luke McPharlin,KEYD,7,9,6,3,43.8,5,0,2013,Grand Final
18,16,Liam Shiels,MID,7,4,1,2,63.6,3,0,2013,Grand Final
19,20,Grant Birchall,DEF,6,19,6,3,24,5,0,2013,Grand Final
20,20,Jack Gunston,FWD,6,12,0,5,33.3,2,2,2013,Grand Final
21,20,Michael Johnson,KEYD,6,14,7,3,30,4,0,2013,Grand Final
22,20,Tendai Mzungu,MID,6,10,3,1,37.5,5,0,2013,Grand Final
23,20,Nicholas Suban,MID,6,6,2,1,50,3,2,2013,Grand Final
24,25,Paul Puopolo,FWD,5,3,1,2,62.5,4,2,2013,Grand Final
25,25,Michael Walters,FWD,5,6,1,1,45.5,3,2,2013,Grand Final
26,27,Max Bailey,RUC,4,3,0,0,57.1,4,0,2013,Grand Final
27,27,Ryan Crowley,MID,4,12,0,1,25,3,1,2013,Grand Final
28,27,Chris Mayne,FWD,4,9,1,1,30.8,3,1,2013,Grand Final
29,27,Lachie Neale,MID,4,3,3,2,57.1,3,1,2013,Grand Final
30,27,Danyle Pearce,MID,4,15,3,4,21.1,4,2,2013,Grand Final
31,27,Ben Stratton,KEYD,4,10,3,1,28.6,4,0,2013,Grand Final
32,33,Shaun Burgoyne,MID,3,11,1,2,21.4,3,0,2013,Grand Final
33,33,Zac Clarke,RUC,3,2,1,0,60,3,1,2013,Grand Final
34,33,Zac Dawson,KEYD,3,4,5,0,42.9,3,0,2013,Grand Final
35,33,Josh Gibson,KEYD,3,13,4,6,18.8,2,0,2013,Grand Final
36,33,Bradley Hill,MID,3,13,0,3,18.8,1,0,2013,Grand Final
37,33,Matthew Pavlich,KEYF,3,11,0,2,21.4,0,0,2013,Grand Final
38,33,Brad Sewell,MID,3,11,2,2,21.4,2,0,2013,Grand Final
39,33,Cam Sutcliffe,DEF,3,5,2,2,37.5,2,0,2013,Grand Final
40,41,Paul Duffield,DEF,2,12,3,2,14.3,2,0,2013,Grand Final
41,41,Jonathan Simpkin,MID,2,4,0,1,33.3,2,1,2013,Grand Final
42,41,Lee Spurr,DEF,2,9,2,1,18.2,1,0,2013,Grand Final
43,44,Brent Guerra,DEF,1,8,2,6,11.1,0,0,2013,Grand Final
