,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Elliot Yeo,MID,24,13,8,9,64.9,18,1,2018,Finals Week 1
1,2,Tom Mitchell,MID,23,15,4,6,60.5,13,2,2018,Finals Week 1
2,3,Joel Selwood,MID,20,7,5,7,74.1,10,0,2018,Finals Week 1
3,4,Clayton Oliver,MID,18,13,5,6,58.1,13,2,2018,Finals Week 1
4,5,Kane Lambert,FWD,17,12,7,7,58.6,13,2,2018,Finals Week 1
5,5,Dustin Martin,MID,17,7,3,5,70.8,10,1,2018,Finals Week 1
6,5,Jaeger O'Meara,MID,17,15,3,5,53.1,11,3,2018,Finals Week 1
7,5,Brayden Sier,MID,17,10,3,2,63,13,0,2018,Finals Week 1
8,5,Callan Ward,MID,17,12,5,3,58.6,13,2,2018,Finals Week 1
9,10,Trent Cotchin,MID,16,11,4,5,59.3,13,4,2018,Finals Week 1
10,11,Dom Sheed,MID,15,14,6,3,51.7,12,0,2018,Finals Week 1
11,12,Angus Brayshaw,MID,14,12,4,7,53.8,8,1,2018,Finals Week 1
12,12,Patrick Dangerfield,FWD,14,12,3,10,53.8,12,2,2018,Finals Week 1
13,14,Shaun Burgoyne,MID,13,3,6,5,81.3,8,1,2018,Finals Week 1
14,14,Stephen Coniglio,MID,13,14,3,5,48.1,11,2,2018,Finals Week 1
15,14,Adam Treloar,MID,13,12,2,6,52,10,1,2018,Finals Week 1
16,14,Jack Viney,MID,13,8,1,3,61.9,7,3,2018,Finals Week 1
17,18,Taylor Adams,MID,12,18,4,9,40,5,1,2018,Finals Week 1
18,18,James Aish,MID,12,9,9,7,57.1,9,0,2018,Finals Week 1
19,18,Daniel Rioli,FWD,12,6,3,2,66.7,9,4,2018,Finals Week 1
20,18,Luke Shuey,MID,12,12,5,6,50,7,0,2018,Finals Week 1
21,18,Steele Sidebottom,MID,12,13,5,2,48,6,0,2018,Finals Week 1
22,18,Harry Taylor,KEYD,12,7,11,2,63.2,8,0,2018,Finals Week 1
