,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Clayton Oliver,MID,22,24,5,3,47.8,17,5,2022,Round 10
1,2,Will Brodie,MID,20,12,6,2,62.5,12,1,2022,Round 10
2,2,Tom Mitchell,MID,20,18,3,5,52.6,13,3,2022,Round 10
3,4,Darcy Parish,MID,19,24,7,14,44.2,15,1,2022,Round 10
4,5,Sean Darcy,RUC,18,4,3,6,81.8,6,3,2022,Round 10
5,6,George Hewett,MID,17,15,4,3,53.1,12,1,2022,Round 10
6,6,David Swallow,MID,17,12,3,4,58.6,7,2,2022,Round 10
7,8,Jack Crisp,MID,16,9,3,7,64,14,2,2022,Round 10
8,8,Cameron Guthrie,MID,16,23,2,7,41,13,2,2022,Round 10
9,8,Harry Perryman,MID,16,14,6,3,53.3,14,1,2022,Round 10
10,8,Caleb Serong,MID,16,12,2,5,57.1,12,3,2022,Round 10
11,12,Jade Gresham,FWD,15,12,2,6,55.6,12,1,2022,Round 10
12,12,Isaac Heeney,FWD,15,10,6,8,60,12,1,2022,Round 10
13,12,Jack Macrae,MID,15,18,1,8,45.5,12,0,2022,Round 10
14,12,Sam Walsh,MID,15,19,6,4,44.1,13,3,2022,Round 10
15,16,Marcus Bontempelli,MID,14,15,0,7,48.3,9,0,2022,Round 10
16,16,Stephen Coniglio,FWD,14,22,2,0,38.9,6,2,2022,Round 10
17,16,Brad Crouch,MID,14,17,2,5,45.2,11,5,2022,Round 10
18,16,Jordan De Goey,MID,14,6,2,4,70,4,0,2022,Round 10
19,16,Tom Liberatore,MID,14,10,2,2,58.3,9,3,2022,Round 10
20,16,Toby Nankervis,RUC,14,7,9,3,66.7,8,0,2022,Round 10
21,16,Lachie Neale,MID,14,12,4,0,53.8,7,0,2022,Round 10
22,16,Jai Newcombe,MID,14,15,4,5,48.3,10,0,2022,Round 10
23,24,Jeremy Cameron,KEYF,13,14,2,2,48.1,4,2,2022,Round 10
24,24,Tim Kelly,MID,13,8,0,5,61.9,12,2,2022,Round 10
25,24,Matthew Kennedy,MID,13,9,3,2,59.1,8,1,2022,Round 10
26,24,Jarryd Lyons,MID,13,15,2,4,46.4,7,1,2022,Round 10
27,24,Luke Parker,MID,13,14,4,7,48.1,9,2,2022,Round 10
28,24,Christian Petracca,MID,13,17,1,7,43.3,5,1,2022,Round 10
29,24,Jack Redden,MID,13,10,2,1,56.5,7,1,2022,Round 10
30,24,Bailey Smith,FWD,13,20,1,8,39.4,10,1,2022,Round 10
31,32,Taylor Adams,MID,12,10,2,4,54.5,9,3,2022,Round 10
32,32,Jed Anderson,FWD,12,10,2,5,54.5,7,0,2022,Round 10
33,32,Trent Cotchin,MID,12,14,2,3,46.2,8,0,2022,Round 10
34,32,Josh Dunkley,FWD,12,10,3,1,54.5,9,1,2022,Round 10
35,32,Matt Flynn,RUC,12,8,5,0,60,8,1,2022,Round 10
36,32,Tom Hawkins,KEYF,12,6,0,3,66.7,7,5,2022,Round 10
37,32,Ben Keays,MID,12,15,2,10,44.4,9,2,2022,Round 10
38,32,David Mundy,MID,12,20,7,4,37.5,10,0,2022,Round 10
39,32,Dion Prestia,MID,12,25,6,6,32.4,9,0,2022,Round 10
40,32,Chad Warner,MID,12,11,2,12,52.2,11,1,2022,Round 10
41,42,Noah Anderson,MID,11,8,3,5,57.9,6,1,2022,Round 10
42,42,Mark Blicavs,RUC,11,8,3,4,57.9,6,1,2022,Round 10
43,42,Travis Boak,MID,11,16,2,6,40.7,7,1,2022,Round 10
44,42,Andrew Brayshaw,MID,11,21,3,6,34.4,7,1,2022,Round 10
45,42,Patrick Cripps,MID,11,11,2,6,50,3,0,2022,Round 10
46,42,Luke Davies-Uniacke,MID,11,18,2,5,37.9,7,0,2022,Round 10
47,42,Luke Dunstan,MID,11,13,4,4,45.8,10,3,2022,Round 10
48,42,Tom Fullarton,KEYF,11,2,2,1,84.6,7,4,2022,Round 10
49,42,Rory Laird,MID,11,13,4,1,45.8,7,0,2022,Round 10
50,42,Jayden Laverde,KEYD,11,6,13,5,64.7,5,0,2022,Round 10
51,42,Patrick Lipinski,FWD,11,16,3,6,40.7,9,3,2022,Round 10
52,42,Rowan Marshall,RUC,11,6,2,4,64.7,5,1,2022,Round 10
53,42,Tom McDonald,KEYF,11,0,0,0,100,6,4,2022,Round 10
54,42,Dylan Moore,FWD,11,8,4,4,57.9,8,5,2022,Round 10
55,42,Jaeger O'Meara,MID,11,7,2,3,61.1,9,0,2022,Round 10
56,42,Jarrod Witts,RUC,11,2,0,3,84.6,2,1,2022,Round 10
57,42,Dayne Zorko,FWD,11,13,2,5,45.8,7,3,2022,Round 10
58,59,Sam De Koning,KEYD,10,6,11,1,62.5,5,0,2022,Round 10
59,59,Mitch Georgiades,KEYF,10,3,3,1,76.9,5,2,2022,Round 10
60,59,Hugh Greenwood,MID,10,1,0,1,90.9,6,1,2022,Round 10
61,59,Jason Horne-Francis,FWD,10,7,2,4,58.8,4,2,2022,Round 10
62,59,Callum Jamieson,RUC,10,5,0,1,66.7,7,0,2022,Round 10
63,59,Josh Kelly,MID,10,20,1,4,33.3,7,0,2022,Round 10
64,59,Dustin Martin,FWD,10,7,1,4,58.8,6,3,2022,Round 10
65,59,Aaron Naughton,KEYF,10,6,0,2,62.5,4,3,2022,Round 10
66,59,Nic Newman,DEF,10,12,8,3,45.5,8,0,2022,Round 10
67,59,Matthew Owies,FWD,10,4,4,0,71.4,8,5,2022,Round 10
68,59,Sam Taylor,KEYD,10,5,10,4,66.7,9,0,2022,Round 10
69,59,Adam Treloar,MID,10,16,1,5,38.5,9,4,2022,Round 10
70,59,Michael Walters,FWD,10,7,1,6,58.8,5,2,2022,Round 10
71,59,Connor West,FWD,10,6,1,3,62.5,7,0,2022,Round 10
72,73,Liam Baker,DEF,9,16,9,6,36,6,0,2022,Round 10
73,73,Luke Breust,FWD,9,5,1,2,64.3,4,2,2022,Round 10
74,73,Zak Butters,FWD,9,17,1,2,34.6,4,1,2022,Round 10
75,73,Jason Castagna,FWD,9,10,1,6,47.4,6,3,2022,Round 10
76,73,Matthew Cottrell,FWD,9,9,6,3,50,7,2,2022,Round 10
77,73,Patrick Dangerfield,MID,9,7,1,2,56.3,8,1,2022,Round 10
78,73,Zac Fisher,FWD,9,11,5,3,45,8,3,2022,Round 10
79,73,Max Gawn,RUC,9,5,2,1,64.3,1,0,2022,Round 10
80,73,Denver Grainger-Barras,KEYD,9,2,7,2,81.8,3,0,2022,Round 10
81,73,Will Hoskin-Elliott,FWD,9,4,1,3,69.2,8,3,2022,Round 10
82,73,Luke Jackson,RUC,9,6,0,2,60,6,0,2022,Round 10
83,73,Andrew McGrath,MID,9,12,4,2,42.9,6,1,2022,Round 10
84,73,Ned McHenry,FWD,9,10,2,2,47.4,6,1,2022,Round 10
85,73,Zach Merrett,MID,9,24,3,7,27.3,7,1,2022,Round 10
86,73,Touk Miller,MID,9,9,1,3,50,4,0,2022,Round 10
87,73,Callum Mills,MID,9,15,3,5,37.5,7,1,2022,Round 10
88,73,Conor Nash,MID,9,9,1,3,50,6,0,2022,Round 10
89,73,Brandan Parfitt,MID,9,15,2,2,37.5,8,1,2022,Round 10
90,73,Cam Rayner,FWD,9,12,2,3,42.9,7,0,2022,Round 10
91,73,Ed Richards,DEF,9,11,13,4,45,5,0,2022,Round 10
92,73,Daniel Rioli,DEF,9,17,8,3,34.6,7,0,2022,Round 10
93,73,Dylan Shiel,MID,9,11,2,7,45,4,2,2022,Round 10
94,73,Ollie Wines,MID,9,20,2,4,31,5,0,2022,Round 10
95,96,Karl Amon,MID,8,14,6,2,36.4,6,0,2022,Round 10
96,96,Shai Bolton,FWD,8,8,1,7,50,7,5,2022,Round 10
97,96,Heath Chapman,DEF,8,12,7,4,40,8,0,2022,Round 10
98,96,Tom Green,MID,8,10,0,1,44.4,5,2,2022,Round 10
99,96,Dyson Heppell,DEF,8,13,7,2,38.1,6,0,2022,Round 10
100,96,Tom Hickey,RUC,8,5,3,3,61.5,2,0,2022,Round 10
101,96,Dan Houston,DEF,8,22,8,4,26.7,3,0,2022,Round 10
102,96,Zak Jones,MID,8,14,2,4,36.4,6,0,2022,Round 10
103,96,Griffin Logue,KEYD,8,6,7,0,57.1,4,0,2022,Round 10
104,96,Oscar McInerney,RUC,8,3,0,1,72.7,3,0,2022,Round 10
105,96,Jack Payne,KEYD,8,4,7,2,66.7,3,0,2022,Round 10
106,96,Jack Ross,MID,8,13,7,2,38.1,5,1,2022,Round 10
107,96,Luke Ryan,DEF,8,8,7,7,50,6,0,2022,Round 10
108,96,Lachie Schultz,FWD,8,6,3,5,57.1,7,2,2022,Round 10
