,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Jack Viney,MID,23,17,4,8,57.5,14,3,2016,Round 5
1,2,Trent Cotchin,MID,20,13,4,2,60.6,17,1,2016,Round 5
2,2,Patrick Cripps,MID,20,10,2,4,66.7,14,3,2016,Round 5
3,4,Jeremy McGovern,KEYD,19,4,21,5,82.6,9,0,2016,Round 5
4,5,Patrick Dangerfield,MID,18,11,5,4,62.1,12,0,2016,Round 5
5,5,Mitch Wallis,FWD,18,17,3,7,51.4,15,6,2016,Round 5
6,7,Paul Puopolo,FWD,17,4,4,4,81,13,7,2016,Round 5
7,7,Andrew Swallow,MID,17,8,6,2,68,13,0,2016,Round 5
8,9,Matthew Priddis,MID,16,12,1,5,57.1,13,2,2016,Round 5
9,9,Rory Sloane,MID,16,10,4,4,61.5,12,1,2016,Round 5
10,11,Travis Boak,MID,15,10,3,3,60,12,0,2016,Round 5
11,11,Josh P. Kennedy,MID,15,16,3,4,48.4,11,1,2016,Round 5
12,11,Lachie Neale,MID,15,20,4,8,42.9,8,0,2016,Round 5
13,11,Scott Pendlebury,MID,15,22,9,7,40.5,11,4,2016,Round 5
14,11,Jack Riewoldt,KEYF,15,10,4,7,60,10,3,2016,Round 5
15,11,Mitch Robinson,MID,15,14,1,8,51.7,11,1,2016,Round 5
16,11,Koby Stevens,FWD,15,17,0,7,46.9,12,5,2016,Round 5
17,11,Dom Tyson,MID,15,15,2,2,50,10,1,2016,Round 5
18,19,Taylor Adams,MID,14,22,10,3,38.9,14,0,2016,Round 5
19,19,Matthew Boyd,DEF,14,17,12,0,45.2,9,0,2016,Round 5
20,19,Dan Hannebery,MID,14,14,6,3,50,13,1,2016,Round 5
21,19,Will Langford,MID,14,6,2,6,70,10,0,2016,Round 5
22,19,Anthony Miles,MID,14,11,4,6,56,7,0,2016,Round 5
23,19,Nic Naitanui,RUC,14,1,5,3,93.3,5,1,2016,Round 5
24,19,Luke Parker,MID,14,9,2,7,60.9,8,1,2016,Round 5
25,19,Joel Selwood,MID,14,16,2,5,46.7,5,0,2016,Round 5
26,27,Rory Atkins,MID,13,13,11,4,50,10,0,2016,Round 5
27,27,Michael Barlow,MID,13,17,2,5,43.3,9,2,2016,Round 5
28,27,Stephen Coniglio,MID,13,22,3,3,37.1,6,1,2016,Round 5
29,27,Ben Cunnington,MID,13,7,5,4,65,10,0,2016,Round 5
30,27,Richard Douglas,FWD,13,12,0,5,52,6,1,2016,Round 5
31,27,Cameron Guthrie,MID,13,11,1,2,54.2,11,1,2016,Round 5
32,27,Stephen Hill,MID,13,11,5,6,54.2,9,0,2016,Round 5
33,27,Toby McLean,FWD,13,11,5,4,54.2,8,6,2016,Round 5
34,27,Tom Scully,MID,13,21,7,1,38.2,9,1,2016,Round 5
35,27,Luke Shuey,MID,13,11,2,8,54.2,7,1,2016,Round 5
36,27,Ollie Wines,MID,13,9,3,2,59.1,10,3,2016,Round 5
37,27,David Zaharakis,MID,13,12,1,1,52,8,0,2016,Round 5
38,39,Gary Ablett,MID,12,15,2,3,44.4,11,2,2016,Round 5
39,39,Luke Dunstan,MID,12,5,2,3,70.6,7,1,2016,Round 5
40,39,Orazio Fantasia,FWD,12,13,5,6,48,10,3,2016,Round 5
41,39,Max Gawn,RUC,12,4,6,4,75,7,1,2016,Round 5
42,39,Shaun Grigg,MID,12,10,4,4,54.5,9,2,2016,Round 5
43,39,Kieren Jack,MID,12,10,3,6,54.5,10,1,2016,Round 5
44,39,Matthew Leuenberger,RUC,12,8,0,5,60,9,1,2016,Round 5
45,39,Daniel Merrett,KEYD,12,6,14,5,66.7,8,0,2016,Round 5
46,39,Tom Mitchell,MID,12,14,2,6,46.2,12,5,2016,Round 5
47,39,Ted Richards,KEYD,12,9,14,5,57.1,4,0,2016,Round 5
48,39,Steele Sidebottom,MID,12,21,6,4,36.4,8,1,2016,Round 5
49,39,Jack Steven,MID,12,18,2,7,40,9,0,2016,Round 5
50,39,Scott Thompson,MID,12,20,1,7,37.5,6,2,2016,Round 5
51,39,Adam Treloar,MID,12,20,1,4,37.5,11,0,2016,Round 5
52,53,Craig Bird,MID,11,14,2,4,44,6,0,2016,Round 5
53,53,Jarryd Blair,FWD,11,6,2,1,64.7,6,4,2016,Round 5
54,53,Shaun Burgoyne,DEF,11,5,6,4,68.8,9,0,2016,Round 5
55,53,Josh Caddy,FWD,11,11,0,5,50,6,1,2016,Round 5
56,53,Jack Crisp,MID,11,14,2,9,44,7,3,2016,Round 5
57,53,Matt Crouch,MID,11,14,2,3,44,9,1,2016,Round 5
58,53,Ryan Griffen,MID,11,17,3,3,39.3,6,1,2016,Round 5
59,53,Nathan Jones,MID,11,13,4,6,45.8,7,0,2016,Round 5
60,53,Sam Kerridge,MID,11,16,2,4,40.7,8,2,2016,Round 5
61,53,Jarryd Lyons,MID,11,7,3,3,61.1,11,1,2016,Round 5
62,53,Jack Macrae,FWD,11,14,2,1,44,7,3,2016,Round 5
63,53,Tom McDonald,KEYD,11,11,11,5,50,6,0,2016,Round 5
64,53,Michael Walters,FWD,11,6,2,2,64.7,7,1,2016,Round 5
65,53,Peter Wright,KEYF,11,6,7,2,64.7,3,0,2016,Round 5
66,67,David Armitage,MID,10,18,2,3,35.7,3,1,2016,Round 5
67,67,David Astbury,KEYD,10,3,9,4,76.9,4,0,2016,Round 5
68,67,Ryan Bastinac,MID,10,9,5,3,52.6,7,2,2016,Round 5
69,67,Mark Blicavs,MID,10,9,5,2,52.6,6,0,2016,Round 5
70,67,Nick Dal Santo,MID,10,18,6,5,35.7,8,1,2016,Round 5
71,67,Mitch Duncan,MID,10,19,1,2,34.5,5,0,2016,Round 5
72,67,Bryce Gibbs,MID,10,16,3,2,38.5,7,0,2016,Round 5
73,67,Brodie Grundy,RUC,10,6,0,4,62.5,7,0,2016,Round 5
74,67,Lachie Hunter,MID,10,22,4,3,31.3,10,2,2016,Round 5
75,67,Josh Kelly,MID,10,17,4,2,37,8,1,2016,Round 5
76,67,Jordan Lewis,MID,10,10,0,4,50,4,1,2016,Round 5
77,67,Alex Rance,KEYD,10,5,11,2,66.7,6,0,2016,Round 5
78,67,Nick Riewoldt,KEYF,10,15,1,6,40,7,2,2016,Round 5
79,67,Cyril Rioli,FWD,10,4,2,2,71.4,7,2,2016,Round 5
80,67,Michael Rischitelli,MID,10,16,2,2,38.5,6,0,2016,Round 5
81,67,Heath Shaw,DEF,10,18,11,10,35.7,6,0,2016,Round 5
82,67,Jack Watts,KEYF,10,6,3,1,62.5,7,3,2016,Round 5
