,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Josh P. Kennedy,MID,20,9,6,3,69,16,2,2016,Finals Week 1
1,2,Patrick Dangerfield,MID,19,19,3,8,50,12,3,2016,Finals Week 1
2,2,Luke Shuey,MID,19,9,7,3,67.9,15,1,2016,Finals Week 1
3,4,Luke Dahlhaus,FWD,16,14,2,6,53.3,14,2,2016,Finals Week 1
4,4,Matthew Priddis,MID,16,9,5,4,64,13,0,2016,Finals Week 1
5,6,Dan Hannebery,MID,14,17,4,6,45.2,14,1,2016,Finals Week 1
6,6,Daniel Wells,MID,14,12,4,4,53.8,9,0,2016,Finals Week 1
7,8,Ben Cunnington,MID,13,8,1,2,61.9,9,0,2016,Finals Week 1
8,8,Caleb Daniel,FWD,13,17,7,6,43.3,12,1,2016,Finals Week 1
9,10,Nick Dal Santo,MID,12,18,3,4,40,10,0,2016,Finals Week 1
10,10,Lance Franklin,KEYF,12,9,2,2,57.1,7,2,2016,Finals Week 1
11,10,Tom Hawkins,KEYF,12,2,3,0,85.7,8,6,2016,Finals Week 1
12,10,Luke Hodge,DEF,12,14,8,6,46.2,10,0,2016,Finals Week 1
13,10,Tom Liberatore,MID,12,12,3,5,50,10,3,2016,Finals Week 1
14,10,Tom Mitchell,MID,12,12,1,3,50,7,1,2016,Finals Week 1
15,10,Luke Parker,MID,12,11,3,4,52.2,10,2,2016,Finals Week 1
16,10,Clay Smith,FWD,12,7,2,3,63.2,11,2,2016,Finals Week 1
17,10,Scott Thompson,MID,12,12,3,4,50,9,1,2016,Finals Week 1
18,19,Stephen Coniglio,MID,11,15,2,3,42.3,7,0,2016,Finals Week 1
19,19,Toby Greene,FWD,11,9,3,5,55,7,2,2016,Finals Week 1
20,19,Cameron Guthrie,MID,11,10,6,4,52.4,10,4,2016,Finals Week 1
21,19,Sam Menegola,MID,11,12,7,3,47.8,6,0,2016,Finals Week 1
22,19,Dylan Shiel,MID,11,10,3,3,52.4,8,1,2016,Finals Week 1
23,19,Taylor Walker,KEYF,11,10,1,3,52.4,6,2,2016,Finals Week 1
24,25,Mark Blicavs,MID,10,13,2,4,43.5,3,0,2016,Finals Week 1
25,25,Brad Crouch,MID,10,12,1,2,45.5,6,2,2016,Finals Week 1
26,25,Jack Fitzpatrick,RUC,10,2,0,1,83.3,6,1,2016,Finals Week 1
27,25,Lachie Hunter,MID,10,17,6,3,37,5,0,2016,Finals Week 1
28,25,Jordan Lewis,MID,10,22,7,10,31.3,5,2,2016,Finals Week 1
29,25,Tom Lynch,FWD,10,11,3,1,47.6,8,5,2016,Finals Week 1
30,25,Jarryd Lyons,MID,10,10,2,1,50,6,1,2016,Finals Week 1
31,25,Sam Mitchell,MID,10,18,5,4,35.7,7,0,2016,Finals Week 1
32,25,Scott Selwood,MID,10,11,2,5,47.6,9,1,2016,Finals Week 1
33,25,Joel Selwood,MID,10,18,2,0,35.7,5,1,2016,Finals Week 1
34,25,Heath Shaw,DEF,10,11,11,6,47.6,8,0,2016,Finals Week 1
35,25,Devon Smith,FWD,10,14,1,5,41.7,8,2,2016,Finals Week 1
36,37,Matthew Boyd,DEF,9,12,8,4,42.9,9,1,2016,Finals Week 1
37,37,Mitch Duncan,MID,9,8,7,3,52.9,4,1,2016,Finals Week 1
38,37,Andrew Gaff,MID,9,25,5,6,26.5,7,0,2016,Finals Week 1
39,37,Mark Hutchings,MID,9,17,1,4,34.6,7,0,2016,Finals Week 1
40,37,Liam Picken,MID,9,14,2,2,39.1,6,2,2016,Finals Week 1
41,37,Rory Sloane,MID,9,12,2,2,42.9,5,1,2016,Finals Week 1
42,37,Andrew Swallow,MID,9,13,2,2,40.9,4,0,2016,Finals Week 1
43,37,Lachie Whitfield,MID,9,17,5,4,34.6,9,0,2016,Finals Week 1
44,37,Easton Wood,DEF,9,4,8,3,69.2,7,0,2016,Finals Week 1
45,46,Tom Boyd,KEYF,8,7,3,3,53.3,5,1,2016,Finals Week 1
46,46,Todd Goldstein,RUC,8,6,2,1,57.1,6,1,2016,Finals Week 1
47,46,Shannon Hurn,DEF,8,12,6,7,40,5,0,2016,Finals Week 1
48,46,Kieren Jack,MID,8,14,3,6,36.4,7,0,2016,Finals Week 1
49,46,Rory Laird,DEF,8,18,5,2,30.8,5,0,2016,Finals Week 1
50,46,Rory Lobb,KEYF,8,8,6,1,50,3,1,2016,Finals Week 1
51,46,Tom Lonergan,KEYD,8,7,6,4,53.3,4,0,2016,Finals Week 1
52,46,Jack Macrae,FWD,8,19,1,5,29.6,6,2,2016,Finals Week 1
53,46,Chris Masten,MID,8,20,4,5,28.6,8,0,2016,Finals Week 1
54,46,Daniel Menzel,FWD,8,4,0,4,66.7,5,3,2016,Finals Week 1
55,46,Nick Smith,DEF,8,11,7,5,42.1,5,1,2016,Finals Week 1
56,46,Jack Ziebell,MID,8,14,3,6,36.4,4,1,2016,Finals Week 1
57,58,Rory Atkins,MID,7,11,3,4,38.9,4,0,2016,Finals Week 1
58,58,Marcus Bontempelli,MID,7,13,1,2,35,3,1,2016,Finals Week 1
59,58,Shaun Burgoyne,DEF,7,13,2,2,35,4,2,2016,Finals Week 1
60,58,Jack Darling,KEYF,7,6,2,4,53.8,4,0,2016,Finals Week 1
