,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Rory Laird,MID,22,11,7,6,66.7,15,2,2022,Round 15
1,2,Clayton Oliver,MID,21,16,3,4,56.8,18,2,2022,Round 15
2,3,Jack Viney,MID,19,14,5,7,57.6,14,4,2022,Round 15
3,4,Oscar McInerney,RUC,18,5,2,6,78.3,4,1,2022,Round 15
4,4,Jarrod Witts,RUC,18,6,1,5,75,4,0,2022,Round 15
5,6,Matt Rowell,MID,17,6,4,3,73.9,10,2,2022,Round 15
6,7,Will Brodie,MID,16,19,6,8,45.7,14,2,2022,Round 15
7,7,Tom Liberatore,MID,16,14,2,4,53.3,13,2,2022,Round 15
8,7,Touk Miller,MID,16,12,2,6,57.1,9,1,2022,Round 15
9,7,James Worpel,MID,16,9,2,5,64,13,2,2022,Round 15
10,11,Taylor Adams,MID,15,7,3,6,68.2,7,2,2022,Round 15
11,11,Patrick Cripps,MID,15,8,1,1,65.2,9,4,2022,Round 15
12,11,Charlie Dixon,KEYF,15,4,3,3,78.9,6,3,2022,Round 15
13,11,Tom Hickey,RUC,15,10,5,3,60,8,1,2022,Round 15
14,11,Ollie Wines,MID,15,13,3,5,53.6,10,0,2022,Round 15
15,16,Liam Baker,DEF,14,11,3,5,56,9,2,2022,Round 15
16,16,Hugh Greenwood,MID,14,9,3,7,60.9,10,3,2022,Round 15
17,16,Ben Keays,MID,14,17,2,11,45.2,11,2,2022,Round 15
18,16,Christian Petracca,MID,14,18,1,8,43.8,11,1,2022,Round 15
19,20,Tom Atkins,DEF,13,9,6,7,59.1,9,2,2022,Round 15
20,20,Matthew Kennedy,MID,13,14,2,6,48.1,11,2,2022,Round 15
21,20,Luke Shuey,MID,13,10,3,3,56.5,12,0,2022,Round 15
22,20,Jack Steele,MID,13,16,0,3,44.8,8,1,2022,Round 15
23,20,Tom Stewart,DEF,13,14,17,5,48.1,9,0,2022,Round 15
24,20,Adam Treloar,MID,13,15,1,2,46.4,12,2,2022,Round 15
25,20,Sam Walsh,MID,13,28,4,2,31.7,11,0,2022,Round 15
26,27,Jed Anderson,FWD,12,10,2,2,54.5,7,2,2022,Round 15
27,27,Marcus Bontempelli,MID,12,16,2,6,42.9,8,2,2022,Round 15
28,27,Zak Jones,MID,12,9,2,5,57.1,7,2,2022,Round 15
29,27,Jack Macrae,MID,12,22,1,6,35.3,8,2,2022,Round 15
30,27,Rowan Marshall,RUC,12,10,8,2,54.5,8,1,2022,Round 15
31,27,Lachie Neale,MID,12,9,2,3,57.1,10,2,2022,Round 15
32,27,David Swallow,MID,12,12,7,6,50,10,0,2022,Round 15
33,27,Rhylee West,FWD,12,7,2,2,63.2,5,3,2022,Round 15
34,35,Angus Brayshaw,DEF,11,21,12,8,34.4,8,0,2022,Round 15
35,35,Andrew Brayshaw,MID,11,17,2,2,39.3,9,2,2022,Round 15
36,35,Luke Davies-Uniacke,MID,11,8,3,0,57.9,8,0,2022,Round 15
37,35,Sam De Koning,KEYD,11,4,12,3,73.3,7,0,2022,Round 15
38,35,Tom Green,MID,11,11,4,4,50,8,1,2022,Round 15
39,35,Cameron Guthrie,MID,11,16,3,3,40.7,8,0,2022,Round 15
40,35,George Hewett,MID,11,18,3,6,37.9,6,0,2022,Round 15
41,35,Toby Nankervis,RUC,11,11,7,6,50,6,0,2022,Round 15
42,35,Jaeger O'Meara,MID,11,12,1,2,47.8,6,1,2022,Round 15
