,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Max Gawn,RUC,22,6,3,8,78.6,8,0,2023,Finals Week 1
1,1,Rowan Marshall,RUC,22,9,5,7,71,10,1,2023,Finals Week 1
2,3,Jack Steele,MID,18,21,2,3,46.2,11,0,2023,Finals Week 1
3,4,Tom Green,MID,17,18,6,9,48.6,13,1,2023,Finals Week 1
4,5,Clayton Oliver,MID,16,14,6,7,53.3,11,0,2023,Finals Week 1
5,5,Christian Petracca,MID,16,13,5,8,55.2,10,4,2023,Finals Week 1
6,5,Sam Walsh,MID,16,13,3,4,55.2,13,0,2023,Finals Week 1
7,8,Kieren Briggs,RUC,15,4,1,1,78.9,6,0,2023,Finals Week 1
8,9,Patrick Cripps,MID,14,5,6,4,73.7,11,0,2023,Finals Week 1
9,9,Tom Mitchell,MID,14,7,5,6,66.7,12,1,2023,Finals Week 1
10,11,Willem Drew,MID,13,7,0,4,65,10,0,2023,Finals Week 1
11,11,George Hewett,MID,13,12,2,5,52,8,3,2023,Finals Week 1
12,13,Hugh McCluggage,MID,12,13,2,0,48,9,2,2023,Finals Week 1
13,13,Connor Rozee,MID,12,16,1,3,42.9,7,2,2023,Finals Week 1
14,15,Blake Acres,MID,11,16,4,10,40.7,10,0,2023,Finals Week 1
15,15,Jack Crisp,MID,11,11,4,7,50,11,0,2023,Finals Week 1
16,15,Joe Daniher,KEYF,11,6,1,4,64.7,6,5,2023,Finals Week 1
17,15,Sam Powell-Pepper,FWD,11,9,1,7,55,9,6,2023,Finals Week 1
18,15,Sebastian Ross,MID,11,13,6,6,45.8,9,0,2023,Finals Week 1
19,15,Cooper Sharman,KEYF,11,6,2,4,64.7,5,2,2023,Finals Week 1
20,21,Taylor Adams,FWD,10,6,1,5,62.5,9,1,2023,Finals Week 1
21,21,Josh Dunkley,MID,10,12,4,3,45.5,7,0,2023,Finals Week 1
22,21,Toby Greene,FWD,10,9,3,6,52.6,9,5,2023,Finals Week 1
23,21,Dan Houston,DEF,10,11,4,3,47.6,8,0,2023,Finals Week 1
24,21,Scott Lycett,RUC,10,1,3,1,90.9,6,0,2023,Finals Week 1
25,21,Tom McCartin,KEYD,10,9,12,1,52.6,6,0,2023,Finals Week 1
26,21,Alex Neal-Bullen,FWD,10,7,4,7,58.8,7,2,2023,Finals Week 1
27,21,Tom Papley,FWD,10,8,1,6,55.6,3,1,2023,Finals Week 1
28,21,Steele Sidebottom,MID,10,10,5,5,50,7,0,2023,Finals Week 1
29,21,Chad Warner,MID,10,13,2,6,43.5,8,0,2023,Finals Week 1
30,31,Braeden Campbell,MID,9,14,4,7,39.1,9,1,2023,Finals Week 1
31,31,Jordan De Goey,MID,9,11,0,6,45,4,0,2023,Finals Week 1
32,31,Tom Hickey,RUC,9,2,4,0,81.8,4,1,2023,Finals Week 1
33,31,Josh Kelly,MID,9,17,1,4,34.6,8,0,2023,Finals Week 1
34,31,Oscar McInerney,RUC,9,2,1,3,81.8,4,0,2023,Finals Week 1
35,31,Hayden McLean,RUC,9,10,5,4,47.4,4,1,2023,Finals Week 1
36,31,Lachie Neale,MID,9,10,4,4,47.4,8,1,2023,Finals Week 1
37,31,Nic Newman,DEF,9,11,9,5,45,7,0,2023,Finals Week 1
38,31,Marc Pittonet,RUC,9,1,2,1,90,5,0,2023,Finals Week 1
39,31,Lachie Whitfield,DEF,9,20,3,5,31,6,0,2023,Finals Week 1
40,41,Jake Bowey,DEF,8,11,9,4,42.1,6,0,2023,Finals Week 1
41,41,Adam Cerra,MID,8,16,2,5,33.3,4,0,2023,Finals Week 1
42,41,Tom De Koning,RUC,8,7,2,3,53.3,3,0,2023,Finals Week 1
43,41,Bobby Hill,FWD,8,4,2,3,66.7,6,3,2023,Finals Week 1
44,41,Lachie Jones,DEF,8,5,8,1,61.5,7,0,2023,Finals Week 1
45,41,Brody Mihocek,KEYF,8,9,1,4,47.1,5,1,2023,Finals Week 1
46,41,Scott Pendlebury,MID,8,6,4,3,57.1,5,0,2023,Finals Week 1
47,41,Jack Sinclair,DEF,8,15,4,5,34.8,8,0,2023,Finals Week 1
48,41,Tom Sparrow,MID,8,6,1,2,57.1,7,2,2023,Finals Week 1
49,50,Aliir Aliir,KEYD,7,5,9,4,58.3,5,0,2023,Finals Week 1
50,50,Lachie Ash,DEF,7,20,9,8,25.9,7,0,2023,Finals Week 1
51,50,Josh Battle,KEYD,7,9,9,3,43.8,4,0,2023,Finals Week 1
52,50,Toby Bedford,FWD,7,9,2,2,43.8,5,1,2023,Finals Week 1
53,50,Miles Bergman,DEF,7,8,9,6,46.7,2,0,2023,Finals Week 1
54,50,Nick Blakey,DEF,7,13,9,2,35,4,0,2023,Finals Week 1
55,50,Zak Butters,MID,7,19,1,4,26.9,4,0,2023,Finals Week 1
56,50,Charlie Cameron,FWD,7,6,1,3,53.8,3,0,2023,Finals Week 1
57,50,Hunter Clark,MID,7,12,4,5,36.8,6,0,2023,Finals Week 1
