,Rank,Player,Position,CP    ,UP,IP,T,CPR,GBG,F50GBG,Season,Round
0,1,Michael Barlow,MID,18,12,4,7,60,14,2,2013,Finals Week 1
1,1,Bryce Gibbs,MID,18,8,3,3,69.2,11,3,2013,Finals Week 1
2,3,Josh P. Kennedy,MID,17,12,2,4,58.6,12,4,2013,Finals Week 1
3,4,Nat Fyfe,MID,16,10,6,6,61.5,9,1,2013,Finals Week 1
4,5,Dayne Beams,MID,15,12,3,3,55.6,11,3,2013,Finals Week 1
5,5,Craig Bird,FWD,15,12,5,4,55.6,10,0,2013,Finals Week 1
6,5,Kieren Jack,MID,15,16,3,8,48.4,11,2,2013,Finals Week 1
7,5,Chris Judd,MID,15,8,5,4,65.2,10,4,2013,Finals Week 1
8,9,Ryan O'Keefe,MID,14,9,2,5,60.9,9,0,2013,Finals Week 1
9,9,Luke Parker,MID,14,12,4,5,53.8,10,1,2013,Finals Week 1
10,9,Shane Tuck,MID,14,4,1,3,77.8,8,2,2013,Finals Week 1
11,12,Joel Selwood,MID,13,10,6,4,56.5,7,1,2013,Finals Week 1
12,13,Jordan Lewis,MID,12,6,3,2,66.7,6,0,2013,Finals Week 1
13,13,Scott Pendlebury,MID,12,12,4,5,50,7,0,2013,Finals Week 1
14,15,Luke Ball,MID,11,8,3,3,57.9,10,1,2013,Finals Week 1
15,15,Joel Corey,MID,11,11,6,6,50,9,1,2013,Finals Week 1
16,15,Trent Cotchin,MID,11,14,3,7,44,6,1,2013,Finals Week 1
17,15,Stephen Hill,MID,11,10,7,3,52.4,8,1,2013,Finals Week 1
18,15,Marc Murphy,MID,11,15,5,4,42.3,6,1,2013,Finals Week 1
19,15,Lachie Neale,MID,11,10,0,2,52.4,8,2,2013,Finals Week 1
20,15,Brad Sewell,MID,11,18,6,3,37.9,8,0,2013,Finals Week 1
21,22,Ed Curnow,MID,10,7,3,6,58.8,7,1,2013,Finals Week 1
22,22,Sam Mitchell,MID,10,18,5,4,35.7,5,0,2013,Finals Week 1
23,22,Matthew Pavlich,KEYF,10,6,1,3,62.5,5,4,2013,Finals Week 1
24,22,Mitch Robinson,FWD,10,11,1,6,47.6,3,1,2013,Finals Week 1
25,26,Shaun Burgoyne,MID,9,17,3,6,34.6,7,2,2013,Finals Week 1
26,26,Kane Cornes,MID,9,18,0,6,33.3,9,0,2013,Finals Week 1
27,26,Daniel Jackson,MID,9,14,3,6,39.1,7,1,2013,Finals Week 1
